期間,合計_原始值,合計_年增率(%),男_原始值,男_年增率(%),女_原始值,女_年增率(%),15~24歲_原始值,15~24歲_年增率(%),25~44歲_原始值,25~44歲_年增率(%),45~64歲_原始值,45~64歲_年增率(%),65歲以上_原始值,65歲以上_年增率(%),國中及以下_原始值,國中及以下_年增率(%),高中(職)_原始值,高中(職)_年增率(%),大專及以上_原始值,大專及以上_年增率(%),初次尋職者_原始值,初次尋職者_年增率(%),非初次尋職者_原始值,非初次尋職者_年增率(%)
2011M05,28.38,-7.95,27.69,-11.73,29.44,-1.57,23.16,-10.82,29.50,-8.19,30.50,-2.99,12.00,--,27.52,-1.71,27.32,-12.41,29.60,-7.36,31.89,-12.75,27.61,-7.35
2011M06,27.37,-8.71,28.40,-10.13,25.81,-5.28,18.17,-6.96,29.93,-7.11,30.12,-8.89,14.56,-85.29,27.74,-3.41,26.67,-14.98,27.77,-5.61,25.86,-15.32,27.74,-7.13
2011M07,25.83,-8.73,28.00,-8.20,22.61,-8.61,15.43,-5.91,28.77,-4.74,29.62,-13.57,4.00,--,27.65,-2.47,25.66,-12.57,25.28,-7.64,22.65,-10.62,26.69,-7.97
2011M08,25.71,-8.96,27.64,-8.29,22.92,-9.08,14.43,-13.75,28.98,-6.00,30.40,-8.38,3.00,-25.00,28.36,-1.12,25.17,-19.17,25.18,-1.64,19.39,-12.22,27.55,-7.61
2011M09,26.70,-3.30,28.35,-5.50,24.19,2.24,16.73,-0.12,29.53,-5.20,30.46,3.01,7.91,-47.27,28.39,-0.73,27.18,-10.12,25.76,3.33,22.95,-3.97,27.76,-2.80
2011M10,26.94,-4.13,27.01,-9.18,26.83,5.46,19.53,3.55,29.07,-5.83,29.44,-2.48,12.39,55.65,27.60,2.87,26.57,-13.03,26.98,1.43,26.23,0.73,27.13,-5.24
2011M11,27.10,-8.63,27.02,-11.12,27.22,-4.39,20.60,-0.72,29.16,-8.65,28.52,-12.35,20.00,87.27,27.37,-4.33,26.37,-15.24,27.57,-4.60,26.60,-7.61,27.24,-8.80
2011M12,26.96,-12.24,26.24,-15.57,28.04,-6.97,20.00,-9.99,28.47,-12.62,30.24,-10.56,3.39,-2.31,25.87,-11.40,26.46,-13.22,27.75,-12.29,27.62,-12.12,26.79,-12.31
2012M01,27.13,-12.23,27.55,-14.52,26.52,-8.01,20.03,-8.03,29.28,-11.17,28.71,-16.13,3.22,-19.50,26.51,-9.15,25.88,-18.28,28.34,-8.79,29.17,-7.66,26.62,-13.43
2012M02,26.78,-8.10,26.50,-13.26,27.20,1.27,18.77,-17.31,29.47,-6.21,27.81,-5.09,33.92,--,25.13,-8.05,26.95,-4.87,27.24,-11.01,30.99,-3.88,25.76,-9.23
2012M03,26.28,-7.27,26.99,-8.85,25.21,-4.18,19.95,-13.97,28.42,-5.49,27.10,-6.07,74.32,"1,351.56",25.20,-12.10,25.93,-2.96,26.94,-8.68,32.50,0.46,24.77,-9.43
2012M04,27.33,-3.94,26.89,-3.79,28.00,-4.14,21.55,-5.69,28.95,-4.27,29.06,-1.09,8.53,8.25,26.25,-8.47,25.54,-6.17,29.05,-1.22,33.22,7.37,25.91,-7.03
2012M05,26.94,-5.07,28.03,1.23,25.29,-14.10,21.41,-7.56,28.51,-3.36,28.47,-6.66,5.00,-58.33,24.35,-11.52,24.97,-8.60,29.27,-1.11,34.91,9.47,24.98,-9.53
2012M06,25.82,-5.66,27.95,-1.58,22.62,-12.36,16.88,-7.10,28.77,-3.88,27.60,-8.37,3.00,-79.40,21.70,-21.77,25.96,-2.66,27.19,-2.09,27.41,5.99,25.37,-8.54
2012M07,24.41,-5.50,26.55,-5.18,21.32,-5.71,14.13,-8.43,27.87,-3.13,27.15,-8.34,1.49,-62.75,23.20,-16.09,24.05,-6.27,25.04,-0.95,25.24,11.43,24.15,-9.52
2012M08,23.43,-8.87,25.23,-8.72,20.94,-8.64,13.53,-6.24,27.03,-6.73,26.11,-14.11,6.10,103.33,21.48,-24.26,22.07,-12.32,24.93,-0.99,24.12,24.39,23.21,-15.75
2012M09,24.80,-7.12,25.56,-9.84,23.73,-1.90,15.23,-8.97,28.39,-3.86,26.93,-11.59,7.59,-4.05,23.53,-17.12,24.55,-9.68,25.40,-1.40,25.14,9.54,24.70,-11.02
2012M10,25.94,-3.71,26.64,-1.37,24.95,-7.01,15.79,-19.15,29.72,2.24,28.22,-4.14,3.24,-73.85,24.91,-9.75,25.82,-2.82,26.38,-2.22,25.76,-1.79,26.00,-4.17
2012M11,26.62,-1.77,27.31,1.07,25.61,-5.91,18.45,-10.44,29.46,1.03,29.15,2.21,3.18,-84.10,24.77,-9.50,24.41,-7.43,28.71,4.13,28.07,5.53,26.18,-3.89
2012M12,27.27,1.15,27.31,4.08,27.22,-2.92,22.13,10.65,29.19,2.53,28.26,-6.55,6.84,101.77,25.99,0.46,25.49,-3.67,28.92,4.22,29.45,6.63,26.63,-0.60
2013M01,27.60,1.73,26.42,-4.10,29.35,10.67,22.42,11.93,30.48,4.10,25.71,-10.45,1.74,-45.96,26.73,0.83,25.10,-3.01,29.64,4.59,31.86,9.22,26.38,-0.90
2013M02,26.22,-2.09,25.94,-2.11,26.64,-2.06,20.81,10.87,29.37,-0.34,23.99,-13.74,2.56,-92.45,24.49,-2.55,24.03,-10.83,28.36,4.11,31.38,1.26,24.79,-3.77
2013M03,26.79,1.94,27.68,2.56,25.48,1.07,21.45,7.52,29.61,4.19,25.14,-7.23,5.74,-92.28,25.25,0.20,24.26,-6.44,29.06,7.87,33.15,2.00,25.03,1.05
2013M04,26.89,-1.61,26.36,-1.97,27.70,-1.07,20.07,-6.87,30.04,3.77,26.14,-10.05,9.13,7.03,24.88,-5.22,23.28,-8.85,30.08,3.55,31.31,-5.75,25.65,-1.00
2013M05,26.98,0.15,25.90,-7.60,28.66,13.33,20.66,-3.50,28.94,1.51,28.89,1.48,4.00,-20.00,23.16,-4.89,25.14,0.68,29.62,1.20,32.58,-6.67,25.44,1.84
2013M06,26.03,0.81,26.38,-5.62,25.49,12.69,16.14,-4.38,29.46,2.40,28.29,2.50,8.00,166.67,22.01,1.43,24.61,-5.20,28.34,4.23,26.42,-3.61,25.90,2.09
2013M07,24.10,-1.27,25.15,-5.27,22.57,5.86,13.52,-4.32,27.50,-1.33,28.32,4.31,2.03,36.24,21.29,-8.23,24.35,1.25,24.88,-0.64,22.05,-12.64,24.79,2.65
2013M08,24.77,5.72,25.04,-0.75,24.37,16.38,14.20,4.95,28.50,5.44,28.83,10.42,2.48,-59.34,22.55,4.98,24.01,8.79,25.91,3.93,21.67,-10.16,25.86,11.42
2013M09,25.60,3.23,25.48,-0.31,25.77,8.60,16.27,6.83,29.35,3.38,27.59,2.45,1.00,-86.82,21.83,-7.22,26.32,7.21,26.30,3.54,23.27,-7.44,26.37,6.76
2013M10,25.76,-0.69,25.21,-5.37,26.55,6.41,18.23,15.45,28.45,-4.27,28.35,0.46,7.14,120.37,23.48,-5.74,26.82,3.87,25.81,-2.16,25.51,-0.97,25.84,-0.62
2013M11,26.50,-0.45,26.67,-2.34,26.25,2.50,20.56,11.44,28.84,-2.10,27.78,-4.70,14.68,361.64,26.43,6.70,25.30,3.65,27.30,-4.91,27.90,-0.61,26.06,-0.46
2013M12,27.08,-0.70,27.86,2.01,25.87,-4.96,21.30,-3.75,29.98,2.71,26.25,-7.11,9.20,34.50,25.64,-1.35,24.94,-2.16,28.95,0.10,29.66,0.71,26.30,-1.24
2014M01,27.81,0.76,28.62,8.33,26.52,-9.64,21.96,-2.05,30.80,1.05,26.61,3.50,9.94,471.26,28.74,7.52,25.30,0.80,29.12,-1.75,31.81,-0.16,26.66,1.06
2014M02,25.98,-0.92,25.70,-0.93,26.45,-0.71,21.15,1.63,28.20,-3.98,25.60,6.71,-,--,25.49,4.08,23.58,-1.87,27.67,-2.43,31.18,-0.64,24.56,-0.93
2014M03,26.81,0.07,26.13,-5.60,27.85,9.30,22.61,5.41,29.14,-1.59,25.00,-0.56,24.21,321.78,25.76,2.02,23.91,-1.44,28.92,-0.48,33.04,-0.33,25.09,0.24
2014M04,26.30,-2.19,26.70,1.29,25.68,-7.29,22.98,14.50,28.71,-4.43,23.23,-11.13,5.00,-45.24,21.80,-12.38,24.46,5.07,28.93,-3.82,34.59,10.48,23.99,-6.47
2014M05,26.20,-2.89,29.22,12.82,21.46,-25.12,22.32,8.03,28.28,-2.28,24.43,-15.44,-,--,22.38,-3.37,25.80,2.63,27.68,-6.55,32.68,0.31,24.47,-3.81
2014M06,25.51,-2.00,27.54,4.40,22.41,-12.08,17.79,10.22,27.79,-5.67,28.29,0.00,12.00,50.00,22.88,3.95,25.58,3.94,26.25,-7.37,24.84,-5.98,25.71,-0.73
2014M07,24.18,0.33,27.15,7.95,19.83,-12.14,14.84,9.76,27.24,-0.95,27.37,-3.35,16.00,688.18,22.39,5.17,25.53,4.85,23.89,-3.98,21.24,-3.67,25.13,1.37
