期間,新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),新設立_原始值,新設立_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%),歇業_原始值,歇業_年增率(%)
2013M09,440,23.94,31,40.91,3,50.00,0,--,14,40.00,5,0.00,1,--,5,-37.50,5,66.67,12,140.00,1,--,4,33.33,5,-16.67,2,100.00,5,-37.50,36,0.00,16,33.33,12,50.00,164,49.09,7,-53.33,6,-40.00,7,-12.50,63,21.15,11,37.50,3,-40.00,11,83.33,11,-8.33,216,26.32,12,33.33,3,--,0,--,11,-8.33,6,100.00,2,--,6,200.00,4,33.33,6,0.00,2,--,5,25.00,7,-12.50,1,0.00,1,0.00,12,33.33,5,0.00,4,0.00,36,28.57,17,41.67,10,-16.67,13,44.44,40,33.33,3,0.00,1,-50.00,5,150.00,4,-33.33
2013M10,357,-11.63,18,-43.75,1,-50.00,0,--,8,-38.46,4,-20.00,2,0.00,5,-37.50,6,200.00,12,33.33,0,-100.00,1,-75.00,7,-36.36,2,--,6,-14.29,23,-46.51,12,-25.00,3,-40.00,122,15.09,17,-32.00,11,0.00,11,22.22,52,-3.70,11,10.00,6,100.00,9,28.57,8,-57.89,274,18.10,13,0.00,1,-50.00,0,--,5,-58.33,9,125.00,0,-100.00,0,-100.00,3,-25.00,9,28.57,0,--,2,--,8,100.00,3,--,0,-100.00,26,13.04,16,166.67,7,75.00,62,31.91,25,8.70,12,-29.41,13,30.00,36,2.86,8,300.00,2,-33.33,2,100.00,12,71.43
2013M11,394,-2.96,37,-5.13,1,-50.00,0,--,15,-11.76,10,400.00,1,-66.67,5,25.00,9,12.50,7,0.00,0,--,3,-25.00,7,250.00,2,-33.33,8,300.00,31,3.33,15,7.14,6,100.00,117,-5.65,19,18.75,10,-9.09,17,41.67,48,-22.58,9,-25.00,2,-60.00,7,-36.36,8,-38.46,268,45.65,16,100.00,3,50.00,0,--,10,42.86,4,100.00,4,33.33,1,--,10,400.00,11,22.22,0,--,0,-100.00,3,-50.00,1,--,3,--,24,33.33,6,50.00,5,0.00,50,85.19,19,-5.00,18,200.00,15,15.38,43,30.30,7,600.00,1,0.00,6,20.00,8,-20.00
2013M12,427,5.69,31,-22.50,4,100.00,0,--,14,0.00,7,16.67,0,-100.00,5,66.67,8,14.29,11,83.33,0,-100.00,2,100.00,1,-88.89,0,--,6,20.00,33,-10.81,22,46.67,5,-37.50,143,24.35,11,37.50,4,-75.00,19,26.67,64,16.36,12,0.00,8,0.00,5,-28.57,12,9.09,925,326.27,48,433.33,6,--,0,--,51,537.50,21,"2,000.00",25,"1,150.00",22,340.00,14,180.00,22,214.29,1,--,13,"1,200.00",24,166.67,0,-100.00,6,200.00,93,322.73,17,240.00,15,200.00,171,338.46,52,188.89,48,336.36,36,200.00,159,381.82,26,420.00,5,25.00,18,800.00,32,220.00
2014M01,395,-7.49,52,57.58,4,-20.00,0,--,5,-73.68,4,100.00,1,-50.00,6,0.00,6,-25.00,5,0.00,0,--,3,-40.00,8,-11.11,0,-100.00,7,133.33,25,-26.47,9,0.00,5,-37.50,129,0.00,15,-25.00,13,62.50,9,-10.00,39,-38.10,16,33.33,8,-20.00,9,-35.71,17,54.55,263,3.95,16,60.00,2,100.00,0,--,7,-36.36,4,-33.33,0,-100.00,4,300.00,6,20.00,13,30.00,0,-100.00,4,0.00,9,125.00,0,--,3,-50.00,20,17.65,10,25.00,4,33.33,52,1.96,17,-19.05,19,216.67,12,20.00,48,-9.43,4,0.00,2,-60.00,4,-20.00,3,-70.00
2014M02,254,-3.05,19,-13.64,1,--,0,--,7,16.67,4,33.33,1,-66.67,6,20.00,6,20.00,4,-20.00,0,-100.00,2,0.00,7,75.00,3,200.00,0,-100.00,21,40.00,12,50.00,7,40.00,76,-6.17,13,160.00,5,-28.57,4,-60.00,35,-16.67,4,-20.00,4,300.00,5,-37.50,8,-27.27,142,15.45,6,100.00,2,100.00,0,--,6,50.00,3,200.00,1,0.00,1,--,1,-50.00,7,600.00,0,-100.00,1,0.00,7,133.33,2,--,2,0.00,11,175.00,3,50.00,5,-16.67,32,23.08,8,0.00,4,-63.64,5,-16.67,25,8.70,1,-85.71,1,-66.67,1,-80.00,7,250.00
2014M03,361,-14.45,28,21.74,3,50.00,0,--,6,-64.71,4,0.00,1,-50.00,3,0.00,4,-60.00,11,120.00,0,--,0,--,16,166.67,2,--,2,-71.43,37,-5.13,10,-37.50,2,-75.00,107,-19.55,17,21.43,9,-50.00,14,0.00,49,-31.94,9,-10.00,8,14.29,5,-16.67,14,133.33,184,-2.65,19,90.00,0,-100.00,0,--,8,-33.33,4,33.33,0,-100.00,2,100.00,0,-100.00,8,33.33,0,--,2,0.00,3,-25.00,2,--,1,-75.00,15,7.14,10,25.00,3,-40.00,36,-5.26,9,-43.75,12,71.43,4,-50.00,38,11.76,1,-75.00,1,--,2,100.00,4,100.00
2014M04,396,-12.20,30,-9.09,3,50.00,0,--,13,-27.78,9,200.00,2,0.00,4,-55.56,8,0.00,10,66.67,0,-100.00,5,150.00,7,40.00,3,200.00,4,-33.33,37,-19.57,10,42.86,3,-25.00,109,-26.35,18,12.50,9,-43.75,10,-9.09,63,8.62,11,-8.33,6,50.00,10,-16.67,12,-42.86,214,17.58,9,50.00,1,-50.00,0,--,10,66.67,1,-50.00,1,-66.67,2,0.00,8,166.67,4,-33.33,0,--,2,100.00,7,250.00,0,--,1,-75.00,16,-23.81,4,-33.33,3,50.00,47,20.51,9,-64.00,11,10.00,12,200.00,45,80.00,6,20.00,5,400.00,2,-60.00,8,300.00
2014M05,353,-34.26,30,-33.33,4,-33.33,0,--,7,-58.82,5,-54.55,2,0.00,5,-50.00,6,-40.00,7,-36.36,0,--,4,0.00,5,-28.57,1,0.00,4,-33.33,19,-50.00,11,-31.25,4,-69.23,123,-34.92,20,100.00,6,-66.67,11,-21.43,60,-14.29,4,-66.67,4,0.00,5,-50.00,6,-53.85,204,21.43,13,116.67,2,--,0,--,6,-25.00,3,-25.00,0,--,2,100.00,1,-66.67,4,100.00,0,--,6,100.00,9,125.00,1,--,2,100.00,24,118.18,8,60.00,3,-50.00,43,30.30,18,12.50,6,-40.00,7,16.67,32,3.23,1,-83.33,6,100.00,2,-33.33,5,-16.67
2014M06,291,-33.26,33,153.85,2,--,0,--,10,-37.50,8,-27.27,3,50.00,5,0.00,8,-46.67,6,50.00,0,--,4,0.00,6,-60.00,0,-100.00,2,-66.67,25,-43.18,7,-22.22,1,-92.31,84,-36.36,13,-27.78,7,-46.15,8,-38.46,29,-49.12,8,-50.00,9,0.00,4,-20.00,9,-40.00,287,12.11,12,9.09,1,-50.00,0,--,8,-46.67,4,33.33,1,-75.00,3,0.00,6,50.00,11,-15.38,2,--,6,50.00,18,80.00,0,--,2,-60.00,24,14.29,6,0.00,3,-40.00,51,10.87,18,-10.00,18,-10.00,19,58.33,46,27.78,7,40.00,4,0.00,5,400.00,12,100.00
2014M07,349,-36.20,33,-10.81,2,--,0,-100.00,8,-61.90,2,-71.43,2,100.00,9,-25.00,3,-25.00,9,50.00,1,-50.00,4,33.33,5,-50.00,1,-66.67,4,-33.33,22,-56.00,12,20.00,9,-25.00,117,-33.14,17,41.67,11,10.00,10,-37.50,47,-42.68,7,-72.00,3,-75.00,3,-80.00,8,-46.67,274,4.58,19,5.56,1,-80.00,0,--,13,-7.14,7,40.00,7,133.33,3,0.00,0,-100.00,12,100.00,1,0.00,3,200.00,7,16.67,1,0.00,0,-100.00,27,58.82,7,16.67,4,0.00,45,-2.17,21,16.67,14,-36.36,10,25.00,46,21.05,5,-54.55,4,0.00,3,-25.00,14,-17.65
