期間,雇主_原始值,雇主_年增率(%),雇主_原始值,雇主_年增率(%),雇主_原始值,雇主_年增率(%),自營作業者_原始值,自營作業者_年增率(%),自營作業者_原始值,自營作業者_年增率(%),自營作業者_原始值,自營作業者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),無酬家屬工作者_原始值,無酬家屬工作者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受私人雇用者_原始值,受私人雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%),受政府雇用者_原始值,受政府雇用者_年增率(%)
2006M02,498,-0.17,404,-3.34,94,16.23,"1,411",-1.99,"1,078",-3.20,333,2.17,650,-3.51,157,-4.76,493,-3.11,"6,508",3.40,"3,639",3.75,"2,870",2.94,938,-2.98,502,-2.97,436,-2.99
2006M03,504,1.47,403,-1.93,101,17.81,"1,408",-1.95,"1,055",-3.41,354,2.66,648,-2.90,168,3.75,480,-5.04,"6,536",3.58,"3,649",3.19,"2,887",4.08,932,-3.48,509,-3.85,424,-3.04
2006M04,510,2.27,416,0.64,94,10.09,"1,405",-2.59,"1,053",-4.38,352,3.21,645,-3.69,167,-1.72,478,-4.36,"6,561",3.67,"3,664",3.92,"2,897",3.36,926,-3.41,496,-8.00,430,2.50
2006M05,517,3.02,426,2.01,92,7.97,"1,401",-3.01,"1,074",-2.44,327,-4.84,643,-3.85,149,-9.11,494,-2.14,"6,580",3.65,"3,663",3.34,"2,918",4.04,922,-3.31,487,-7.42,435,1.74
2006M06,521,4.28,431,5.27,90,-0.20,"1,397",-3.08,"1,062",-3.30,335,-2.37,640,-3.68,137,-7.85,503,-2.47,"6,590",3.66,"3,673",2.58,"2,917",5.04,924,-3.34,490,-3.85,434,-2.75
2006M07,519,3.90,419,5.12,100,-0.92,"1,410",-1.90,"1,057",-4.24,353,5.85,647,-2.96,158,-3.47,489,-2.80,"6,629",3.93,"3,678",3.01,"2,951",5.11,928,-3.15,495,-3.46,433,-2.79
2006M08,517,3.62,415,0.44,103,18.76,"1,408",-1.87,"1,060",-4.01,348,5.28,650,-2.38,161,-7.93,489,-0.40,"6,663",3.88,"3,681",3.36,"2,982",4.54,931,-2.75,501,-1.11,430,-4.59
2006M09,524,3.60,423,-1.45,102,31.72,"1,405",-1.94,"1,062",-3.76,343,4.16,646,-2.58,156,-9.62,490,-0.11,"6,641",3.84,"3,679",3.54,"2,962",4.21,937,-1.62,504,-0.48,433,-2.92
2006M10,528,3.31,436,4.02,92,0.06,"1,402",-2.29,"1,051",-4.81,351,6.14,645,-2.59,156,-5.32,490,-1.69,"6,666",3.74,"3,690",3.48,"2,976",4.05,940,-1.87,502,-3.03,438,-0.49
2006M11,531,4.36,453,8.74,78,-15.42,"1,399",-2.31,"1,043",-3.60,356,1.71,644,-2.15,147,-9.28,497,0.17,"6,691",3.62,"3,697",2.74,"2,994",4.73,941,-2.69,506,-1.75,435,-3.77
2006M12,529,4.52,438,4.40,91,5.12,"1,397",-2.21,"1,036",-2.46,360,-1.48,649,-0.63,156,4.29,493,-2.09,"6,717",3.57,"3,726",2.48,"2,991",4.95,935,-2.91,494,-3.00,441,-2.82
2007M01,524,4.16,433,4.43,91,2.93,"1,396",-2.04,"1,055",-2.90,341,0.72,651,0.00,151,4.00,500,-1.15,"6,731",3.44,"3,721",2.22,"3,010",5.00,936,-1.57,493,-1.76,444,-1.36
2007M02,520,4.47,435,7.55,86,-8.80,"1,398",-0.91,"1,058",-1.85,340,2.12,652,0.30,154,-1.99,498,1.03,"6,740",3.57,"3,710",1.96,"3,030",5.60,932,-0.65,497,-1.03,435,-0.21
2007M03,525,4.13,425,5.25,101,-0.31,"1,401",-0.49,"1,049",-0.57,353,-0.27,645,-0.49,160,-4.84,485,1.04,"6,751",3.29,"3,731",2.23,"3,020",4.62,921,-1.20,490,-3.58,431,1.66
2007M04,530,3.89,437,4.93,94,-0.70,"1,397",-0.55,"1,053",-0.03,344,-2.10,638,-1.10,138,-17.22,500,4.52,"6,759",3.01,"3,750",2.34,"3,009",3.87,920,-0.65,471,-5.04,449,4.42
2007M05,527,1.90,440,3.30,87,-4.62,"1,393",-0.59,"1,057",-1.65,336,2.90,637,-0.84,136,-8.54,501,1.47,"6,777",2.99,"3,756",2.54,"3,021",3.56,925,0.32,463,-4.81,462,6.06
2007M06,523,0.34,440,2.03,83,-7.76,"1,388",-0.67,"1,026",-3.42,362,8.07,636,-0.55,150,9.55,486,-3.30,"6,786",2.97,"3,758",2.31,"3,028",3.81,928,0.42,475,-3.03,453,4.32
2007M07,522,0.54,442,5.60,80,-20.57,"1,398",-0.86,"1,025",-3.07,373,5.75,643,-0.62,154,-2.74,489,0.07,"6,830",3.03,"3,780",2.76,"3,051",3.38,927,-0.11,491,-0.78,436,0.66
2007M08,520,0.54,427,3.12,93,-9.85,"1,400",-0.60,"1,036",-2.29,364,4.57,644,-0.93,156,-3.64,489,-0.03,"6,858",2.93,"3,793",3.06,"3,065",2.77,930,-0.09,490,-2.25,441,2.43
2007M09,519,-0.98,409,-3.23,110,8.39,"1,397",-0.57,"1,055",-0.68,343,-0.25,637,-1.38,141,-9.26,496,1.13,"6,821",2.71,"3,784",2.86,"3,037",2.52,935,-0.19,482,-4.40,453,4.70
2007M10,521,-1.33,413,-5.19,108,16.88,"1,393",-0.64,"1,057",0.54,336,-4.17,631,-2.18,135,-13.27,496,1.34,"6,836",2.55,"3,778",2.38,"3,059",2.76,938,-0.23,487,-3.03,451,2.97
2007M11,519,-2.28,427,-5.70,92,17.57,"1,394",-0.36,"1,041",-0.15,353,-0.96,633,-1.72,143,-2.48,490,-1.49,"6,862",2.56,"3,771",1.99,"3,092",3.27,940,-0.10,495,-2.24,445,2.39
2007M12,518,-2.07,427,-2.50,91,-0.02,"1,397",0.03,"1,038",0.18,359,-0.41,637,-1.85,147,-5.92,490,-0.56,"6,884",2.49,"3,794",1.81,"3,090",3.33,944,0.95,490,-0.92,454,3.03
2008M01,515,-1.75,422,-2.52,93,1.87,"1,393",-0.21,"1,036",-1.79,357,4.67,635,-2.47,148,-2.00,487,-2.60,"6,899",2.49,"3,799",2.09,"3,100",2.99,948,1.29,493,0.11,455,2.61
2008M02,511,-1.80,421,-3.24,90,5.48,"1,377",-1.52,"1,028",-2.84,349,2.59,617,-5.36,152,-1.68,466,-6.50,"6,891",2.24,"3,782",1.93,"3,110",2.63,952,2.15,501,0.73,452,3.77
2008M03,512,-2.47,417,-1.82,95,-5.19,"1,384",-1.21,"1,028",-1.93,356,0.92,622,-3.55,167,4.11,455,-6.08,"6,906",2.30,"3,801",1.87,"3,106",2.83,955,3.70,494,0.78,461,7.02
2008M04,510,-3.83,412,-5.64,98,4.60,"1,382",-1.08,"1,037",-1.48,345,0.15,618,-3.12,151,9.04,468,-6.48,"6,926",2.47,"3,815",1.72,"3,112",3.41,958,4.15,487,3.34,471,5.00
2008M05,509,-3.44,420,-4.57,89,2.23,"1,380",-0.94,"1,035",-2.07,345,2.61,621,-2.58,145,6.58,476,-5.06,"6,941",2.41,"3,810",1.44,"3,131",3.61,962,4.03,494,6.60,468,1.44
2008M06,508,-2.84,422,-4.10,86,3.82,"1,376",-0.87,"1,016",-0.99,360,-0.51,621,-2.38,161,7.21,460,-5.34,"6,949",2.40,"3,813",1.47,"3,136",3.54,960,3.43,497,4.68,463,2.11
2008M07,509,-2.53,424,-4.18,85,6.63,"1,373",-1.80,"1,012",-1.30,361,-3.19,620,-3.59,154,0.34,466,-4.82,"6,982",2.22,"3,839",1.56,"3,143",3.04,952,2.70,500,1.75,452,3.76
2008M08,507,-2.53,426,-0.32,81,-12.74,"1,377",-1.65,"1,014",-2.08,363,-0.43,618,-4.06,150,-3.85,469,-4.13,"7,014",2.27,"3,861",1.77,"3,153",2.89,948,1.90,494,0.94,454,2.97
2008M09,508,-2.18,420,2.52,88,-19.66,"1,373",-1.75,"1,014",-3.84,359,4.69,608,-4.57,146,3.11,462,-6.76,"6,963",2.08,"3,856",1.88,"3,108",2.33,953,1.88,477,-0.97,475,4.92
2008M10,509,-2.34,418,1.18,91,-15.85,"1,365",-2.01,"1,017",-3.73,348,3.39,617,-2.32,142,5.41,474,-4.42,"6,975",2.03,"3,850",1.91,"3,125",2.17,959,2.21,480,-1.49,479,6.20
2008M11,504,-2.94,414,-3.13,90,-2.09,"1,352",-3.04,"1,005",-3.49,347,-1.72,613,-3.26,149,4.28,463,-5.47,"6,979",1.69,"3,828",1.51,"3,151",1.93,964,2.49,490,-1.06,474,6.43
2008M12,490,-5.50,402,-5.87,88,-3.76,"1,357",-2.91,"1,006",-3.16,351,-2.19,616,-3.40,159,8.52,456,-6.97,"6,910",0.37,"3,779",-0.39,"3,131",1.30,983,4.11,501,2.33,482,6.03
2009M01,478,-7.28,391,-7.40,87,-6.77,"1,353",-2.91,"1,001",-3.46,352,-1.31,606,-4.68,143,-3.29,462,-5.10,"6,855",-0.64,"3,739",-1.58,"3,116",0.51,"1,012",6.75,540,9.57,472,3.70
2009M02,462,-9.67,377,-10.32,84,-6.68,"1,331",-3.37,983,-4.36,347,-0.47,587,-4.98,140,-7.66,447,-4.11,"6,810",-1.19,"3,724",-1.51,"3,085",-0.79,"1,036",8.75,534,6.76,501,10.94
2009M03,461,-10.08,373,-10.61,88,-7.76,"1,329",-4.02,973,-5.37,355,-0.13,588,-5.56,157,-6.14,431,-5.34,"6,796",-1.60,"3,715",-2.26,"3,081",-0.79,"1,048",9.67,535,8.31,512,11.13
2009M04,462,-9.50,376,-8.71,86,-12.79,"1,330",-3.81,987,-4.83,342,-0.74,582,-5.93,138,-8.55,444,-5.09,"6,802",-1.80,"3,711",-2.72,"3,091",-0.67,"1,052",9.74,545,11.82,507,7.59
2009M05,464,-8.89,383,-8.66,81,-9.95,"1,331",-3.57,"1,012",-2.25,319,-7.51,583,-6.17,131,-9.45,451,-5.18,"6,811",-1.87,"3,686",-3.26,"3,125",-0.19,"1,054",9.48,546,10.47,508,8.42
2009M06,466,-8.41,387,-8.39,79,-8.47,"1,328",-3.53,"1,002",-1.38,326,-9.57,584,-6.04,146,-9.31,438,-4.89,"6,817",-1.90,"3,680",-3.49,"3,137",0.03,"1,051",9.44,548,10.12,503,8.72
2009M07,469,-7.93,390,-7.91,78,-8.01,"1,329",-3.22,988,-2.30,340,-5.79,586,-5.57,160,3.90,425,-8.70,"6,830",-2.18,"3,677",-4.21,"3,153",0.30,"1,046",9.81,547,9.41,499,10.25
2009M08,471,-7.18,383,-10.20,88,8.74,"1,333",-3.22,996,-1.80,337,-7.21,585,-5.41,153,2.16,432,-7.82,"6,854",-2.28,"3,700",-4.15,"3,154",0.01,"1,044",10.10,536,8.46,508,11.89
2009M09,473,-6.95,382,-8.94,91,2.48,"1,332",-3.00,999,-1.44,332,-7.40,584,-4.02,149,1.82,435,-5.86,"6,859",-1.50,"3,724",-3.41,"3,134",0.86,"1,032",8.28,519,8.69,513,7.87
2009M10,479,-5.98,391,-6.46,87,-3.79,"1,329",-2.69,982,-3.44,346,-0.49,588,-4.70,153,7.41,435,-8.33,"6,888",-1.25,"3,729",-3.13,"3,158",1.07,"1,028",7.18,527,9.91,500,4.44
2009M11,482,-4.44,384,-7.38,98,9.13,"1,328",-1.78,984,-2.04,343,-1.05,590,-3.76,145,-3.30,445,-3.91,"6,934",-0.65,"3,766",-1.61,"3,167",0.52,"1,037",7.56,528,7.88,508,7.24
2009M12,479,-2.25,376,-6.51,103,17.21,"1,329",-2.06,992,-1.33,336,-4.15,593,-3.75,148,-7.07,444,-2.59,"6,945",0.51,"3,781",0.06,"3,163",1.04,"1,040",5.77,523,4.39,517,7.20
2010M01,476,-0.42,382,-2.23,93,7.70,"1,331",-1.63,985,-1.58,346,-1.75,594,-1.98,149,3.90,445,-3.81,"6,951",1.40,"3,791",1.38,"3,160",1.41,"1,038",2.50,531,-1.66,506,7.26
2010M02,472,2.18,377,-0.04,95,12.09,"1,335",0.32,983,-0.03,352,1.28,589,0.35,143,2.04,446,-0.18,"6,948",2.03,"3,802",2.09,"3,145",1.95,"1,031",-0.47,514,-3.89,517,3.18
2010M03,471,2.15,384,3.06,87,-1.67,"1,333",0.30,980,0.65,353,-0.68,591,0.49,151,-3.43,439,1.91,"6,954",2.32,"3,786",1.92,"3,168",2.81,"1,037",-1.06,520,-2.78,516,0.73
2010M04,472,2.17,390,3.83,81,-5.14,"1,331",0.07,984,-0.36,347,1.33,590,1.37,148,7.51,441,-0.54,"6,979",2.60,"3,785",2.00,"3,193",3.32,"1,044",-0.76,539,-0.97,504,-0.54
2010M05,474,2.14,396,3.37,78,-3.66,"1,334",0.23,"1,004",-0.76,330,3.35,586,0.53,138,4.87,448,-0.73,"7,017",3.03,"3,795",2.96,"3,222",3.11,"1,049",-0.45,538,-1.38,511,0.54
2010M06,473,1.51,388,0.25,85,7.70,"1,331",0.25,"1,009",0.75,322,-1.29,584,0.04,146,-0.01,438,0.05,"7,039",3.26,"3,805",3.38,"3,234",3.12,"1,057",0.58,527,-3.79,530,5.34
2010M07,475,1.30,374,-4.07,100,28.11,"1,335",0.45,"1,004",1.53,331,-2.69,589,0.52,152,-5.25,437,2.70,"7,086",3.75,"3,830",4.15,"3,256",3.27,"1,054",0.78,534,-2.47,520,4.34
2010M08,474,0.67,374,-2.25,100,13.35,"1,333",0.02,"1,010",1.41,323,-4.11,588,0.52,148,-3.09,440,1.79,"7,118",3.85,"3,821",3.26,"3,297",4.55,"1,058",1.35,546,1.83,512,0.84
2010M09,475,0.50,385,0.86,90,-1.02,"1,327",-0.37,"1,012",1.22,315,-5.19,576,-1.36,136,-8.60,440,1.12,"7,100",3.52,"3,822",2.62,"3,278",4.58,"1,054",2.14,536,3.38,517,0.88
2010M10,478,-0.16,390,-0.23,87,0.13,"1,323",-0.45,989,0.63,334,-3.53,578,-1.66,137,-10.17,441,1.33,"7,130",3.51,"3,861",3.54,"3,269",3.49,"1,052",2.35,539,2.23,513,2.48
2010M11,483,0.24,387,0.96,95,-2.56,"1,322",-0.45,981,-0.32,340,-0.82,580,-1.60,145,0.40,435,-2.24,"7,163",3.31,"3,893",3.36,"3,270",3.25,"1,058",2.06,536,1.40,522,2.74
2010M12,482,0.65,385,2.58,96,-6.39,"1,320",-0.63,992,-0.02,328,-2.44,578,-2.50,145,-2.12,433,-2.63,"7,172",3.27,"3,880",2.62,"3,292",4.05,"1,062",2.15,544,4.10,517,0.17
2011M01,479,0.64,384,0.48,95,1.30,"1,322",-0.68,994,0.89,328,-5.13,576,-2.97,144,-3.08,432,-2.93,"7,182",3.32,"3,897",2.80,"3,285",3.95,"1,065",2.62,535,0.71,530,4.61
2011M02,477,1.11,383,1.67,93,-1.15,"1,318",-1.28,961,-2.20,356,1.30,573,-2.66,156,8.92,417,-6.37,"7,177",3.30,"3,914",2.95,"3,263",3.72,"1,057",2.53,529,3.06,527,2.01
2011M03,478,1.58,392,2.06,86,-0.53,"1,321",-0.88,974,-0.57,347,-1.74,578,-2.11,167,10.54,411,-6.47,"7,200",3.54,"3,905",3.15,"3,295",4.01,"1,053",1.57,536,3.04,517,0.08
2011M04,479,1.56,394,0.95,85,4.47,"1,325",-0.45,983,-0.11,342,-1.41,577,-2.17,152,2.58,425,-3.77,"7,219",3.45,"3,937",4.01,"3,282",2.78,"1,049",0.49,523,-3.02,526,4.23
2011M05,481,1.51,399,0.65,82,5.93,"1,323",-0.83,979,-2.43,343,4.03,576,-1.65,146,5.68,430,-3.90,"7,254",3.38,"3,965",4.50,"3,289",2.07,"1,036",-1.26,509,-5.38,526,3.08
2011M06,479,1.31,383,-1.26,96,13.02,"1,324",-0.53,991,-1.78,333,3.40,579,-0.80,164,12.37,415,-5.19,"7,283",3.47,"3,973",4.42,"3,311",2.35,"1,031",-2.42,498,-5.54,533,0.69
2011M07,481,1.38,378,1.04,103,2.64,"1,327",-0.60,985,-1.86,342,3.23,586,-0.47,163,7.12,423,-3.11,"7,332",3.48,"3,993",4.26,"3,339",2.55,"1,026",-2.62,505,-5.34,521,0.17
2011M08,480,1.26,383,2.42,97,-3.11,"1,329",-0.31,985,-2.51,344,6.59,584,-0.57,156,5.08,429,-2.47,"7,366",3.49,"4,004",4.79,"3,362",1.98,"1,023",-3.30,515,-5.75,508,-0.70
2011M09,481,1.34,388,0.76,93,3.83,"1,325",-0.15,989,-2.26,336,6.64,577,0.17,156,14.59,421,-4.28,"7,342",3.41,"3,983",4.22,"3,359",2.46,"1,025",-2.71,509,-5.13,516,-0.19
2011M10,480,0.47,380,-2.65,100,14.45,"1,322",-0.07,986,-0.24,335,0.45,575,-0.52,158,15.04,417,-5.37,"7,361",3.24,"3,991",3.37,"3,370",3.10,"1,027",-2.34,514,-4.69,514,0.13
2011M11,482,-0.15,385,-0.69,97,2.02,"1,325",0.26,985,0.39,340,-0.13,573,-1.17,152,4.59,422,-3.09,"7,379",3.02,"4,004",2.86,"3,375",3.21,"1,029",-2.73,516,-3.73,513,-1.71
2011M12,483,0.26,404,4.99,79,-18.63,"1,323",0.21,972,-2.05,351,7.02,570,-1.33,140,-3.69,430,-0.54,"7,393",3.08,"4,018",3.56,"3,375",2.53,"1,033",-2.74,515,-5.33,517,-0.01
2012M01,482,0.67,398,3.71,84,-11.68,"1,325",0.27,976,-1.81,350,6.55,569,-1.15,151,4.68,418,-3.10,"7,398",3.02,"4,024",3.27,"3,374",2.72,"1,034",-2.91,512,-4.28,521,-1.54
2012M02,480,0.58,392,2.30,87,-6.45,"1,322",0.35,975,1.43,347,-2.58,568,-0.91,162,4.02,406,-2.75,"7,393",3.01,"4,009",2.43,"3,384",3.72,"1,027",-2.79,510,-3.62,517,-1.96
2012M03,478,-0.03,388,-1.09,90,4.79,"1,324",0.21,983,0.95,340,-1.89,571,-1.14,170,1.90,401,-2.38,"7,407",2.88,"4,010",2.68,"3,397",3.11,"1,026",-2.53,503,-6.09,523,1.16
2012M04,476,-0.59,384,-2.60,92,8.75,"1,323",-0.13,981,-0.13,342,-0.13,573,-0.60,167,9.83,406,-4.34,"7,422",2.81,"4,049",2.84,"3,373",2.78,"1,024",-2.36,488,-6.76,536,2.02
2012M05,477,-0.88,381,-4.48,96,16.60,"1,322",-0.06,988,0.89,334,-2.75,571,-0.82,161,10.79,410,-4.75,"7,438",2.54,"4,086",3.04,"3,352",1.93,"1,026",-0.91,473,-7.12,553,5.10
2012M06,475,-0.87,382,-0.13,93,-3.85,"1,321",-0.22,"1,002",1.10,319,-4.17,569,-1.79,160,-2.62,409,-1.46,"7,460",2.43,"4,069",2.42,"3,392",2.45,"1,029",-0.24,483,-3.02,546,2.36
2012M07,474,-1.57,383,1.10,91,-11.38,"1,319",-0.59,"1,005",2.02,314,-8.14,571,-2.58,150,-8.07,421,-0.47,"7,488",2.13,"4,068",1.87,"3,421",2.44,"1,031",0.48,494,-2.15,537,3.03
2012M08,473,-1.46,379,-1.09,94,-2.96,"1,316",-0.94,990,0.57,326,-5.29,569,-2.61,142,-8.88,427,-0.33,"7,514",2.01,"4,108",2.60,"3,407",1.31,"1,029",0.60,485,-5.65,543,6.93
2012M09,475,-1.38,377,-2.76,97,4.40,"1,312",-0.98,970,-1.92,342,1.76,567,-1.66,159,2.10,408,-3.05,"7,496",2.11,"4,091",2.72,"3,405",1.38,"1,028",0.30,486,-4.42,542,4.96
2012M10,473,-1.48,374,-1.54,99,-1.27,"1,314",-0.58,966,-2.05,348,3.72,568,-1.16,164,3.67,405,-2.99,"7,513",2.06,"4,095",2.61,"3,418",1.42,"1,029",0.20,492,-4.12,537,4.53
2012M11,474,-1.73,376,-2.16,97,-0.01,"1,316",-0.70,981,-0.42,335,-1.50,569,-0.69,153,0.72,417,-1.20,"7,534",2.10,"4,096",2.29,"3,438",1.88,"1,025",-0.35,489,-5.26,537,4.60
2012M12,476,-1.45,393,-2.89,83,5.96,"1,315",-0.60,988,1.69,327,-6.92,568,-0.30,148,6.29,420,-2.43,"7,551",2.14,"4,079",1.50,"3,472",2.90,"1,021",-1.16,500,-3.04,521,0.72
2013M01,474,-1.67,399,0.17,75,-10.41,"1,314",-0.85,972,-0.33,342,-2.28,566,-0.56,163,8.24,403,-3.74,"7,559",2.18,"4,071",1.16,"3,489",3.39,"1,022",-1.11,507,-1.05,515,-1.16
2013M02,472,-1.64,388,-0.93,83,-4.79,"1,315",-0.55,980,0.45,335,-3.35,563,-0.85,169,4.39,394,-2.95,"7,543",2.03,"4,069",1.50,"3,474",2.66,"1,022",-0.52,489,-4.25,533,3.16
2013M03,470,-1.64,370,-4.63,100,11.21,"1,317",-0.48,987,0.43,330,-3.10,564,-1.29,167,-1.76,397,-1.09,"7,547",1.89,"4,106",2.40,"3,441",1.28,"1,023",-0.29,468,-7.02,555,6.20
2013M04,469,-1.48,368,-4.04,101,9.19,"1,318",-0.39,990,0.92,327,-4.16,566,-1.29,169,1.24,397,-2.33,"7,555",1.79,"4,103",1.34,"3,452",2.32,"1,021",-0.27,469,-3.92,553,3.05
2013M05,468,-1.88,374,-1.72,93,-2.52,"1,320",-0.15,989,0.09,331,-0.86,569,-0.42,163,1.15,406,-1.04,"7,562",1.66,"4,105",0.47,"3,457",3.11,"1,020",-0.57,471,-0.52,550,-0.62
2013M06,466,-1.83,385,0.67,81,-12.14,"1,322",0.06,993,-0.95,329,3.24,570,0.22,167,4.77,403,-1.56,"7,579",1.60,"4,102",0.81,"3,478",2.53,"1,022",-0.68,468,-3.00,553,1.37
2013M07,464,-2.12,390,1.88,74,-18.93,"1,319",0.01,986,-1.83,333,5.91,569,-0.33,160,7.18,409,-2.99,"7,608",1.60,"4,106",0.93,"3,503",2.40,"1,024",-0.69,480,-2.93,544,1.36
2013M08,465,-1.58,378,-0.28,87,-6.83,"1,316",-0.01,986,-0.46,330,1.37,568,-0.19,161,13.82,407,-4.84,"7,630",1.54,"4,117",0.21,"3,513",3.14,"1,021",-0.77,481,-0.86,540,-0.69
2013M09,466,-1.87,368,-2.38,97,0.10,"1,318",0.47,988,1.86,330,-3.49,565,-0.37,159,-0.06,406,-0.48,"7,613",1.56,"4,132",0.98,"3,482",2.25,"1,018",-0.98,471,-3.12,547,0.94
2013M10,468,-1.01,373,-0.36,95,-3.48,"1,316",0.16,972,0.66,344,-1.21,566,-0.41,153,-6.47,413,2.05,"7,629",1.54,"4,146",1.24,"3,483",1.90,"1,017",-1.21,479,-2.71,538,0.16
2013M11,469,-0.90,370,-1.58,99,1.72,"1,315",-0.08,984,0.35,330,-1.32,569,-0.12,164,7.45,404,-2.90,"7,651",1.55,"4,144",1.19,"3,507",1.98,"1,015",-0.97,474,-3.10,542,0.96
2013M12,467,-1.89,361,-8.14,106,27.62,"1,314",-0.10,993,0.55,320,-2.05,570,0.26,167,12.65,403,-4.12,"7,661",1.46,"4,140",1.51,"3,521",1.40,"1,017",-0.34,482,-3.46,535,2.64
2014M01,465,-1.94,369,-7.50,96,27.71,"1,312",-0.13,984,1.22,328,-3.97,571,0.82,181,10.52,390,-3.12,"7,668",1.44,"4,118",1.16,"3,550",1.76,"1,020",-0.19,491,-3.24,530,2.80
2014M02,463,-1.94,372,-4.16,90,8.46,"1,314",-0.10,993,1.34,321,-4.30,568,0.91,174,2.97,394,0.02,"7,656",1.50,"4,129",1.46,"3,527",1.54,"1,018",-0.36,466,-4.63,552,3.56
2014M03,461,-1.91,372,0.75,89,-11.72,"1,316",-0.13,990,0.21,326,-1.12,567,0.54,169,0.74,398,0.45,"7,663",1.55,"4,155",1.20,"3,508",1.95,"1,020",-0.31,452,-3.41,568,2.31
2014M04,460,-1.93,374,1.42,86,-14.17,"1,313",-0.35,993,0.30,320,-2.32,570,0.77,167,-1.04,403,1.54,"7,675",1.60,"4,147",1.07,"3,528",2.22,"1,022",0.05,453,-3.23,568,2.83
2014M05,459,-1.86,374,-0.05,85,-9.12,"1,311",-0.70,971,-1.85,340,2.72,574,0.97,164,0.82,410,1.03,"7,683",1.60,"4,171",1.59,"3,512",1.61,"1,025",0.48,469,-0.35,556,1.20
2014M06,458,-1.67,375,-2.50,83,2.26,"1,309",-0.99,968,-2.48,341,3.51,576,1.07,170,1.56,406,0.86,"7,696",1.54,"4,195",2.27,"3,501",0.67,"1,023",0.11,457,-2.47,566,2.30
2014M07,456,-1.69,373,-4.22,83,11.67,"1,307",-0.90,979,-0.72,328,-1.44,575,1.11,165,3.14,410,0.32,"7,728",1.57,"4,191",2.09,"3,537",0.97,"1,025",0.09,464,-3.19,560,2.99
