期間,新臺幣_原始值,新臺幣_年增率(%),日圓_原始值,日圓_年增率(%),馬克_原始值,馬克_年增率(%),英鎊_原始值,英鎊_年增率(%),法國法郎_原始值,法國法郎_年增率(%),港幣_原始值,港幣_年增率(%),韓元_原始值,韓元_年增率(%),加拿大幣_原始值,加拿大幣_年增率(%),新加坡元_原始值,新加坡元_年增率(%),人民幣_原始值,人民幣_年增率(%),澳幣_原始值,澳幣_年增率(%),印尼盾_原始值,印尼盾_年增率(%),荷蘭幣_原始值,荷蘭幣_年增率(%),泰銖_原始值,泰銖_年增率(%),馬來西亞幣_原始值,馬來西亞幣_年增率(%),菲律賓披索_原始值,菲律賓披索_年增率(%),歐元_原始值,歐元_年增率(%)
1974M11,38.0000,0.00,300.1000,-7.43,2.5162,2.51,0.4296,-2.59,4.6764,-5.74,4.9330,2.96,399.0000,-0.49,0.9872,1.18,2.3315,4.58,1.9275,2.21,0.7628,-11.87,415.0000,0.00,2.6027,3.09,20.3751,0.00,2.3251,2.78,7.0665,-4.65,-,--
1974M12,38.0000,0.00,300.4400,-6.80,2.4580,8.01,0.4295,0.41,4.5230,1.62,4.8050,5.68,467.0000,-14.96,0.9881,1.14,2.3628,3.51,1.8769,6.84,0.7592,-11.45,415.0000,0.00,2.5465,10.23,20.3751,0.00,2.3591,1.25,7.0625,-4.63,-,--
1975M01,38.0000,0.00,299.6400,-0.33,2.3649,18.84,0.4233,6.22,4.3681,15.01,4.7650,6.95,484.0000,-17.81,0.9948,-0.34,2.3077,8.98,1.8155,12.13,0.7509,-10.48,415.0000,0.00,2.4565,19.53,20.3751,0.00,2.3085,8.16,7.0664,-4.75,-,--
1975M02,38.0000,0.00,292.1700,-0.32,2.3293,16.52,0.4178,5.22,4.2753,15.87,4.6570,8.87,484.0000,-17.71,1.0005,-2.38,2.2634,9.42,1.7867,12.98,0.7407,-9.24,415.0000,0.00,2.4090,17.34,20.3751,0.00,2.2655,9.04,7.0522,-4.73,-,--
1975M03,38.0000,0.00,288.0300,-1.89,2.3165,13.16,0.4137,3.36,4.2010,14.76,4.7780,5.92,484.0000,-17.63,1.0003,-2.83,2.2435,9.68,1.7581,13.21,0.7344,-8.46,415.0000,0.00,2.3709,16.11,20.3751,0.00,2.2423,8.19,7.0261,-4.31,-,--
1975M04,38.0000,0.00,292.1200,-4.91,2.3747,6.25,0.4219,-0.75,4.2006,15.90,4.9180,3.11,484.0000,-17.57,1.0111,-4.33,2.2840,6.05,1.7867,9.42,0.7439,-9.64,415.0000,0.00,2.4233,10.41,20.3751,0.00,2.2833,4.39,7.0177,-4.22,-,--
1975M05,38.0000,0.00,291.4700,-4.30,2.3486,4.69,0.4307,-3.81,4.0560,20.03,4.9070,3.02,484.0000,-17.56,1.0281,-6.42,2.2564,6.64,1.7762,7.03,0.7445,-9.70,415.0000,0.00,2.4033,8.06,20.3751,0.00,2.2578,5.17,7.0178,-4.28,-,--
1975M06,38.0000,0.00,293.5700,-3.58,2.3405,7.92,0.4381,-4.50,4.0046,22.36,4.9470,2.08,484.0000,-17.56,1.0264,-5.85,2.2768,7.19,1.7693,9.62,0.7475,-10.06,415.0000,0.00,2.4087,9.98,20.3751,0.00,2.2808,5.44,7.0150,-4.27,-,--
1975M07,38.0000,0.00,296.2200,-1.79,2.4663,3.50,0.4577,-8.51,4.2267,12.75,5.0030,1.28,484.0000,-17.56,1.0307,-5.30,2.4039,2.38,1.8536,5.00,0.7621,-11.33,415.0000,0.00,2.5504,3.28,20.3751,0.00,2.3015,4.75,7.2719,-7.39,-,--
1975M08,38.0000,0.00,297.9400,1.44,2.5761,1.59,0.4729,-9.87,4.3768,9.26,5.0620,0.06,484.0000,-17.56,1.0353,-5.36,2.4760,0.14,1.9414,1.67,0.7791,-13.41,415.0000,0.00,2.6419,1.08,20.3751,0.00,2.5131,-3.91,7.5018,-10.12,-,--
1975M09,38.0000,0.00,299.6800,-0.02,2.6159,1.75,0.4793,-9.91,4.4709,7.37,5.0640,-0.02,484.0000,-17.56,1.0262,-3.89,2.4943,-0.98,1.9639,1.94,0.7866,-12.24,415.0000,0.00,2.6844,1.03,20.3751,0.00,2.5491,-5.38,7.5091,-10.14,-,--
1975M10,38.0000,0.00,302.3800,-0.96,2.5815,0.49,0.4864,-11.84,4.4065,7.40,5.0440,-0.02,484.0000,-17.56,1.0250,-4.10,2.4784,-2.49,1.9524,0.71,0.7903,-3.35,415.0000,0.00,2.6565,0.03,20.3751,0.00,2.5673,-6.24,7.5001,-9.70,-,--
1975M11,38.0000,0.00,302.5300,-0.80,2.5854,-2.68,0.4877,-11.92,4.4084,6.08,5.0300,-1.93,484.0000,-17.56,1.0137,-2.61,2.4767,-5.86,1.9478,-1.04,0.7903,-3.48,415.0000,0.00,2.6550,-1.97,20.4001,-0.12,2.5682,-9.47,7.4975,-5.75,-,--
1975M12,38.0000,0.00,305.7000,-1.72,2.6238,-6.32,0.4947,-13.18,4.4587,1.44,5.0470,-4.79,484.0000,-3.51,1.0138,-2.54,2.4945,-5.28,1.9662,-4.54,0.7960,-4.62,415.0000,0.00,2.6880,-5.26,20.4001,-0.12,2.5880,-8.84,7.4992,-5.82,-,--
1976M01,38.0000,0.00,304.6600,-1.65,2.6032,-9.15,0.4931,-14.16,4.4765,-2.42,5.0120,-4.93,484.0000,0.00,1.0064,-1.15,2.4850,-7.13,1.9662,-7.66,0.7944,-5.47,415.0000,0.00,2.6716,-8.05,20.4001,-0.12,2.5846,-10.68,7.4856,-5.60,-,--
1976M02,38.0000,0.00,301.9000,-3.22,2.5595,-8.99,0.4934,-15.33,4.4741,-4.44,4.9950,-6.77,484.0000,0.00,0.9937,0.68,2.4817,-8.80,1.9512,-8.43,0.7929,-6.59,415.0000,0.00,2.6622,-9.51,20.4001,-0.12,2.5683,-11.79,7.4693,-5.58,-,--
1976M03,38.0000,0.00,300.6000,-4.18,2.5601,-9.52,0.5140,-19.53,4.6174,-9.02,4.9730,-3.92,484.0000,0.00,0.9858,1.47,2.4871,-9.79,1.9612,-10.36,0.7996,-8.16,415.0000,0.00,2.6914,-11.91,20.4001,-0.12,2.5587,-12.37,7.4583,-5.79,-,--
1976M04,38.0000,0.00,299.1300,-2.34,2.5363,-6.37,0.5411,-22.03,4.6705,-10.06,4.9290,-0.22,484.0000,0.00,0.9833,2.83,2.4820,-7.98,1.9643,-9.04,0.8065,-7.76,415.0000,0.00,2.6867,-9.80,20.4001,-0.12,2.5620,-10.88,7.4354,-5.62,-,--
1976M05,38.0000,0.00,299.0600,-2.54,2.5609,-8.29,0.5525,-22.04,4.7373,-14.38,4.8970,0.20,484.0000,0.00,0.9800,4.91,2.4753,-8.84,1.9685,-9.77,0.8093,-8.00,415.0000,0.00,2.7158,-11.51,20.4001,-0.12,2.5581,-11.74,7.4304,-5.55,-,--
1976M06,38.0000,0.00,299.4000,-1.95,2.5763,-9.15,0.5671,-22.75,4.8424,-17.30,4.9280,0.39,484.0000,0.00,0.9736,5.42,2.4734,-7.95,1.9677,-10.08,0.8129,-8.05,415.0000,0.00,2.7371,-12.00,20.4001,-0.12,2.5527,-10.65,7.4309,-5.60,-,--
1976M07,38.0000,0.00,294.7800,0.49,2.5743,-4.20,0.5598,-18.24,4.9675,-14.91,4.9320,1.44,484.0000,0.00,0.9722,6.02,2.4733,-2.81,1.9569,-5.28,0.8081,-5.69,415.0000,0.00,2.7283,-6.52,20.4001,-0.12,2.5214,-8.72,7.4298,-2.13,-,--
1976M08,38.0000,0.00,290.7400,2.48,2.5277,1.91,0.5609,-15.69,4.9179,-11.00,4.9100,3.10,484.0000,0.00,0.9853,5.07,2.4624,0.55,1.9387,0.14,0.8038,-3.08,415.0000,0.00,2.6756,-1.26,20.4001,-0.12,2.4941,0.76,7.4297,0.97,-,--
1976M09,38.0000,0.00,287.6600,4.18,2.4921,4.97,0.5779,-17.06,4.9821,-10.26,4.8930,3.49,484.0000,0.00,0.9750,5.25,2.4606,1.37,1.9187,2.36,0.8032,-2.08,415.0000,0.00,2.6064,2.99,20.4001,-0.12,2.5141,1.39,7.4290,1.08,-,--
1976M10,38.0000,0.00,290.9300,3.94,2.4295,6.26,0.6097,-20.23,4.9895,-11.69,4.8610,3.76,484.0000,0.00,0.9726,5.39,2.4556,0.93,1.9077,2.34,0.8093,-2.35,415.0000,0.00,2.5473,4.29,20.4001,-0.12,2.5260,1.64,7.4283,0.97,-,--
1976M11,38.0000,0.00,295.0500,2.54,2.4110,7.23,0.6111,-20.20,4.9863,-11.59,4.7840,5.14,484.0000,0.00,0.9857,2.84,2.4553,0.87,1.9026,2.38,0.8251,-4.22,415.0000,0.00,2.5193,5.39,20.4001,0.00,2.5308,1.48,7.4282,0.93,-,--
1976M12,38.0000,0.00,294.7200,3.73,2.3851,10.01,0.5963,-17.05,4.9732,-10.34,4.7430,6.41,484.0000,0.00,1.0187,-0.48,2.4584,1.47,1.8932,3.86,0.9510,-16.30,415.0000,0.00,2.4856,8.14,20.4001,0.00,2.5281,2.37,7.4282,0.96,-,--
1977M01,38.0000,0.00,291.0800,4.67,2.3904,8.90,0.5837,-15.51,4.9793,-10.10,4.6720,7.28,484.0000,0.00,1.0109,-0.45,2.4584,1.08,1.8972,3.64,0.9204,-13.69,415.0000,0.00,2.5011,6.82,20.4001,0.00,2.5183,2.63,7.4279,0.78,-,--
1977M02,38.0000,0.00,285.0700,5.90,2.4042,6.46,0.5848,-15.63,4.9813,-10.18,4.6510,7.40,484.0000,0.00,1.0279,-3.33,2.4585,0.94,1.9102,2.15,0.9162,-13.46,415.0000,0.00,2.5115,6.00,20.4001,0.00,2.4986,2.79,7.4272,0.57,-,--
1977M03,38.0000,0.00,280.5700,7.14,2.3913,7.06,0.5824,-11.74,4.9670,-7.04,4.6330,7.34,484.0000,0.00,1.0511,-6.21,2.4614,1.04,1.9011,3.16,0.9093,-12.06,415.0000,0.00,2.4954,7.85,20.4001,0.00,2.4899,2.76,7.4262,0.43,-,--
1977M04,38.0000,0.00,275.1200,8.73,2.3729,6.89,0.5817,-6.97,4.9530,-5.70,4.6430,6.16,484.0000,0.00,1.0511,-6.45,2.4637,0.74,1.8896,3.95,0.9043,-10.81,415.0000,0.00,2.4716,8.70,20.4001,0.00,2.4796,3.32,7.4109,0.33,-,--
1977M05,38.0000,0.00,277.6200,7.72,2.3583,8.59,0.5819,-5.06,4.9407,-4.12,4.6800,4.64,484.0000,0.00,1.0485,-6.53,2.4636,0.47,1.8776,4.84,0.9059,-10.67,415.0000,0.00,2.4563,10.56,20.4001,0.00,2.4827,3.04,7.4049,0.34,-,--
1977M06,38.0000,0.00,272.9800,9.68,2.3543,9.43,0.5816,-2.50,4.8527,-0.21,4.6900,5.07,484.0000,0.00,1.0575,-7.93,2.4643,0.37,1.8765,4.86,0.9024,-9.92,415.0000,0.00,2.4786,10.43,20.4001,0.00,2.4816,2.87,7.3981,0.44,-,--
1977M07,38.0000,0.00,264.8200,11.31,2.2840,12.71,0.5808,-3.61,4.8984,1.41,4.6530,6.00,484.0000,0.00,1.0610,-8.37,2.4557,0.72,1.8536,5.57,0.8910,-9.31,415.0000,0.00,2.4399,11.82,20.4001,0.00,2.4724,1.98,7.3961,0.46,-,--
1977M08,38.0000,0.00,266.6400,9.04,2.3153,9.17,0.5747,-2.40,4.9227,-0.10,4.6510,5.57,484.0000,0.00,1.0749,-8.34,2.4470,0.63,1.8467,4.98,0.9044,-11.12,415.0000,0.00,2.4488,9.26,20.4001,0.00,2.4613,1.33,7.3940,0.48,-,--
1977M09,38.0000,0.00,267.0400,7.72,2.3237,7.25,0.5736,0.74,4.8605,2.50,4.6650,4.89,484.0000,0.00,1.0733,-9.16,2.4455,0.62,1.8484,3.80,0.9055,-11.29,415.0000,0.00,2.4631,5.82,20.4001,0.00,2.4609,2.16,7.3934,0.48,-,--
1977M10,38.0000,0.00,255.0700,14.06,2.2777,6.66,0.5649,7.95,4.8592,2.68,4.6850,3.76,484.0000,0.00,1.0988,-11.49,2.4192,1.50,1.8325,4.10,0.8936,-9.43,415.0000,0.00,2.4354,4.59,20.4001,0.00,2.4342,3.77,7.3892,0.53,-,--
1977M11,38.0000,0.00,244.8100,20.52,2.2415,7.56,0.5497,11.19,4.8538,2.73,4.6810,2.20,484.0000,0.00,1.1092,-11.13,2.3833,3.02,1.8051,5.40,0.8867,-6.95,415.0000,0.00,2.4193,4.13,20.4001,0.00,2.3860,6.07,7.3869,0.56,-,--
1977M12,38.0000,0.00,241.3000,22.14,2.1526,10.80,0.5394,10.55,4.7935,3.75,4.6400,2.22,484.0000,0.00,1.0972,-7.15,2.3522,4.51,1.5171,24.79,0.8821,7.82,415.0000,0.00,2.3300,6.68,20.4001,0.00,2.3699,6.68,7.3791,0.67,-,--
1978M01,38.0000,0.00,241.1300,20.72,2.1184,12.84,0.5170,12.88,4.7169,5.56,4.6110,1.32,484.0000,0.00,1.1011,-8.19,2.3358,5.25,1.7082,11.06,0.8780,4.83,415.0000,0.00,2.2700,10.18,20.4001,0.00,2.3674,6.37,7.3715,0.77,-,--
1978M02,38.0000,0.00,240.2800,18.64,2.0755,15.84,0.5155,13.43,4.8389,2.94,4.6120,0.85,484.0000,0.00,1.1132,-7.66,2.3233,5.82,1.6773,13.89,0.8797,4.15,415.0000,0.00,2.2261,12.82,20.4001,0.00,2.3582,5.95,7.3715,0.76,-,--
1978M03,38.0000,0.00,231.5100,21.19,2.0341,17.56,0.5241,11.12,4.7135,5.38,4.6150,0.39,484.0000,0.00,1.1256,-6.62,2.3094,6.58,1.6592,14.58,0.8782,3.55,415.0000,0.00,2.1753,14.72,20.4001,0.00,2.3548,5.74,7.3735,0.71,-,--
1978M04,38.0000,0.00,221.6800,24.11,2.0404,16.30,0.5403,7.66,4.5847,8.03,4.6240,0.41,484.0000,0.00,1.1416,-7.93,2.3219,6.11,1.6923,11.66,0.8761,3.22,415.0000,0.00,2.1796,13.40,20.4001,0.00,2.3761,4.36,7.3668,0.60,-,--
1978M05,38.0000,0.00,226.4000,22.62,2.1060,11.98,0.5502,5.76,4.6510,6.23,4.6510,0.62,484.0000,0.00,1.1189,-6.29,2.3369,5.42,1.7316,8.43,0.8861,2.24,415.0000,0.00,2.2546,8.95,20.4001,0.00,2.4009,3.41,7.3635,0.56,-,--
1978M06,38.0000,0.00,214.3400,27.36,2.0841,12.96,0.5447,6.78,4.5820,5.91,4.6540,0.77,484.0000,0.00,1.1216,-5.72,2.3258,5.95,1.7250,8.78,0.8781,2.76,415.0000,0.00,2.2350,10.90,20.4001,0.00,2.3821,4.18,7.3632,0.47,-,--
1978M07,36.6500,3.68,199.9000,32.48,2.0539,11.20,0.5277,10.06,4.4390,10.35,4.6530,0.00,484.0000,0.00,1.1245,-5.65,2.2984,6.84,1.7150,8.08,0.8701,2.40,415.0000,0.00,2.2171,10.05,20.4001,0.00,2.3549,4.99,7.3609,0.48,-,--
1978M08,36.0000,5.56,188.4500,41.49,1.9962,15.99,0.5149,11.61,4.3604,12.90,4.7070,-1.19,484.0000,0.00,1.1403,-5.74,2.2503,8.74,1.6946,8.98,0.8660,4.44,415.0000,0.00,2.1629,13.22,20.2361,0.81,2.3005,6.99,7.3617,0.44,-,--
1978M09,36.0000,5.56,190.1600,40.43,1.9708,17.91,0.5108,12.31,4.3619,11.43,4.7460,-1.71,484.0000,0.00,1.1663,-7.97,2.2448,8.94,1.6938,9.13,0.8672,4.42,415.0000,0.00,2.1405,15.07,20.2001,0.99,2.2957,7.20,7.3613,0.44,-,--
1978M10,36.0000,5.56,183.9500,38.66,1.8438,23.53,0.4984,13.34,4.2238,15.04,4.7340,-1.04,484.0000,0.00,1.1827,-7.09,2.1740,11.28,1.6573,10.57,0.8562,4.37,415.0000,0.00,2.0047,21.48,20.2001,0.99,2.2061,10.34,7.3590,0.41,-,--
1978M11,36.0000,5.56,191.2600,28.00,1.8980,18.10,0.5094,7.91,4.3649,11.20,4.7950,-2.38,484.0000,0.00,1.1728,-5.42,2.1904,8.81,1.6348,10.42,0.8718,1.70,529.5450,-21.63,2.0567,17.63,20.2271,0.86,2.1985,8.53,7.3650,0.30,-,--
1978M12,36.0000,5.56,196.2400,22.96,1.8823,14.36,0.5043,6.97,4.3202,10.96,4.8020,-3.37,484.0000,0.00,1.1795,-6.98,2.1773,8.03,1.6139,-6.00,0.8762,0.67,625.0000,-33.60,2.0405,14.19,20.3691,0.15,2.1973,7.86,7.3712,0.11,-,--
1979M01,35.7750,6.22,197.7200,21.96,1.8473,14.68,0.4987,3.68,4.2412,11.22,4.7259,-2.43,484.0000,0.00,1.1898,-7.46,2.1678,7.75,1.5823,7.96,0.8761,0.21,625.0000,-33.60,1.9947,13.80,20.3980,0.01,2.2099,7.13,7.3762,-0.06,-,--
1979M02,35.9210,5.79,200.5600,19.80,1.8562,11.81,0.4989,3.33,4.2762,13.16,4.7628,-3.17,484.0000,0.00,1.1955,-6.88,2.1717,6.98,1.5739,6.57,0.8836,-0.44,595.0600,-30.26,2.0057,10.99,20.4070,-0.03,2.1980,7.29,7.3767,-0.07,-,--
1979M03,35.9500,5.70,206.1000,12.33,1.8603,9.34,0.4907,6.80,4.2875,9.94,4.8461,-4.77,484.0000,0.00,1.1739,-4.11,2.1762,6.12,1.5716,5.57,0.8913,-1.47,622.8900,-33.38,2.0085,8.30,20.4220,-0.11,2.2002,7.03,7.3777,-0.06,-,--
1979M04,36.0000,5.56,215.8100,2.72,1.8938,7.74,0.4823,12.02,4.3506,5.38,5.0810,-8.99,484.0000,0.00,1.1463,-0.41,2.2020,5.44,1.5828,6.92,0.9015,-2.82,624.4100,-33.54,2.0471,6.47,20.4230,-0.11,2.2205,7.01,7.3796,-0.17,-,--
1979M05,36.0000,5.56,218.1500,3.78,1.9076,10.40,0.4862,13.17,4.4073,5.53,5.0395,-7.71,484.0000,0.00,1.1556,-3.18,2.2064,5.91,1.5898,8.92,0.9042,-2.00,625.6500,-33.67,2.0780,8.50,20.4190,-0.09,2.2257,7.87,7.3783,-0.20,-,--
1979M06,36.0880,5.30,218.8900,-2.08,1.8828,10.69,0.4739,14.95,4.3649,4.97,5.0922,-8.61,484.0000,0.00,1.1723,-4.32,2.1925,6.08,1.5775,9.35,0.8999,-2.42,626.0700,-33.71,2.0674,8.11,20.4180,-0.09,2.1989,8.33,7.3739,-0.15,-,--
1979M07,36.1000,1.52,216.4100,-7.63,1.8239,12.61,0.4425,19.24,4.2446,4.58,5.1248,-9.21,484.0000,0.00,1.1634,-3.34,2.1544,6.68,1.5446,11.03,0.8865,-1.85,625.4200,-33.64,2.0072,10.46,20.4240,-0.12,2.1549,9.28,7.3706,-0.13,-,--
1979M08,36.0520,-0.14,217.9100,-13.52,1.8291,9.14,0.4468,15.25,4.2573,2.42,5.1036,-7.77,484.0000,0.00,1.1706,-2.59,2.1552,4.41,1.5458,9.63,0.8862,-2.28,625.6000,-33.66,2.0079,7.72,20.4240,-0.92,2.1569,6.66,7.3717,-0.14,-,--
1979M09,36.0300,-0.08,222.2600,-14.44,1.7955,9.76,0.4551,12.23,4.2001,3.85,5.0351,-5.74,484.0000,0.00,1.1652,0.09,2.1510,4.36,1.5328,10.50,0.8876,-2.30,625.7500,-33.68,1.9769,8.28,20.4230,-1.09,2.1556,6.50,7.3722,-0.15,-,--
1979M10,36.0300,-0.08,230.3700,-20.15,1.7889,3.07,0.4658,6.99,4.1966,0.65,4.9646,-4.64,484.0000,0.00,1.1753,0.63,2.1609,0.61,1.5256,8.63,0.8974,-4.60,626.3700,-33.75,1.9846,1.01,20.4190,-1.07,2.1679,1.76,7.3709,-0.16,-,--
1979M11,36.0300,-0.08,244.8800,-21.90,1.7750,6.93,0.4696,8.47,4.1607,4.91,4.9999,-4.10,484.0000,0.00,1.1796,-0.58,2.1860,0.20,1.5258,7.14,0.9144,-4.66,627.4200,-15.60,1.9763,4.07,20.4250,-0.97,2.1925,0.27,7.3718,-0.09,-,--
1979M12,36.0300,-0.08,240.6200,-18.44,1.7342,8.54,0.4547,10.90,4.0660,6.25,4.9195,-2.39,484.0000,0.00,1.1696,0.85,2.1706,0.31,1.5067,7.12,0.9069,-3.38,627.0200,-0.32,1.9176,6.41,20.4240,-0.27,2.1803,0.78,7.4110,-0.54,-,--
1980M01,36.0300,-0.71,237.9600,-16.91,1.7236,7.18,0.4417,12.90,4.0382,5.03,4.8366,-2.29,549.4500,-11.91,1.1639,2.23,2.1539,0.65,1.4937,5.93,0.9011,-2.77,626.7400,-0.28,1.9035,4.79,20.4220,-0.12,2.1808,1.33,7.4167,-0.55,-,--
1980M02,36.0300,-0.30,244.0500,-17.82,1.7472,6.24,0.4366,14.27,4.0956,4.41,4.8765,-2.33,580.0800,-16.56,1.1560,3.42,2.1565,0.70,1.5006,4.88,0.9056,-2.43,629.3400,-5.45,1.9262,4.13,20.4230,-0.08,2.1787,0.89,7.4179,-0.56,-,--
1980M03,36.0260,-0.21,248.6200,-17.10,1.8494,0.59,0.4533,8.25,4.3136,-0.61,4.9960,-3.00,583.5000,-17.05,1.1731,0.07,2.2129,-1.66,1.5511,1.32,0.9171,-2.81,629.0000,-0.97,2.0302,-1.07,20.4250,-0.01,2.2228,-1.02,7.4259,-0.65,-,--
1980M04,36.0630,-0.17,251.6700,-14.25,1.8728,1.12,0.4514,6.85,4.3424,0.19,4.9760,2.11,589.6500,-17.92,1.1856,-3.31,2.2401,-1.70,1.5470,2.31,0.9159,-1.57,628.9200,-0.72,2.0588,-0.57,20.4250,-0.01,2.2855,-2.84,7.4434,-0.86,-,--
1980M05,36.0500,-0.14,228.3500,-4.47,1.7917,6.47,0.4344,11.92,4.1811,5.41,4.8891,3.08,593.6000,-18.46,1.1731,-1.49,2.1594,2.18,1.4905,6.66,0.8846,2.22,627.2200,-0.25,1.9731,5.32,20.4120,0.03,2.1877,1.74,7.5095,-1.75,-,--
1980M06,36.0280,0.17,218.0500,0.39,1.7671,6.55,0.4279,10.75,4.1128,6.13,4.9017,3.89,598.9500,-19.19,1.1515,1.81,2.1230,3.27,1.4650,7.68,0.8673,3.76,625.4600,0.10,1.9393,6.61,20.4100,0.04,2.1432,2.60,7.5209,-1.95,-,--
1980M07,36.0070,0.26,220.9500,-2.05,1.7471,4.40,0.4216,4.96,4.0552,4.67,4.9046,4.49,605.4000,-20.05,1.1519,1.00,2.1143,1.90,1.4525,6.34,0.8630,2.72,625.5400,-0.02,1.9111,5.03,20.4510,-0.13,2.1433,0.54,7.5432,-2.29,-,--
1980M08,35.9660,0.24,224.4500,-2.91,1.7901,2.18,0.4221,5.85,4.1502,2.58,4.9360,3.40,615.9000,-21.42,1.1591,0.99,2.1325,1.06,1.4726,4.97,0.8641,2.56,626.4700,-0.14,1.9494,3.00,20.4880,-0.31,2.1531,0.18,7.5562,-2.44,-,--
1980M09,35.9300,0.28,214.8500,3.45,1.7895,0.34,0.4163,9.32,4.1588,0.99,4.9377,1.97,618.7000,-21.77,1.1646,0.05,2.1140,1.75,1.4681,4.41,0.8549,3.82,625.2100,0.09,1.9460,1.59,20.4970,-0.36,2.1234,1.52,7.5622,-2.51,-,--
1980M10,35.9370,0.26,209.1200,10.16,1.8407,-2.81,0.4139,12.54,4.2426,-1.08,5.0093,-0.89,637.6600,-24.10,1.1690,0.54,2.0895,3.42,1.4803,3.06,0.8519,5.34,625.7400,0.10,1.9967,-0.61,20.5530,-0.65,2.1303,1.76,7.5669,-2.59,-,--
1980M11,35.9300,0.28,213.0400,14.95,1.9201,-7.56,0.4169,12.64,4.4490,-6.48,5.0783,-1.54,656.3700,-26.26,1.1860,-0.54,2.0935,4.42,1.5173,0.56,0.8567,6.74,626.9800,0.07,2.0812,-5.04,20.5890,-0.80,2.1660,1.22,7.5802,-2.75,-,--
1980M12,35.9520,0.22,209.7800,14.70,1.9727,-12.09,0.4270,6.49,4.5674,-10.98,5.1215,-3.94,659.9300,-26.66,1.1968,-2.27,2.1049,3.12,1.5419,-2.28,0.8564,5.90,627.3200,-0.05,2.1419,-10.47,20.6200,-0.95,2.2078,-1.25,7.5942,-2.41,-,--
1981M01,35.9640,0.18,202.0000,17.80,2.0076,-14.15,0.4158,6.23,4.6411,-12.99,5.1602,-6.27,662.2200,-17.03,1.1907,-2.25,2.0806,3.52,1.5487,-3.55,0.8471,6.37,627.3600,-0.10,2.1815,-12.74,20.6720,-1.21,2.2212,-1.82,7.6323,-2.82,-,--
1981M02,35.9230,0.30,205.8900,18.53,2.1436,-18.49,0.4355,0.25,4.9681,-17.56,5.2833,-7.70,667.7400,-13.13,1.1988,-3.57,2.0898,3.19,1.6106,-6.83,0.8608,5.20,629.3400,0.00,2.3365,-17.56,20.6780,-1.23,2.2679,-3.93,7.6676,-3.26,-,--
1981M03,36.1630,-0.38,208.8200,19.06,2.1087,-12.30,0.4485,1.07,4.9700,-13.21,5.2770,-5.32,671.5600,-13.11,1.1912,-1.52,2.0957,5.59,1.6280,-4.72,0.8602,6.61,628.3100,0.11,2.3333,-12.99,20.6730,-1.20,2.2817,-2.58,7.7303,-3.94,-,--
1981M04,36.4870,-1.16,215.1400,16.98,2.1602,-13.30,0.4591,-1.68,5.1056,-14.95,5.3268,-6.59,676.4800,-12.84,1.1908,-0.44,2.1097,6.18,1.6620,-6.92,0.8670,5.64,628.8600,0.01,2.3934,-13.98,20.7390,-1.51,2.3153,-1.29,7.7904,-4.45,-,--
1981M05,36.3480,-0.82,220.6600,3.48,2.2915,-21.81,0.4785,-9.22,5.4890,-23.83,5.4252,-9.88,682.1400,-12.98,1.2009,-2.31,2.1477,0.54,1.7227,-13.48,0.8769,0.88,629.6500,-0.39,2.5448,-22.47,20.9390,-2.52,2.3368,-6.38,7.8504,-4.34,-,--
1981M06,36.3120,-0.78,224.2000,-2.74,2.3758,-25.62,0.5061,-15.45,5.6612,-27.35,5.5012,-10.90,684.2300,-12.46,1.2040,-4.36,2.1448,-1.02,1.7605,-16.78,0.8775,-1.16,630.6700,-0.83,2.6412,-26.58,21.0000,-2.81,2.3419,-8.48,7.9360,-5.23,-,--
1981M07,36.2610,-0.70,231.9600,-4.75,2.4399,-28.39,0.5331,-20.92,5.7994,-30.08,5.6757,-13.59,686.1300,-11.77,1.2115,-4.92,2.1576,-2.01,1.7538,-17.18,0.8754,-1.42,632.4300,-1.09,2.7146,-29.60,22.1430,-7.64,2.3515,-8.85,7.9491,-5.11,-,--
1981M08,37.3420,-3.68,233.6900,-3.95,2.5010,-28.42,0.5497,-23.21,5.9815,-30.62,5.9201,-16.62,686.5600,-10.29,1.2230,-5.22,2.1691,-1.69,1.7952,-17.97,0.8780,-1.58,633.6200,-1.13,2.7791,-29.86,23.0000,-10.92,2.3747,-9.33,7.9516,-4.97,-,--
1981M09,37.8300,-5.02,230.0200,-6.60,2.3573,-24.09,0.5511,-24.46,5.6443,-26.32,5.9898,-17.56,684.9800,-9.68,1.2007,-3.01,2.1461,-1.50,1.7501,-16.11,0.8710,-1.85,633.1900,-1.26,2.6155,-25.60,23.0000,-10.88,2.3543,-9.81,7.9920,-5.38,-,--
1981M10,37.8650,-5.09,231.3700,-9.62,2.2522,-18.27,0.5426,-23.72,5.6248,-24.57,5.9803,-16.24,686.5200,-7.12,1.2028,-2.81,2.0973,-0.37,1.7505,-15.44,0.8740,-2.53,634.1300,-1.32,2.4872,-19.72,23.0000,-10.64,2.2978,-7.29,8.0640,-6.16,-,--
1981M11,37.7800,-4.90,223.7400,-4.78,2.2245,-13.68,0.5257,-20.70,5.6147,-20.76,5.6634,-10.33,688.1200,-4.61,1.1874,-0.12,2.0623,1.51,1.7346,-12.53,0.8733,-1.90,634.6600,-1.21,2.4405,-14.72,23.0000,-10.48,2.2587,-4.10,8.1009,-6.43,-,--
