期間,總指數_原始值,總指數_年增率(%),總指數(不含土石採取業)_原始值,總指數(不含土石採取業)_年增率(%),總指數(不含建築工程業)_原始值,總指數(不含建築工程業)_年增率(%),總指數(不含土石採取及建築工程業)_原始值,總指數(不含土石採取及建築工程業)_年增率(%),礦業及土石採取業_原始值,礦業及土石採取業_年增率(%),製造業_原始值,製造業_年增率(%),金屬機電工業_原始值,金屬機電工業_年增率(%),資訊電子工業_原始值,資訊電子工業_年增率(%),化學工業_原始值,化學工業_年增率(%),民生工業_原始值,民生工業_年增率(%),電力及燃氣供應業_原始值,電力及燃氣供應業_年增率(%),用水供應業_原始值,用水供應業_年增率(%),建築工程業_原始值,建築工程業_年增率(%)
1982M05,...,...,21.55,-0.55,...,...,20.67,0.29,...,...,20.27,0.50,24.59,0.41,3.73,3.32,27.01,3.09,100.18,-1.12,21.35,2.45,35.17,9.87,86.71,-32.05
1982M06,...,...,21.09,-2.27,...,...,19.98,-0.55,...,...,19.54,-2.15,22.66,-12.31,3.69,1.10,26.05,0.66,98.07,2.33,21.56,3.75,34.77,10.10,117.52,-15.39
1982M07,...,...,21.55,-1.51,...,...,20.56,8.15,...,...,20.05,-1.28,23.82,-1.89,3.90,-2.99,26.65,4.51,98.77,-3.08,23.07,3.22,37.15,9.49,100.32,-22.85
1982M08,...,...,20.77,-5.38,...,...,19.83,1.23,...,...,19.24,-5.50,23.30,-9.16,3.81,-0.26,24.68,-3.48,96.04,-6.26,23.19,-0.77,37.81,9.47,95.74,-26.71
1982M09,...,...,21.22,1.29,...,...,20.35,4.73,...,...,19.85,2.85,23.38,-1.81,3.74,4.47,26.51,10.14,98.91,1.23,22.35,7.61,38.47,10.20,86.36,-37.37
1982M10,...,...,20.86,-1.09,...,...,19.93,1.22,...,...,19.46,0.05,22.82,-1.25,3.36,-10.88,27.40,8.09,95.05,0.19,21.45,2.73,38.37,7.99,95.33,-30.49
1982M11,...,...,20.56,1.38,...,...,19.53,1.67,...,...,19.13,2.03,23.20,0.30,3.36,-4.00,26.35,4.48,93.18,2.73,20.08,5.24,36.96,7.29,109.14,-15.48
1982M12,...,...,23.33,-3.36,...,...,22.13,7.27,...,...,21.90,5.59,25.84,7.76,3.88,4.02,29.65,7.58,109.75,1.45,20.33,3.36,36.96,10.30,128.81,-58.17
1983M01,...,...,22.45,20.57,...,...,21.38,21.48,...,...,21.11,21.88,24.28,17.75,3.66,32.13,29.04,25.17,106.14,18.61,20.33,19.80,36.82,11.47,111.50,1.39
1983M02,...,...,17.99,-9.00,...,...,17.21,-7.77,...,...,16.99,-7.86,20.20,-8.72,3.14,-3.38,23.83,-2.62,80.99,-13.22,16.55,-6.02,34.28,12.80,79.47,-34.85
1983M03,...,...,22.99,4.64,...,...,22.07,5.20,...,...,21.86,5.65,25.25,3.95,4.19,15.43,30.18,12.57,106.07,-1.90,20.62,2.33,36.77,10.72,90.10,-10.12
1983M04,...,...,22.83,8.05,...,...,21.98,8.38,...,...,21.73,8.81,26.75,12.11,4.37,16.53,27.07,5.87,109.64,7.08,21.14,8.91,36.52,13.28,79.60,-4.60
1983M05,...,...,23.87,10.77,...,...,22.92,10.89,...,...,22.58,11.40,27.17,10.49,4.54,21.72,30.28,12.11,108.20,8.01,23.29,9.09,38.60,9.75,91.12,5.09
1983M06,...,...,24.38,15.60,...,...,23.29,16.57,...,...,22.90,17.20,26.74,18.01,4.91,33.06,30.87,18.50,108.60,10.74,24.40,13.17,38.92,11.94,111.86,-4.82
1983M07,...,...,25.00,16.01,...,...,24.01,16.78,...,...,23.41,16.76,27.56,15.70,5.15,32.05,31.41,17.86,110.00,11.37,27.56,19.46,41.20,10.90,94.85,-5.45
1983M08,...,...,25.07,20.70,...,...,24.13,21.68,...,...,23.63,22.82,28.26,21.29,5.43,42.52,30.67,24.27,111.51,16.11,26.67,15.01,40.64,7.48,89.93,-6.07
1983M09,...,...,24.48,15.36,...,...,23.53,15.63,...,...,23.09,16.32,28.45,21.69,5.12,36.90,30.38,14.60,107.31,8.49,25.41,13.69,40.20,4.50,90.35,4.62
1983M10,...,...,24.46,17.26,...,...,23.48,17.81,...,...,23.03,18.35,29.30,28.40,4.88,45.24,31.17,13.76,103.95,9.36,25.11,17.06,40.46,5.45,95.20,-0.14
1983M11,...,...,24.68,20.04,...,...,23.59,20.79,...,...,23.36,22.11,28.69,23.66,5.05,50.30,32.73,24.21,103.30,10.86,22.23,10.71,39.55,7.01,111.15,1.84
1983M12,...,...,26.19,12.26,...,...,24.93,12.65,...,...,24.79,13.20,30.22,16.95,5.25,35.31,33.44,12.78,115.24,5.00,22.45,10.43,38.90,5.25,131.24,1.89
1984M01,...,...,27.24,21.34,...,...,25.85,20.91,...,...,25.82,22.31,29.10,19.85,5.28,44.26,34.28,18.04,128.60,21.16,22.18,9.10,38.47,4.48,144.77,29.84
1984M02,...,...,21.51,19.57,...,...,20.54,19.35,...,...,20.40,20.07,23.38,15.74,4.49,42.99,28.76,20.69,92.72,14.48,19.19,15.95,35.95,4.87,98.33,23.73
1984M03,...,...,26.84,16.75,...,...,25.91,17.40,...,...,25.76,17.84,29.44,16.59,5.98,42.72,34.11,13.02,121.85,14.88,23.67,14.79,38.25,4.03,84.89,-5.78
1984M04,...,...,26.12,14.41,...,...,25.04,13.92,...,...,24.88,14.50,29.06,8.64,5.90,35.01,33.11,22.31,114.92,4.82,23.11,9.32,37.92,3.83,103.93,30.57
1984M05,...,...,27.95,17.09,...,...,26.90,17.36,...,...,26.75,18.47,30.09,10.75,6.49,42.95,37.30,23.18,119.30,10.26,24.93,7.04,39.28,1.76,98.07,7.63
1984M06,...,...,27.11,11.20,...,...,26.03,11.76,...,...,25.72,12.31,30.06,12.42,6.44,31.16,35.17,13.93,112.73,3.80,26.53,8.73,40.47,3.98,103.15,-7.79
1984M07,...,...,28.21,12.84,...,...,27.00,12.45,...,...,26.58,13.54,30.86,11.97,6.41,24.47,35.98,14.55,120.24,9.31,29.38,6.60,42.52,3.20,119.18,25.65
1984M08,...,...,27.94,11.45,...,...,26.84,11.23,...,...,26.45,11.93,31.06,9.91,6.58,21.18,36.05,17.54,116.47,4.45,28.41,6.52,43.25,6.42,104.70,16.42
1984M09,...,...,25.53,4.29,...,...,24.56,4.38,...,...,24.13,4.50,28.92,1.65,5.87,14.65,32.72,7.70,106.48,-0.77,26.39,3.86,43.39,7.94,92.52,2.40
1984M10,...,...,25.87,5.76,...,...,24.79,5.58,...,...,24.40,5.95,29.10,-0.68,6.03,23.57,32.49,4.23,109.30,5.15,25.77,2.63,43.40,7.27,106.29,11.65
1984M11,...,...,26.24,6.32,...,...,24.96,5.81,...,...,24.75,5.95,30.06,4.78,5.99,18.61,33.31,1.77,109.35,5.86,24.13,8.55,41.56,5.08,131.38,18.20
1984M12,...,...,27.56,5.23,...,...,26.30,5.50,...,...,26.19,5.65,30.41,0.63,6.05,15.24,35.74,6.88,119.77,3.93,23.96,6.73,41.44,6.53,127.60,-2.77
1985M01,...,...,28.06,3.01,...,...,26.86,3.91,...,...,26.81,3.83,30.57,5.05,6.13,16.10,36.36,6.07,124.95,-2.84,24.03,8.34,40.47,5.20,118.15,-18.39
1985M02,...,...,22.74,5.72,...,...,21.79,6.09,...,...,21.71,6.42,24.73,5.77,5.18,15.37,29.84,3.76,98.10,5.80,19.95,3.96,39.77,10.63,94.02,-4.38
1985M03,...,...,27.25,1.53,...,...,26.34,1.66,...,...,26.18,1.63,28.52,-3.13,6.29,5.18,35.63,4.46,122.07,0.18,25.04,5.79,40.45,5.75,80.44,-5.24
1985M04,...,...,27.45,5.09,...,...,26.45,5.63,...,...,26.31,5.75,30.71,5.68,6.38,8.14,34.79,5.07,121.04,5.33,24.75,7.10,40.66,7.23,93.19,-10.33
1985M05,...,...,28.24,1.04,...,...,26.98,0.30,...,...,26.57,-0.67,30.66,1.89,6.28,-3.24,36.00,-3.49,121.54,1.88,28.39,13.88,43.36,10.39,127.35,29.86
1985M06,...,...,26.99,-0.44,...,...,25.96,-0.27,...,...,25.58,-0.54,30.86,2.66,5.84,-9.32,34.85,-0.91,114.96,1.98,27.41,3.32,43.82,8.28,96.86,-6.10
1985M07,...,...,28.03,-0.64,...,...,26.82,-0.67,...,...,26.27,-1.17,30.49,-1.20,5.66,-11.70,37.09,3.09,119.35,-0.74,30.05,2.28,46.16,8.56,119.79,0.51
1985M08,...,...,27.27,-2.40,...,...,26.19,-2.42,...,...,25.64,-3.06,30.16,-2.90,5.53,-15.96,36.29,0.67,115.31,-1.00,29.74,4.68,46.45,7.40,103.99,-0.68
1985M09,...,...,26.24,2.78,...,...,25.25,2.81,...,...,24.76,2.61,28.93,0.03,5.38,-8.35,35.25,7.73,110.66,3.93,28.04,6.25,46.34,6.80,92.02,-0.54
1985M10,...,...,27.32,5.60,...,...,26.22,5.77,...,...,25.78,5.66,29.73,2.16,5.02,-16.75,38.14,17.39,116.24,6.35,28.07,8.93,46.99,8.27,105.66,-0.59
1985M11,...,...,26.99,2.86,...,...,25.71,3.00,...,...,25.48,2.95,29.17,-2.96,5.06,-15.53,37.41,12.31,115.48,5.61,25.28,4.77,44.87,7.96,131.54,0.12
1985M12,...,...,30.07,9.11,...,...,28.56,8.59,...,...,28.46,8.67,32.48,6.81,5.59,-7.60,42.14,17.91,128.59,7.36,26.18,9.27,44.81,8.13,156.55,22.69
1986M01,...,...,30.44,8.48,...,...,29.27,8.97,...,...,29.21,8.95,32.73,7.07,6.03,-1.63,41.87,15.15,135.45,8.40,26.72,11.19,43.77,8.15,109.69,-7.16
1986M02,...,...,23.19,1.98,...,...,22.27,2.20,...,...,22.14,1.98,24.87,0.57,4.88,-5.79,32.12,7.64,98.62,0.53,21.64,8.47,40.77,2.51,86.74,-7.74
1986M03,...,...,32.69,19.96,...,...,31.64,20.12,...,...,31.76,21.31,40.44,41.80,7.18,14.15,42.87,20.32,140.12,14.79,27.16,8.47,43.10,6.55,90.75,12.82
1986M04,...,...,29.66,8.05,...,...,28.55,7.94,...,...,28.36,7.79,32.22,4.92,6.84,7.21,40.38,16.07,123.28,1.85,27.96,12.97,43.42,6.79,104.55,12.19
1986M05,...,...,31.06,9.99,...,...,29.97,11.08,...,...,29.74,11.93,33.66,9.78,7.08,12.74,42.73,18.69,129.10,6.22,30.13,6.13,44.92,3.60,98.31,-22.80
1986M06,...,...,30.45,12.82,...,...,29.36,13.10,...,...,29.05,13.57,34.14,10.63,6.93,18.66,41.28,18.45,124.58,8.37,31.01,13.13,43.79,-0.07,98.59,1.79
1986M07,...,...,31.89,13.77,...,...,30.74,14.62,...,...,30.23,15.07,36.29,19.02,7.62,34.63,40.17,8.30,133.87,12.17,34.47,14.71,48.29,4.61,107.90,-9.93
1986M08,...,...,31.85,16.80,...,...,30.77,17.49,...,...,30.30,18.17,35.40,17.37,7.88,42.50,40.86,12.59,132.33,14.76,33.86,13.85,49.86,7.34,97.83,-5.92
1986M09,...,...,30.95,17.95,...,...,30.00,18.81,...,...,29.68,19.87,34.71,19.98,7.50,39.41,41.42,17.50,126.76,14.55,31.41,12.02,49.71,7.27,78.95,-14.20
1986M10,...,...,33.01,20.83,...,...,31.79,21.24,...,...,31.63,22.69,36.85,23.95,8.12,61.75,44.49,16.65,133.33,14.70,31.03,10.55,49.74,5.85,112.35,6.33
1986M11,...,...,32.10,18.93,...,...,31.02,20.65,...,...,30.94,21.43,36.50,25.13,7.97,57.51,44.58,19.17,125.69,8.84,29.27,15.78,48.46,8.00,95.93,-27.07
1986M12,...,...,35.01,16.43,...,...,33.76,18.21,...,...,33.82,18.83,39.49,21.58,8.74,56.35,48.08,14.10,140.10,8.95,30.11,15.01,48.17,7.50,113.80,-27.31
1987M01,...,...,32.37,6.34,...,...,31.16,6.46,...,...,31.17,6.71,35.48,8.40,7.36,22.06,45.42,8.48,133.34,-1.56,27.96,4.64,47.24,7.93,114.59,4.47
1987M02,...,...,29.74,28.24,...,...,28.91,29.82,...,...,28.93,30.67,31.78,27.78,7.45,52.66,42.70,32.94,119.37,21.04,26.42,22.09,44.17,8.34,64.77,-25.33
1987M03,...,...,34.49,5.51,...,...,33.51,5.91,...,...,33.50,5.48,38.63,-4.48,9.02,25.63,46.75,9.05,139.87,-0.18,30.90,13.77,47.28,9.70,78.24,-13.79
1987M04,...,...,34.92,17.73,...,...,33.77,18.28,...,...,33.81,19.22,39.95,23.99,9.07,32.60,45.89,13.65,143.32,16.26,30.75,9.98,47.14,8.57,101.91,-2.53
1987M05,...,...,35.07,12.91,...,...,33.93,13.21,...,...,33.74,13.45,40.27,19.64,8.68,22.60,46.87,9.69,141.76,9.81,33.44,10.99,49.16,9.44,99.20,0.91
1987M06,...,...,34.76,14.15,...,...,33.69,14.75,...,...,33.41,15.01,40.99,20.06,9.00,29.87,45.26,9.64,138.41,11.10,34.59,11.54,48.83,11.51,90.94,-7.76
1987M07,...,...,35.71,11.98,...,...,34.55,12.39,...,...,34.10,12.80,42.84,18.05,9.38,23.10,45.22,12.57,140.49,4.95,37.83,9.75,52.16,8.01,100.79,-6.59
1987M08,...,...,35.47,11.37,...,...,34.41,11.83,...,...,33.79,11.52,41.96,18.53,9.18,16.50,44.80,9.64,141.48,6.91,39.49,16.63,52.97,6.24,88.25,-9.79
1987M09,...,...,33.98,9.79,...,...,32.88,9.60,...,...,32.57,9.74,40.36,16.28,9.17,22.27,42.88,3.52,134.78,6.33,34.28,9.14,53.31,7.24,93.87,18.90
1987M10,...,...,34.57,4.73,...,...,33.46,5.25,...,...,33.16,4.84,39.97,8.47,9.43,16.13,45.38,2.00,133.38,0.04,34.35,10.70,52.99,6.53,97.73,-13.01
1987M11,...,...,33.90,5.61,...,...,32.71,5.45,...,...,32.56,5.24,39.15,7.26,9.08,13.93,46.43,4.15,126.56,0.69,31.95,9.16,51.41,6.09,106.58,11.10
1987M12,...,...,36.91,5.43,...,...,35.58,5.39,...,...,35.65,5.41,42.27,7.04,10.22,16.93,49.27,2.48,142.73,1.88,31.71,5.31,51.04,5.96,122.17,7.36
1988M01,...,...,35.93,11.00,...,...,34.60,11.04,...,...,34.59,10.97,42.81,20.66,9.40,27.72,49.30,8.54,133.77,0.32,31.71,13.41,51.43,8.87,124.52,8.67
1988M02,...,...,30.25,1.71,...,...,28.97,0.21,...,...,28.89,-0.14,33.29,4.75,7.91,6.17,42.60,-0.23,112.10,-6.09,27.37,3.60,48.74,10.35,125.78,94.19
1988M03,...,...,35.56,3.10,...,...,34.54,3.07,...,...,34.43,2.78,41.97,8.65,9.75,8.09,47.83,2.31,135.31,-3.26,33.14,7.25,50.92,7.70,83.40,6.60
1988M04,...,...,35.25,0.95,...,...,34.18,1.21,...,...,34.10,0.86,41.71,4.41,9.65,6.39,46.93,2.27,135.36,-5.55,32.43,5.46,50.48,7.09,90.41,-11.28
1988M05,...,...,35.68,1.74,...,...,34.44,1.50,...,...,34.03,0.86,43.09,7.00,9.59,10.48,47.00,0.28,131.61,-7.16,36.96,10.53,53.42,8.67,113.10,14.01
1988M06,...,...,35.88,3.22,...,...,34.60,2.70,...,...,34.03,1.86,43.18,5.34,9.96,10.67,46.61,2.98,129.65,-6.33,39.17,13.24,53.35,9.26,118.45,30.25
1988M07,...,...,36.67,2.69,...,...,35.38,2.40,...,...,34.57,1.38,42.87,0.07,9.99,6.50,48.16,6.50,132.27,-5.85,43.27,14.38,56.90,9.09,118.30,17.37
1988M08,...,...,36.98,4.26,...,...,35.73,3.84,...,...,35.03,3.67,43.92,4.67,10.40,13.29,48.02,7.19,133.25,-5.82,42.16,6.76,57.42,8.40,111.53,26.38
1988M09,...,...,35.80,5.36,...,...,34.62,5.29,...,...,34.13,4.79,42.34,4.91,9.85,7.42,47.93,11.78,129.42,-3.98,38.43,12.11,56.87,6.68,103.54,10.30
1988M10,...,...,35.85,3.70,...,...,34.72,3.77,...,...,34.39,3.71,44.54,11.43,9.88,4.77,47.83,5.40,128.18,-3.90,36.34,5.79,57.15,7.85,97.67,-0.06
1988M11,...,...,36.41,7.40,...,...,34.91,6.73,...,...,34.82,6.94,46.49,18.75,9.96,9.69,48.36,4.16,127.30,0.58,33.52,4.91,55.01,7.00,146.71,37.65
1988M12,...,...,39.11,5.96,...,...,37.62,5.73,...,...,37.69,5.72,48.59,14.95,10.97,7.34,52.81,7.18,138.42,-3.02,34.31,8.20,55.35,8.44,140.75,15.21
1989M01,...,...,37.57,4.56,...,...,36.24,4.74,...,...,36.16,4.54,46.42,8.43,10.05,6.91,51.42,4.30,136.40,1.97,33.25,4.86,55.51,7.93,120.13,-3.53
1989M02,...,...,29.34,-3.01,...,...,28.27,-2.42,...,...,28.11,-2.70,33.84,1.65,7.58,-4.17,41.02,-3.71,110.38,-1.53,27.05,-1.17,51.06,4.76,96.34,-23.41
1989M03,...,...,39.02,9.73,...,...,37.84,9.55,...,...,37.80,9.79,49.62,18.23,11.00,12.82,52.05,8.82,141.23,4.38,34.58,4.35,54.44,6.91,101.97,22.27
1989M04,...,...,37.65,6.81,...,...,36.27,6.11,...,...,36.15,6.01,47.56,14.03,10.32,6.94,50.24,7.05,133.50,-1.37,34.56,6.57,54.05,7.07,124.99,38.25
1989M05,...,...,38.69,8.44,...,...,37.31,8.33,...,...,37.01,8.76,49.03,13.79,10.82,12.83,50.15,6.70,136.50,3.72,38.21,3.38,57.03,6.76,125.02,10.54
1989M06,...,...,38.17,6.38,...,...,36.60,5.78,...,...,36.17,6.29,48.31,11.88,10.74,7.83,48.90,4.91,131.19,1.19,39.82,1.66,56.11,5.17,146.47,23.66
1989M07,...,...,37.80,3.08,...,...,36.51,3.19,...,...,35.79,3.53,46.69,8.91,10.49,5.01,48.97,1.68,132.25,-0.02,43.77,1.16,60.45,6.24,114.82,-2.94
1989M08,...,...,39.16,5.90,...,...,37.60,5.23,...,...,36.95,5.48,48.21,9.77,10.80,3.85,50.89,5.98,135.46,1.66,44.03,4.44,61.64,7.35,144.72,29.76
1989M09,...,...,36.48,1.90,...,...,35.28,1.91,...,...,34.79,1.93,45.09,6.50,10.05,2.03,47.55,-0.79,129.21,-0.16,39.08,1.69,60.96,7.19,106.94,3.28
1989M10,...,...,36.26,1.14,...,...,35.02,0.86,...,...,34.61,0.64,46.11,3.52,9.89,0.10,49.10,2.66,122.92,-4.10,37.18,2.31,61.76,8.07,111.59,14.25
1989M11,...,...,37.38,2.66,...,...,35.88,2.78,...,...,35.64,2.35,48.76,4.88,10.20,2.41,50.07,3.54,124.54,-2.17,35.42,5.67,60.64,10.23,140.47,-4.25
1989M12,...,...,38.02,-2.79,...,...,36.62,-2.66,...,...,36.42,-3.37,48.13,-0.95,10.29,-6.20,51.74,-2.03,131.72,-4.84,35.43,3.26,59.73,7.91,128.37,-8.80
1990M01,...,...,33.09,-11.92,...,...,31.62,-12.75,...,...,31.28,-13.50,39.56,-14.78,8.45,-15.92,45.18,-12.14,119.35,-12.50,32.52,-2.20,59.91,7.93,137.93,14.82
1990M02,...,...,33.30,13.50,...,...,32.23,14.01,...,...,31.99,13.80,41.49,22.61,8.98,18.47,44.98,9.65,120.45,9.12,32.22,19.11,55.07,7.85,94.06,-2.37
1990M03,...,...,38.63,-1.00,...,...,37.25,-1.56,...,...,37.02,-2.06,49.99,0.75,10.66,-3.09,52.12,0.13,131.62,-6.80,37.06,7.17,59.29,8.91,124.34,21.94
1990M04,...,...,36.73,-2.44,...,...,35.45,-2.26,...,...,35.17,-2.71,48.10,1.14,10.38,0.58,48.07,-4.32,125.78,-5.78,36.27,4.95,57.31,6.03,113.75,-8.99
1990M05,...,...,37.54,-2.97,...,...,36.23,-2.89,...,...,35.73,-3.46,48.94,-0.18,10.78,-0.37,48.03,-4.23,126.63,-7.23,40.38,5.68,60.58,6.22,118.34,-5.34
1990M06,...,...,37.21,-2.52,...,...,35.80,-2.19,...,...,35.18,-2.74,48.51,0.41,11.15,3.82,46.38,-5.15,122.58,-6.56,42.40,6.48,59.10,5.33,128.40,-12.34
1990M07,...,...,37.89,0.24,...,...,36.53,0.05,...,...,35.59,-0.56,47.69,2.14,10.86,3.53,47.90,-2.19,128.01,-3.21,47.44,8.38,63.65,5.29,124.25,8.21
1990M08,...,...,38.39,-1.97,...,...,37.05,-1.46,...,...,36.23,-1.95,48.83,1.29,10.92,1.11,49.29,-3.14,129.34,-4.52,46.14,4.79,64.34,4.38,119.41,-17.49
1990M09,...,...,36.98,1.37,...,...,35.57,0.82,...,...,34.93,0.40,46.90,4.01,10.57,5.17,48.34,1.66,122.55,-5.15,42.03,7.55,63.65,4.41,127.88,19.58
1990M10,...,...,37.20,2.59,...,...,35.95,2.66,...,...,35.41,2.31,47.04,2.02,10.28,3.94,50.99,3.85,123.82,0.73,40.31,8.42,64.37,4.23,110.44,-1.03
1990M11,...,...,38.43,2.81,...,...,36.89,2.81,...,...,36.53,2.50,49.56,1.64,11.26,10.39,51.23,2.32,123.96,-0.47,38.64,9.09,62.60,3.23,142.64,1.54
1990M12,...,...,39.20,3.10,...,...,37.76,3.11,...,...,37.52,3.02,51.08,6.13,11.22,9.04,51.87,0.25,131.82,0.08,37.96,7.14,63.14,5.71,129.46,0.85
1991M01,...,...,38.13,15.23,...,...,36.48,15.37,...,...,36.10,15.41,47.85,20.96,10.39,22.96,51.63,14.28,128.71,7.84,38.42,18.14,62.02,3.52,154.78,12.22
1991M02,...,...,30.81,-7.48,...,...,29.58,-8.22,...,...,29.22,-8.66,37.27,-10.17,8.53,-5.01,42.36,-5.82,105.82,-12.15,31.38,-2.61,57.18,3.83,113.12,20.26
1991M03,...,...,38.68,0.13,...,...,37.44,0.51,...,...,37.04,0.05,48.99,-2.00,11.26,5.63,51.99,-0.25,130.30,-1.00,39.72,7.18,62.38,5.21,108.88,-12.43
1991M04,...,...,37.98,3.40,...,...,36.72,3.58,...,...,36.29,3.18,49.78,3.49,11.20,7.90,49.47,2.91,125.27,-0.41,39.68,9.40,61.08,6.58,111.79,-1.72
1991M05,...,...,40.38,7.57,...,...,38.95,7.51,...,...,38.27,7.11,51.96,6.17,12.01,11.41,51.27,6.75,133.77,5.64,45.65,13.05,63.85,5.40,127.75,7.95
1991M06,...,...,39.35,5.75,...,...,37.79,5.56,...,...,36.91,4.92,50.50,4.10,11.64,4.39,48.99,5.63,128.96,5.20,47.53,12.10,62.96,6.53,143.51,11.77
1991M07,...,...,40.79,7.65,...,...,39.14,7.14,...,...,38.07,6.97,53.41,11.99,12.04,10.87,49.14,2.59,134.80,5.30,51.63,8.83,67.48,6.02,153.59,23.61
1991M08,...,...,41.67,8.54,...,...,40.35,8.91,...,...,39.36,8.64,54.23,11.06,12.20,11.72,51.80,5.09,140.29,8.47,51.43,11.47,68.30,6.15,115.30,-3.44
1991M09,...,...,40.97,10.79,...,...,39.74,11.72,...,...,39.08,11.88,56.40,20.26,11.87,12.30,52.15,7.88,133.21,8.70,46.09,9.66,66.83,5.00,105.66,-17.38
1991M10,...,...,42.37,13.90,...,...,41.05,14.19,...,...,40.67,14.85,58.61,24.60,12.22,18.87,55.56,8.96,135.94,9.79,42.80,6.18,67.42,4.74,114.76,3.91
1991M11,...,...,42.49,10.56,...,...,41.01,11.17,...,...,40.78,11.63,59.07,19.19,12.24,8.70,55.25,7.85,137.21,10.69,40.69,5.31,66.86,6.81,132.14,-7.36
1991M12,...,...,43.86,11.89,...,...,42.29,12.00,...,...,42.10,12.21,61.21,19.83,12.39,10.43,56.33,8.60,145.71,10.54,41.16,8.43,66.58,5.45,141.41,9.23
1992M01,...,...,42.38,11.15,...,...,40.78,11.79,...,...,40.46,12.08,56.54,18.16,11.79,13.47,55.78,8.04,142.83,10.97,41.28,7.44,66.24,6.80,146.35,-5.45
1992M02,...,...,32.85,6.62,...,...,31.90,7.84,...,...,31.44,7.60,42.77,14.76,9.17,7.50,45.65,7.77,106.87,0.99,34.69,10.55,61.87,8.20,80.53,-28.81
1992M03,...,...,42.08,8.79,...,...,40.65,8.57,...,...,40.25,8.67,55.53,13.35,12.28,9.06,56.73,9.12,134.97,3.58,42.80,7.75,65.33,4.73,127.10,16.73
1992M04,...,...,41.73,9.87,...,...,40.27,9.67,...,...,39.90,9.95,55.24,10.97,12.30,9.82,55.77,12.73,133.85,6.85,42.21,6.38,64.07,4.90,129.78,16.09
1992M05,...,...,42.83,6.07,...,...,41.05,5.39,...,...,40.46,5.72,58.25,12.11,12.49,4.00,54.96,7.20,134.48,0.53,45.86,0.46,67.16,5.18,166.77,30.54
1992M06,...,...,41.66,5.87,...,...,40.13,6.19,...,...,39.32,6.53,58.28,15.41,12.42,6.70,51.53,5.18,129.04,0.06,48.41,1.85,67.54,7.27,138.52,-3.48
1992M07,...,...,43.08,5.61,...,...,41.24,5.37,...,...,40.10,5.33,58.69,9.89,12.52,3.99,52.06,5.94,135.79,0.73,54.54,5.64,69.86,3.53,172.61,12.38
1992M08,...,...,42.66,2.38,...,...,40.90,1.36,...,...,39.73,0.94,58.52,7.91,11.81,-3.20,53.23,2.76,134.62,-4.04,54.33,5.64,70.59,3.35,164.39,42.58
1992M09,...,...,40.56,-1.00,...,...,39.09,-1.64,...,...,38.20,-2.25,55.88,-0.92,11.75,-1.01,51.14,-1.94,126.65,-4.92,48.23,4.64,70.17,5.00,132.00,24.93
1992M10,...,...,42.38,0.02,...,...,40.71,-0.83,...,...,40.09,-1.43,58.23,-0.65,12.52,2.45,53.37,-3.94,132.61,-2.45,45.25,5.72,75.32,11.72,154.78,34.87
1992M11,...,...,41.40,-2.57,...,...,39.65,-3.32,...,...,39.19,-3.90,57.74,-2.25,12.22,-0.16,52.71,-4.60,126.94,-7.48,41.89,2.95,71.18,6.46,163.67,23.86
1992M12,...,...,44.93,2.44,...,...,42.75,1.09,...,...,42.39,0.69,62.52,2.14,13.37,7.91,56.34,0.02,138.19,-5.16,43.41,5.47,73.28,10.06,207.32,46.61
1993M01,...,...,35.95,-15.17,...,...,34.23,-16.06,...,...,33.54,-17.10,46.74,-17.33,9.77,-17.13,48.14,-13.70,112.86,-20.98,39.05,-5.40,73.26,10.60,164.74,12.57
1993M02,...,...,39.95,21.61,...,...,38.26,19.94,...,...,37.86,20.42,54.70,27.89,12.09,31.84,51.71,13.27,121.63,13.81,39.65,14.30,66.53,7.53,158.36,96.65
1993M03,...,...,44.07,4.73,...,...,42.28,4.01,...,...,41.76,3.75,60.12,8.27,13.70,11.56,56.27,-0.81,133.44,-1.13,45.01,5.16,73.26,12.14,165.38,30.12
1993M04,...,...,42.82,2.61,...,...,41.05,1.94,...,...,40.48,1.45,59.08,6.95,13.38,8.78,53.90,-3.35,127.87,-4.47,44.74,5.99,70.65,10.27,164.96,27.11
1993M05,...,...,43.84,2.36,...,...,41.75,1.71,...,...,40.84,0.94,59.41,1.99,13.31,6.57,54.60,-0.66,129.79,-3.49,50.57,10.27,73.69,9.72,199.08,19.37
1993M06,...,...,42.95,3.10,...,...,41.00,2.17,...,...,39.88,1.42,58.13,-0.26,13.36,7.57,53.56,3.94,122.59,-5.00,52.91,9.30,72.95,8.01,184.32,33.06
1993M07,...,...,45.18,4.87,...,...,43.17,4.68,...,...,41.71,4.01,61.20,4.28,13.64,8.95,55.12,5.88,132.23,-2.62,60.39,10.73,77.35,10.72,189.04,9.52
1993M08,...,...,44.46,4.22,...,...,42.49,3.89,...,...,41.00,3.20,59.73,2.07,13.40,13.46,55.19,3.68,128.64,-4.44,60.02,10.47,77.46,9.73,186.04,13.17
1993M09,...,...,43.96,8.38,...,...,41.96,7.34,...,...,40.87,6.99,57.90,3.61,13.89,18.21,55.32,8.17,126.42,-0.18,53.61,11.15,74.38,6.00,187.89,42.34
1993M10,...,...,43.58,2.83,...,...,41.68,2.38,...,...,40.83,1.85,57.51,-1.24,13.69,9.35,55.93,4.80,126.82,-4.37,49.46,9.30,76.06,0.98,177.66,14.78
