期間,定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--合計_原始值,定期存款--合計_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--未滿3個月_原始值,定期存款--未滿3個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿3個月~未滿6個月_原始值,定期存款--滿3個月~未滿6個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿6個月~未滿9個月_原始值,定期存款--滿6個月~未滿9個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--滿9個月~未滿12個月_原始值,定期存款--滿9個月~未滿12個月_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期存款--1年期以上_原始值,定期存款--1年期以上_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲蓄存款--合計_原始值,定期儲蓄存款--合計_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲存存款--未滿2年_原始值,定期儲存存款--未滿2年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--滿2年~未滿3年_原始值,定期儲蓄存款--滿2年~未滿3年_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%),定期儲蓄存款--3年以上_原始值,定期儲蓄存款--3年以上_年增率(%)
1997M11,"1,297,895",-5.15,"2,655,325",-3.58,"155,402",68.99,"343,254",120.46,"370,016",47.64,"454,601",59.11,"517,250",-15.67,"504,300",-17.23,"71,811",-17.04,"83,785",-26.33,"183,416",-43.71,"1,269,385",-20.14,"5,096,094",-9.93,"3,777,505",-5.91,"4,372,365",-9.07,"3,170,542",-6.00,"591,218",-12.80,"462,635",-8.07,"132,511",-22.75,"144,328",4.04
1997M12,"1,594,146",18.24,"2,944,279",7.56,"171,422",82.54,"392,228",128.47,"644,298",166.76,"770,674",181.83,"517,653",-13.78,"486,446",-18.30,"70,797",-17.54,"76,792",-31.78,"189,976",-41.82,"1,218,138",-23.10,"5,052,591",-10.84,"3,720,147",-7.82,"4,325,811",-10.14,"3,115,013",-8.05,"593,755",-12.65,"461,825",-8.75,"133,025",-23.18,"143,309",1.09
1998M01,"1,782,186",73.74,"2,995,163",27.50,"196,344",162.89,"386,389",232.91,"771,695",289.38,"869,897",280.12,"550,722",12.12,"494,777",-1.20,"74,514",-2.85,"76,391",-30.46,"188,911",2.12,"1,167,709",-16.22,"5,107,952",3.53,"3,715,035",1.37,"4,342,859",2.52,"3,099,053",0.58,"631,825",9.28,"476,691",6.37,"133,268",11.34,"139,291",2.70
1998M02,"2,116,080",103.39,"3,133,977",32.59,"201,713",154.71,"370,014",198.76,"980,110",385.06,"1,034,434",356.69,"641,947",30.06,"534,933",6.29,"103,817",29.02,"90,155",-20.88,"188,493",1.82,"1,104,442",-20.89,"5,050,658",1.21,"3,666,186",-0.86,"4,327,852",1.04,"3,065,261",-1.44,"588,411",0.69,"464,835",3.23,"134,395",9.84,"136,089",-1.24
1998M03,"2,221,321",114.56,"3,211,651",35.72,"181,966",135.64,"326,775",166.38,"966,736",377.95,"1,080,080",396.80,"770,849",58.28,"643,060",29.77,"115,919",38.79,"104,472",-12.33,"185,851",0.33,"1,057,266",-25.10,"5,023,809",0.74,"3,648,022",-1.64,"4,305,809",0.65,"3,048,470",-2.37,"582,685",-0.56,"462,939",3.17,"135,315",10.05,"136,613",-0.94
1998M04,"2,323,470",126.51,"3,308,181",41.07,"173,052",126.69,"293,738",133.34,"992,667",399.03,"1,176,382",463.61,"827,065",71.93,"678,094",41.09,"147,833",74.91,"130,406",13.86,"182,853",-1.13,"1,029,560",-27.25,"5,063,589",1.74,"3,661,801",-1.40,"4,347,733",1.90,"3,063,561",-1.92,"579,362",-1.29,"460,586",2.37,"136,494",10.70,"137,654",-1.89
1998M05,"2,327,697",129.30,"3,298,115",39.02,"182,640",131.57,"296,834",111.47,"935,996",383.26,"1,126,724",435.16,"866,178",81.65,"713,208",48.14,"156,256",86.67,"139,223",23.10,"186,627",2.53,"1,022,126",-28.37,"5,315,567",7.94,"3,809,651",2.11,"4,593,749",8.93,"3,206,590",2.11,"581,941",-0.37,"463,753",3.10,"139,877",13.81,"139,308",-1.10
1998M06,"2,259,298",124.77,"3,284,781",40.63,"188,417",147.07,"335,501",140.79,"833,242",344.66,"979,898",381.06,"884,234",85.62,"784,460",66.48,"163,057",95.13,"149,351",36.78,"190,348",4.83,"1,035,571",-26.67,"5,395,779",9.64,"3,880,292",3.78,"4,674,246",10.91,"3,271,377",3.86,"580,957",-0.40,"465,203",3.73,"140,576",13.73,"143,711",2.19
1998M07,"2,263,293",124.25,"3,342,137",42.53,"199,037",146.31,"323,552",95.43,"785,017",315.30,"934,617",346.89,"891,499",88.74,"827,634",78.79,"175,329",111.77,"180,326",64.22,"212,411",15.25,"1,076,008",-23.00,"5,525,776",11.73,"3,952,424",5.68,"4,804,018",13.46,"3,337,883",6.13,"580,666",-0.85,"469,414",3.72,"141,092",12.26,"145,125",2.06
1998M08,"2,196,777",118.02,"3,447,344",44.75,"200,170",111.07,"314,032",36.15,"741,933",289.26,"905,891",303.13,"845,833",84.38,"838,312",92.45,"183,842",128.65,"218,150",101.42,"224,999",22.94,"1,170,957",-15.29,"5,642,534",14.63,"4,021,008",7.62,"4,918,528",16.84,"3,400,636",8.49,"581,205",-0.86,"476,349",3.99,"142,801",13.16,"144,022",0.16
1998M09,"2,137,291",92.20,"3,479,323",38.77,"210,387",73.73,"313,716",-4.76,"722,372",209.51,"848,388",228.00,"783,400",67.46,"819,293",82.43,"185,570",106.98,"246,110",125.48,"235,562",17.74,"1,251,816",-8.02,"5,769,095",12.41,"4,131,934",7.69,"5,043,289",14.78,"3,498,612",8.39,"580,490",-3.98,"476,347",2.70,"145,316",8.55,"156,975",8.12
1998M10,"2,122,046",74.46,"3,532,211",34.63,"224,310",29.56,"363,034",-15.93,"688,757",149.28,"763,806",144.92,"752,872",49.61,"802,397",69.78,"184,685",136.39,"246,979",158.39,"271,422",46.27,"1,355,997",3.37,"5,872,412",14.62,"4,236,374",11.25,"5,149,284",17.11,"3,582,164",12.02,"577,294",-2.90,"481,716",3.72,"145,834",10.28,"172,495",18.50
1998M11,"2,182,146",68.13,"3,553,873",33.84,"238,896",53.73,"370,423",7.92,"668,032",80.54,"709,209",56.01,"727,125",40.58,"785,677",55.80,"217,435",202.79,"272,497",225.23,"330,658",80.28,"1,416,068",11.56,"5,988,051",17.50,"4,348,275",15.11,"5,261,061",20.33,"3,680,963",16.10,"579,896",-1.92,"485,653",4.98,"147,094",11.01,"181,659",25.87
1998M12,"2,174,787",36.42,"3,595,728",22.13,"234,288",36.67,"406,626",3.67,"648,839",0.70,"678,474",-11.96,"751,670",45.21,"793,161",63.05,"203,353",187.23,"257,637",235.50,"336,637",77.20,"1,459,829",19.84,"6,304,555",24.78,"4,514,704",21.36,"5,507,577",27.32,"3,790,216",21.68,"648,552",9.23,"511,698",10.80,"148,426",11.58,"212,790",48.48
1999M01,"2,177,855",22.20,"3,600,352",20.21,"205,704",4.77,"341,592",-11.59,"644,490",-16.48,"643,057",-26.08,"785,436",42.62,"825,381",66.82,"188,005",152.31,"255,678",234.70,"354,220",87.51,"1,534,644",31.42,"6,501,983",27.29,"4,633,327",24.72,"5,702,958",31.32,"3,904,356",25.99,"649,351",2.77,"514,322",7.89,"149,674",12.31,"214,648",54.10
1999M02,"2,160,370",2.09,"3,559,931",13.59,"190,158",-5.73,"306,506",-17.16,"636,981",-35.01,"637,364",-38.39,"800,396",24.68,"813,036",51.99,"180,031",73.41,"251,938",179.45,"352,804",87.17,"1,551,088",40.44,"6,653,882",31.74,"4,720,148",28.75,"5,850,796",35.19,"3,982,720",29.93,"651,839",10.78,"519,886",11.84,"151,247",12.54,"217,543",59.85
1999M03,"2,084,507",-6.16,"3,477,592",8.28,"171,175",-5.93,"277,290",-15.14,"604,398",-37.48,"606,118",-43.88,"793,247",2.91,"778,464",21.06,"159,825",37.88,"234,637",124.59,"355,862",91.48,"1,581,084",49.54,"6,778,577",34.93,"4,811,829",31.90,"5,972,911",38.72,"4,069,663",33.50,"653,292",12.12,"524,709",13.34,"152,374",12.61,"217,457",59.18
1999M04,"2,129,429",-8.35,"3,492,904",5.58,"169,068",-2.30,"285,936",-2.66,"592,293",-40.33,"588,587",-49.97,"824,612",-0.30,"786,848",16.04,"179,461",21.39,"232,022",77.92,"363,995",99.06,"1,599,513",55.36,"7,141,335",41.03,"5,000,818",36.57,"6,321,720",45.40,"4,251,431",38.77,"663,536",14.53,"530,015",15.07,"156,079",14.35,"219,371",59.36
1999M05,"2,066,263",-11.23,"3,400,045",3.09,"162,778",-10.87,"272,172",-8.31,"562,055",-39.95,"564,217",-49.92,"813,838",-6.04,"762,077",6.85,"168,133",7.60,"198,819",42.81,"359,459",92.61,"1,602,762",56.81,"7,177,219",35.02,"5,050,193",32.56,"6,353,387",38.31,"4,294,742",33.93,"667,551",14.71,"534,128",15.18,"156,281",11.73,"221,322",58.87
1999M06,"1,996,014",-11.65,"3,333,234",1.48,"156,950",-16.70,"263,485",-21.47,"525,386",-36.95,"527,512",-46.17,"807,562",-8.67,"756,976",-3.50,"154,864",-5.02,"172,275",15.35,"351,252",84.53,"1,612,985",55.76,"7,206,369",33.56,"5,110,931",31.72,"6,381,132",36.52,"4,356,813",33.18,"668,796",15.12,"528,667",13.64,"156,441",11.29,"225,451",56.88
1999M07,"1,939,066",-14.33,"3,305,147",-1.11,"154,167",-22.54,"288,669",-10.78,"503,008",-35.92,"518,949",-44.47,"802,578",-9.97,"730,160",-11.78,"148,408",-15.35,"173,186",-3.96,"330,905",55.79,"1,594,182",48.16,"7,237,809",30.98,"5,170,139",30.81,"6,412,232",33.48,"4,414,322",32.25,"668,861",15.19,"529,300",12.76,"156,716",11.07,"226,517",56.08
1999M08,"1,911,415",-12.99,"3,242,397",-5.95,"152,677",-23.73,"269,651",-14.13,"491,620",-33.74,"525,164",-42.03,"784,302",-7.27,"715,999",-14.59,"162,759",-11.47,"186,127",-14.68,"320,057",42.25,"1,545,457",31.98,"7,230,667",28.15,"5,189,041",29.05,"6,405,332",30.23,"4,425,266",30.13,"669,091",15.12,"535,109",12.34,"156,244",9.41,"228,665",58.77
1999M09,"1,881,114",-11.99,"3,203,052",-7.94,"150,169",-28.62,"269,072",-14.23,"484,419",-32.94,"530,406",-37.48,"766,692",-2.13,"711,261",-13.19,"159,334",-14.14,"182,049",-26.03,"320,500",36.06,"1,510,264",20.65,"7,228,195",25.29,"5,208,043",26.04,"6,408,122",27.06,"4,444,002",27.02,"663,872",14.36,"533,065",11.91,"156,201",7.49,"230,977",47.14
1999M10,"1,888,162",-11.02,"3,236,829",-8.36,"156,656",-30.16,"285,265",-21.42,"480,318",-30.26,"538,159",-29.54,"754,765",0.25,"728,489",-9.21,"160,609",-13.04,"186,377",-24.54,"335,814",23.72,"1,498,541",10.51,"7,260,815",23.64,"5,236,803",23.62,"6,448,909",25.24,"4,476,764",24.97,"655,135",13.48,"528,524",9.72,"156,771",7.50,"231,514",34.21
1999M11,"1,862,635",-14.64,"3,253,551",-8.45,"157,502",-34.07,"314,196",-15.18,"467,698",-29.99,"538,453",-24.08,"747,003",2.73,"719,276",-8.45,"150,555",-30.76,"176,229",-35.33,"339,877",2.79,"1,505,398",6.31,"7,322,761",22.29,"5,274,746",21.31,"6,515,193",23.84,"4,513,903",22.63,"650,254",12.13,"528,369",8.80,"157,314",6.95,"232,475",27.97
1999M12,"1,836,096",-15.57,"3,333,445",-7.29,"161,249",-31.17,"363,080",-10.71,"449,959",-30.65,"564,489",-16.80,"738,483",-1.75,"725,920",-8.48,"134,889",-33.67,"165,424",-35.79,"351,516",4.42,"1,514,532",3.75,"7,378,538",17.04,"5,333,524",18.14,"6,569,329",19.28,"4,568,312",20.53,"651,179",0.41,"529,962",3.57,"158,030",6.47,"235,249",10.55
2000M01,"1,792,647",-17.69,"3,268,763",-9.21,"147,287",-28.40,"286,212",-16.21,"428,807",-33.47,"546,268",-15.05,"725,274",-7.66,"734,941",-10.96,"128,459",-31.67,"168,855",-33.96,"362,820",2.43,"1,532,486",-0.14,"7,405,278",13.89,"5,375,419",16.02,"6,592,148",15.59,"4,598,417",17.78,"654,903",0.86,"536,495",4.31,"158,227",5.71,"240,509",12.05
2000M02,"1,790,048",-17.14,"3,320,187",-6.73,"147,305",-22.54,"320,412",4.54,"421,565",-33.82,"538,741",-15.47,"721,806",-9.82,"734,405",-9.67,"125,218",-30.45,"168,952",-32.94,"374,154",6.05,"1,557,679",0.42,"7,480,775",12.43,"5,434,320",15.13,"6,661,977",13.86,"4,647,084",16.68,"660,712",1.36,"543,698",4.58,"158,086",4.52,"243,538",11.95
2000M03,"1,740,220",-16.52,"3,288,780",-5.43,"138,005",-19.38,"350,682",26.47,"399,961",-33.82,"494,013",-18.50,"700,286",-11.72,"703,469",-9.63,"122,548",-23.32,"166,454",-29.06,"379,420",6.62,"1,574,163",-0.44,"7,454,941",9.98,"5,437,618",13.01,"6,634,183",11.07,"4,648,399",14.22,"663,661",1.59,"545,434",3.95,"157,097",3.10,"243,784",12.11
2000M04,"1,692,743",-20.51,"3,309,807",-5.24,"133,324",-21.14,"369,296",29.15,"383,451",-35.26,"481,690",-18.16,"674,610",-18.19,"707,254",-10.12,"119,267",-33.54,"161,782",-30.27,"382,091",4.97,"1,589,786",-0.61,"7,433,590",4.09,"5,452,101",9.02,"6,610,940",4.58,"4,657,627",9.55,"665,560",0.31,"547,548",3.31,"157,090",0.65,"246,926",12.56
2000M05,"1,646,156",-20.33,"3,322,464",-2.28,"133,143",-18.21,"434,357",59.59,"370,272",-34.12,"458,407",-18.75,"656,356",-19.35,"696,777",-8.57,"103,145",-38.65,"146,832",-26.15,"383,240",6.62,"1,586,091",-1.04,"7,422,259",3.41,"5,469,408",8.30,"6,599,442",3.87,"4,672,157",8.79,"665,041",-0.38,"549,145",2.81,"157,776",0.96,"248,106",12.10
2000M06,"1,644,212",-17.63,"3,340,679",0.22,"134,439",-14.34,"465,755",76.77,"361,421",-31.21,"474,811",-9.99,"644,057",-20.25,"675,788",-10.73,"95,344",-38.43,"138,039",-19.87,"408,951",16.43,"1,586,285",-1.66,"7,580,990",5.20,"5,509,555",7.80,"6,759,279",5.93,"4,710,724",8.12,"663,281",-0.82,"549,602",3.96,"158,430",1.27,"249,228",10.55
2000M07,"1,633,943",-15.74,"3,335,841",0.93,"135,858",-11.88,"451,729",56.49,"365,599",-27.32,"477,713",-7.95,"654,770",-18.42,"679,540",-6.93,"88,509",-40.36,"127,670",-26.28,"389,207",17.62,"1,599,189",0.31,"7,606,261",5.09,"5,573,888",7.81,"6,782,520",5.77,"4,770,934",8.08,"664,265",-0.69,"553,775",4.62,"159,476",1.76,"249,180",10.00
2000M08,"1,636,695",-14.37,"3,352,033",3.38,"135,014",-11.57,"385,132",42.83,"361,665",-26.43,"505,562",-3.73,"661,764",-15.62,"723,589",1.06,"84,791",-47.90,"126,072",-32.27,"393,461",22.93,"1,611,678",4.28,"7,656,922",5.90,"5,614,080",8.19,"6,829,671",6.62,"4,800,554",8.48,"666,799",-0.34,"564,503",5.49,"160,452",2.69,"249,024",8.90
2000M09,"1,623,655",-13.69,"3,336,039",4.15,"131,772",-12.25,"344,165",27.91,"359,509",-25.79,"495,328",-6.61,"657,865",-14.19,"759,730",6.81,"83,456",-47.62,"125,764",-30.92,"391,053",22.01,"1,611,053",6.67,"7,705,646",6.61,"5,642,362",8.34,"6,876,408",7.31,"4,825,805",8.59,"667,252",0.51,"566,452",6.26,"161,986",3.70,"250,103",8.28
2000M10,"1,605,725",-14.96,"3,300,758",1.98,"131,660",-15.96,"334,442",17.24,"354,377",-26.22,"501,982",-6.72,"650,086",-13.87,"754,028",3.51,"80,329",-49.98,"118,415",-36.46,"389,273",15.92,"1,591,891",6.23,"7,729,041",6.45,"5,644,470",7.78,"6,898,947",6.98,"4,829,234",7.87,"666,531",1.74,"563,143",6.55,"163,563",4.33,"252,091",8.89
2000M11,"1,597,085",-14.26,"3,325,963",2.23,"135,964",-13.67,"351,830",11.98,"353,198",-24.48,"514,547",-4.44,"646,227",-13.49,"762,902",6.07,"76,370",-49.27,"107,972",-38.73,"385,326",13.37,"1,588,711",5.53,"7,745,492",5.77,"5,651,305",7.14,"6,914,817",6.13,"4,832,661",7.06,"665,502",2.34,"564,286",6.80,"165,173",5.00,"254,358",9.41
2000M12,"1,614,048",-12.09,"3,336,635",0.10,"137,684",-14.61,"369,285",1.71,"355,794",-20.93,"525,327",-6.94,"669,772",-9.30,"751,228",3.49,"73,113",-45.80,"94,562",-42.84,"377,685",7.44,"1,596,234",5.39,"7,792,652",5.61,"5,673,510",6.37,"6,961,993",5.98,"4,851,404",6.20,"663,648",1.91,"564,315",6.48,"167,011",5.68,"257,791",9.58
2001M01,"1,637,025",-8.68,"3,317,719",1.50,"130,356",-11.50,"321,158",12.21,"361,388",-15.72,"531,399",-2.72,"705,052",-2.79,"759,152",3.29,"68,529",-46.65,"90,261",-46.55,"371,700",2.45,"1,615,749",5.43,"7,947,993",7.33,"5,746,595",6.91,"7,105,931",7.79,"4,911,151",6.80,"666,533",1.78,"569,214",6.10,"175,529",10.93,"266,229",10.69
2001M02,"1,653,224",-7.64,"3,365,760",1.37,"130,070",-11.70,"297,236",-7.23,"366,617",-13.03,"537,446",-0.24,"718,235",-0.49,"759,931",3.48,"68,486",-45.31,"101,682",-39.82,"369,816",-1.16,"1,669,464",7.18,"8,126,941",8.64,"5,845,959",7.57,"7,264,868",9.05,"4,986,376",7.30,"682,972",3.37,"586,786",7.92,"179,101",13.29,"272,798",12.01
2001M03,"1,625,998",-6.56,"3,328,050",1.19,"125,531",-9.04,"250,848",-28.47,"355,691",-11.07,"493,224",-0.16,"710,456",1.45,"751,644",6.85,"70,785",-42.24,"119,750",-28.06,"363,535",-4.19,"1,712,583",8.79,"8,228,572",10.38,"5,906,038",8.61,"7,350,654",10.80,"5,034,786",8.31,"692,830",4.40,"593,227",8.76,"185,088",17.82,"278,025",14.05
2001M04,"1,604,917",-5.19,"3,286,500",-0.70,"124,820",-6.38,"252,276",-31.69,"343,024",-10.54,"461,896",-4.11,"702,602",4.15,"733,988",3.78,"72,387",-39.31,"122,350",-24.37,"362,084",-5.24,"1,715,991",7.94,"8,292,321",11.55,"5,943,564",9.01,"7,404,807",12.01,"5,064,425",8.73,"698,805",5.00,"599,108",9.42,"188,709",20.13,"280,031",13.41
2001M05,"1,584,950",-3.72,"3,258,606",-1.92,"122,798",-7.77,"244,090",-43.80,"331,393",-10.50,"454,874",-0.77,"700,511",6.73,"725,267",4.09,"73,131",-29.10,"123,058",-16.19,"357,117",-6.82,"1,711,316",7.90,"8,337,575",12.33,"5,966,512",9.09,"7,438,064",12.71,"5,081,761",8.77,"707,356",6.36,"604,088",10.01,"192,155",21.79,"280,662",13.12
2001M06,"1,544,667",-6.05,"3,235,634",-3.14,"120,804",-10.14,"246,708",-47.03,"320,206",-11.40,"437,515",-7.85,"676,932",5.10,"725,941",7.42,"71,964",-24.52,"120,224",-12.91,"354,761",-13.25,"1,705,245",7.50,"8,377,190",10.50,"6,002,800",8.95,"7,464,421",10.43,"5,117,567",8.64,"715,993",7.95,"603,536",9.81,"196,776",24.20,"281,697",13.03
2001M07,"1,491,846",-8.70,"3,201,542",-4.03,"119,382",-12.13,"243,083",-46.19,"313,875",-14.15,"426,511",-10.72,"639,322",-2.36,"718,521",5.74,"71,757",-18.93,"115,116",-9.83,"347,510",-10.71,"1,698,311",6.20,"8,423,759",10.75,"6,037,380",8.32,"7,487,050",10.39,"5,138,521",7.70,"734,116",10.52,"614,804",11.02,"202,593",27.04,"284,055",14.00
2001M08,"1,479,882",-9.58,"3,198,026",-4.59,"123,037",-8.87,"269,014",-30.15,"315,886",-12.66,"434,112",-14.13,"624,441",-5.64,"703,422",-2.79,"73,649",-13.14,"128,602",2.01,"342,869",-12.86,"1,662,876",3.18,"8,507,130",11.10,"6,101,948",8.69,"7,544,945",10.47,"5,180,997",7.92,"753,412",12.99,"634,868",12.46,"208,773",30.12,"286,083",14.88
2001M09,"1,482,424",-8.70,"3,205,165",-3.92,"125,539",-4.73,"296,796",-13.76,"321,127",-10.68,"457,736",-7.59,"622,161",-5.43,"684,688",-9.88,"77,124",-7.59,"137,840",9.60,"336,473",-13.96,"1,628,105",1.06,"8,576,079",11.30,"6,232,357",10.46,"7,586,908",10.33,"5,292,876",9.68,"771,740",15.66,"653,453",15.36,"217,431",34.23,"286,027",14.36
2001M10,"1,447,618",-9.85,"3,145,352",-4.71,"115,020",-12.64,"301,277",-9.92,"315,360",-11.01,"440,555",-12.24,"614,298",-5.51,"663,939",-11.95,"74,844",-6.83,"141,637",19.61,"328,096",-15.72,"1,597,945",0.38,"8,642,095",11.81,"6,264,400",10.98,"7,615,534",10.39,"5,354,633",10.88,"797,443",19.64,"671,055",19.16,"229,118",40.08,"238,711",-5.31
2001M11,"1,413,555",-11.49,"3,095,082",-6.94,"108,170",-20.44,"315,318",-10.38,"303,791",-13.99,"416,473",-19.06,"605,835",-6.25,"651,151",-14.65,"72,463",-5.12,"136,820",26.72,"323,296",-16.10,"1,575,322",-0.84,"8,774,040",13.28,"6,265,337",10.87,"7,707,802",11.47,"5,349,157",10.69,"823,780",23.78,"683,127",21.06,"242,458",46.79,"233,053",-8.38
