期間,合計_原始值,合計_年增率(%),企業及個人存款-計_原始值,企業及個人存款-計_年增率(%),企業及個人存款-支票存款_原始值,企業及個人存款-支票存款_年增率(%),企業及個人存款-活期存款_原始值,企業及個人存款-活期存款_年增率(%),企業及個人存款-活期儲蓄存款_原始值,企業及個人存款-活期儲蓄存款_年增率(%),企業及個人存款-定期存款_原始值,企業及個人存款-定期存款_年增率(%),企業及個人存款-定期儲蓄存款_原始值,企業及個人存款-定期儲蓄存款_年增率(%),企業及個人存款-外匯活期存款_原始值,企業及個人存款-外匯活期存款_年增率(%),企業及個人存款-外匯定期存款_原始值,企業及個人存款-外匯定期存款_年增率(%),政府存款-計_原始值,政府存款-計_年增率(%),政府存款-公庫收入總存款_原始值,政府存款-公庫收入總存款_年增率(%),政府存款-機關存款_原始值,政府存款-機關存款_年增率(%),政府存款-機關外匯存款_原始值,政府存款-機關外匯存款_年增率(%)
2010M07,"22,542,267",3.65,"21,914,860",3.71,"356,214",27.99,"2,468,071",14.79,"6,149,618",11.01,"4,133,767",2.21,"6,551,061",-3.74,"1,189,220",22.27,"1,066,909",-20.45,"627,407",1.88,"11,847",-1.82,"611,297",1.95,"4,263",2.16
2010M08,"22,668,232",4.51,"22,026,331",4.51,"324,864",10.01,"2,604,586",15.45,"6,195,462",11.70,"4,091,744",4.79,"6,554,250",-3.09,"1,206,292",23.43,"1,049,133",-21.28,"641,901",4.44,"11,496",-14.04,"625,433",4.74,"4,972",19.84
2010M09,"22,828,858",4.92,"22,157,871",4.79,"309,302",7.10,"2,493,101",13.95,"6,368,413",11.58,"4,037,528",3.99,"6,564,541",-2.56,"1,337,369",27.94,"1,047,617",-19.10,"670,987",9.12,"11,969",7.49,"653,755",9.08,"5,263",19.37
2010M10,"23,087,411",5.15,"22,417,259",4.95,"345,926",9.63,"2,497,718",6.96,"6,374,466",9.23,"4,137,596",6.46,"6,556,171",-1.68,"1,452,920",36.44,"1,052,462",-16.01,"670,152",12.20,"16,595",24.28,"647,893",11.89,"5,664",15.47
2010M11,"23,247,345",5.56,"22,540,532",5.20,"323,392",7.01,"2,594,887",7.66,"6,396,109",9.15,"4,164,985",6.19,"6,560,896",-0.72,"1,435,277",32.53,"1,064,986",-14.17,"706,813",18.45,"17,411",-13.27,"682,205",19.20,"7,197",67.22
2010M12,"23,598,177",5.63,"22,901,147",5.32,"340,176",4.49,"2,688,197",9.66,"6,542,247",8.82,"4,208,838",5.81,"6,546,483",-0.19,"1,471,951",25.71,"1,103,255",-11.59,"697,030",16.92,"18,929",30.87,"672,162",16.39,"5,939",41.61
2011M01,"23,487,091",5.72,"22,901,789",5.90,"355,920",3.61,"2,525,108",4.30,"6,659,206",10.51,"4,280,430",7.36,"6,602,238",1.07,"1,410,139",19.67,"1,068,748",-6.08,"585,302",-0.94,"11,638",-10.91,"565,428",-1.42,"8,236",95.44
2011M02,"23,642,028",6.90,"23,033,145",6.83,"360,091",10.58,"2,586,376",10.25,"6,607,609",9.14,"4,390,384",9.06,"6,629,409",1.68,"1,372,444",14.89,"1,086,832",-0.80,"608,883",9.80,"14,008",31.10,"587,169",8.84,"7,706",77.07
2011M03,"23,690,765",6.60,"23,077,263",6.61,"316,224",5.33,"2,654,931",11.43,"6,551,442",8.30,"4,430,205",8.83,"6,633,163",1.72,"1,424,291",18.84,"1,067,007",-5.03,"613,502",6.19,"11,842",-34.48,"594,577",7.02,"7,083",71.83
2011M04,"23,877,555",6.88,"23,254,200",7.01,"355,368",18.04,"2,559,932",5.66,"6,579,954",7.48,"4,525,729",10.67,"6,673,914",2.43,"1,504,262",25.93,"1,055,041",-2.76,"623,355",2.19,"15,232",35.87,"602,379",1.36,"5,744",27.99
2011M05,"23,773,878",6.49,"23,126,691",6.72,"319,857",1.58,"2,569,290",5.29,"6,543,009",9.18,"4,515,511",9.06,"6,699,335",2.84,"1,411,020",26.61,"1,068,669",-7.32,"647,187",-1.19,"27,951",88.82,"613,210",-3.47,"6,026",22.75
2011M06,"23,931,901",6.76,"23,297,804",6.97,"326,920",1.12,"2,714,075",7.47,"6,440,816",7.33,"4,534,290",8.67,"6,737,654",3.18,"1,405,702",25.36,"1,138,347",2.92,"634,097",-0.63,"8,367",-21.09,"618,938",-0.56,"6,792",32.66
2011M07,"24,121,995",7.01,"23,505,534",7.26,"378,899",6.37,"2,639,035",6.93,"6,595,629",7.25,"4,515,646",9.24,"6,790,612",3.66,"1,450,395",21.96,"1,135,318",6.41,"616,461",-1.74,"12,228",3.22,"597,650",-2.23,"6,583",54.42
2011M08,"24,096,427",6.30,"23,463,863",6.53,"326,725",0.57,"2,790,193",7.13,"6,604,916",6.61,"4,416,683",7.94,"6,850,302",4.52,"1,341,285",11.19,"1,133,759",8.07,"632,564",-1.45,"19,540",69.97,"605,869",-3.13,"7,155",43.91
2011M09,"24,236,821",6.17,"23,593,631",6.48,"320,161",3.51,"2,755,238",10.51,"6,569,589",3.16,"4,478,120",10.91,"6,899,458",5.10,"1,388,548",3.83,"1,182,517",12.88,"643,190",-4.14,"10,023",-16.26,"626,204",-4.21,"6,963",32.30
2011M10,"24,380,355",5.60,"23,738,440",5.89,"323,874",-6.37,"2,701,474",8.16,"6,572,585",3.11,"4,578,089",10.65,"6,928,656",5.68,"1,464,615",0.80,"1,169,147",11.09,"641,915",-4.21,"9,949",-40.05,"624,136",-3.67,"7,830",38.24
2011M11,"24,453,738",5.19,"23,797,975",5.58,"327,590",1.30,"2,767,333",6.65,"6,524,900",2.01,"4,614,589",10.79,"6,963,630",6.14,"1,426,357",-0.62,"1,173,576",10.20,"655,763",-7.22,"15,022",-13.72,"626,577",-8.15,"14,164",96.80
2011M12,"24,783,296",5.02,"24,105,278",5.26,"392,811",15.47,"2,759,715",2.66,"6,656,912",1.75,"4,616,645",9.69,"7,000,791",6.94,"1,443,603",-1.93,"1,234,801",11.92,"678,018",-2.73,"17,291",-8.65,"652,646",-2.90,"8,081",36.07
2012M01,"24,804,459",5.61,"24,207,508",5.70,"321,242",-9.74,"2,600,613",2.99,"6,851,774",2.89,"4,615,233",7.82,"7,038,700",6.61,"1,580,800",12.10,"1,199,146",12.20,"596,951",1.99,"8,662",-25.57,"578,862",2.38,"9,427",14.46
2012M02,"24,943,538",5.51,"24,328,841",5.63,"324,197",-9.97,"2,729,490",5.53,"6,777,759",2.58,"4,688,334",6.79,"7,094,387",7.01,"1,553,886",13.22,"1,160,788",6.80,"614,697",0.95,"16,108",14.99,"589,299",0.36,"9,290",20.56
2012M03,"24,996,583",5.51,"24,385,309",5.67,"349,189",10.42,"2,651,623",-0.12,"6,814,732",4.02,"4,728,757",6.74,"7,127,724",7.46,"1,535,724",7.82,"1,177,560",10.36,"611,274",-0.36,"10,660",-9.98,"592,564",-0.34,"8,050",13.65
2012M04,"24,964,698",4.55,"24,346,404",4.70,"324,848",-8.59,"2,680,037",4.69,"6,764,448",2.80,"4,746,616",4.88,"7,125,303",6.76,"1,544,303",2.66,"1,160,849",10.03,"618,294",-0.81,"12,260",-19.51,"597,938",-0.74,"8,096",40.95
2012M05,"24,917,491",4.81,"24,280,424",4.99,"322,119",0.71,"2,733,073",6.37,"6,692,474",2.28,"4,713,474",4.38,"7,132,095",6.46,"1,495,918",6.02,"1,191,271",11.47,"637,067",-1.56,"22,537",-19.37,"606,922",-1.03,"7,608",26.25
2012M06,"24,937,795",4.20,"24,291,314",4.26,"368,196",12.63,"2,721,910",0.29,"6,647,524",3.21,"4,726,148",4.23,"7,103,550",5.43,"1,523,164",8.36,"1,200,822",5.49,"646,481",1.95,"15,050",79.87,"623,306",0.71,"8,125",19.63
2012M07,"24,934,732",3.37,"24,278,281",3.29,"338,987",-10.53,"2,815,217",6.68,"6,683,553",1.33,"4,668,334",3.38,"7,129,967",5.00,"1,458,324",0.55,"1,183,899",4.28,"656,451",6.49,"14,131",15.56,"634,065",6.09,"8,255",25.40
2012M08,"25,150,586",4.37,"24,516,119",4.48,"317,859",-2.71,"2,798,385",0.29,"6,836,412",3.50,"4,644,619",5.16,"7,174,633",4.73,"1,539,307",14.76,"1,204,904",6.28,"634,467",0.30,"12,940",-33.78,"613,427",1.25,"8,100",13.21
2012M09,"25,131,412",3.69,"24,480,944",3.76,"366,369",14.43,"2,729,189",-0.95,"6,858,115",4.39,"4,611,024",2.97,"7,195,818",4.30,"1,550,368",11.65,"1,170,061",-1.05,"650,468",1.13,"10,463",4.39,"631,525",0.85,"8,480",21.79
2012M10,"25,120,345",3.04,"24,479,610",3.12,"318,975",-1.51,"2,795,864",3.49,"6,789,932",3.31,"4,601,543",0.51,"7,225,058",4.28,"1,559,808",6.50,"1,188,430",1.65,"640,735",-0.18,"9,156",-7.97,"623,819",-0.05,"7,760",-0.89
2012M11,"25,274,125",3.35,"24,618,647",3.45,"316,075",-3.52,"2,802,480",1.27,"6,821,231",4.54,"4,626,070",0.25,"7,239,338",3.96,"1,631,875",14.41,"1,181,578",0.68,"655,478",-0.04,"19,839",32.07,"626,685",0.02,"8,954",-36.78
2012M12,"25,587,343",3.24,"24,930,604",3.42,"395,457",0.67,"2,855,877",3.48,"6,989,201",4.99,"4,557,763",-1.28,"7,256,995",3.66,"1,643,771",13.87,"1,231,540",-0.26,"656,739",-3.14,"22,234",28.59,"624,420",-4.32,"10,085",24.80
2013M01,"25,754,027",3.83,"25,092,485",3.66,"348,897",8.61,"2,946,185",13.29,"6,998,661",2.14,"4,572,350",-0.93,"7,289,472",3.56,"1,715,266",8.51,"1,221,654",1.88,"661,542",10.82,"48,843",463.88,"601,960",3.99,"10,739",13.92
2013M02,"25,769,316",3.31,"25,162,665",3.43,"369,297",13.91,"2,803,027",2.69,"7,112,793",4.94,"4,581,173",-2.29,"7,320,320",3.18,"1,707,539",9.89,"1,268,516",9.28,"606,651",-1.31,"40,025",148.48,"557,113",-5.46,"9,513",2.40
2013M03,"25,916,642",3.68,"25,325,531",3.86,"356,755",2.17,"2,866,215",8.09,"7,142,259",4.81,"4,597,764",-2.77,"7,346,190",3.07,"1,681,847",9.51,"1,334,501",13.33,"591,111",-3.30,"36,043",238.11,"545,047",-8.02,"10,021",24.48
2013M04,"25,961,850",3.99,"25,367,911",4.20,"330,005",1.59,"2,931,588",9.39,"7,069,528",4.51,"4,606,968",-2.94,"7,366,351",3.38,"1,757,962",13.84,"1,305,509",12.46,"593,939",-3.94,"48,059",292.00,"537,152",-10.17,"8,728",7.81
2013M05,"26,068,717",4.62,"25,452,341",4.83,"324,747",0.82,"2,911,376",6.52,"7,182,016",7.31,"4,595,069",-2.51,"7,369,157",3.32,"1,743,738",16.57,"1,326,238",11.33,"616,376",-3.25,"52,566",133.24,"555,172",-8.53,"8,638",13.54
2013M06,"26,321,409",5.55,"25,700,344",5.80,"370,865",0.72,"3,029,378",11.30,"7,139,499",7.40,"4,634,364",-1.94,"7,381,309",3.91,"1,758,240",15.43,"1,386,689",15.48,"621,065",-3.93,"48,540",222.52,"563,464",-9.60,"9,061",11.52
2013M07,"26,487,825",6.23,"25,846,155",6.46,"340,863",0.55,"3,050,955",8.37,"7,268,672",8.75,"4,599,245",-1.48,"7,398,834",3.77,"1,777,311",21.87,"1,410,275",19.12,"641,670",-2.25,"49,321",249.03,"583,528",-7.97,"8,821",6.86
2013M08,"26,556,104",5.59,"25,945,289",5.83,"374,249",17.74,"3,033,399",8.40,"7,347,476",7.48,"4,566,740",-1.68,"7,418,026",3.39,"1,753,176",13.89,"1,452,223",20.53,"610,815",-3.73,"47,239",265.06,"555,229",-9.49,"8,347",3.05
2013M09,"26,601,011",5.85,"25,976,450",6.11,"335,636",-8.39,"3,025,560",10.86,"7,345,369",7.10,"4,533,927",-1.67,"7,432,390",3.29,"1,811,434",16.84,"1,492,134",27.53,"624,561",-3.98,"34,229",227.14,"580,781",-8.04,"9,551",12.63
2013M10,"26,781,742",6.61,"26,165,402",6.89,"328,688",3.05,"3,063,151",9.56,"7,366,119",8.49,"4,575,183",-0.57,"7,433,677",2.89,"1,819,779",16.67,"1,578,805",32.85,"616,340",-3.81,"28,134",207.27,"578,048",-7.34,"10,158",30.90
2013M11,"26,843,617",6.21,"26,214,560",6.48,"384,851",21.76,"3,071,991",9.62,"7,327,020",7.41,"4,573,118",-1.14,"7,429,534",2.63,"1,777,080",8.90,"1,650,966",39.73,"629,057",-4.03,"38,802",95.58,"580,367",-7.39,"9,888",10.43
2013M12,"27,101,027",5.92,"26,487,774",6.25,"366,713",-7.27,"3,253,900",13.94,"7,478,124",7.00,"4,522,708",-0.77,"7,391,214",1.85,"1,753,351",6.67,"1,721,764",39.81,"613,253",-6.62,"43,153",94.09,"560,022",-10.31,"10,078",-0.07
2014M01,"27,124,191",5.32,"26,506,789",5.64,"399,233",14.43,"3,022,154",2.58,"7,690,926",9.89,"4,523,961",-1.06,"7,425,034",1.86,"1,621,854",-5.45,"1,823,627",49.28,"617,402",-6.67,"38,195",-21.80,"570,204",-5.28,"9,003",-16.17
2014M02,"27,361,382",6.18,"26,748,413",6.30,"378,867",2.59,"3,112,655",11.05,"7,705,385",8.33,"4,552,980",-0.62,"7,462,895",1.95,"1,696,254",-0.66,"1,839,377",45.00,"612,969",1.04,"35,684",-10.85,"567,596",1.88,"9,689",1.85
2014M03,"27,570,818",6.38,"26,955,156",6.43,"340,584",-4.53,"3,242,563",13.13,"7,677,893",7.50,"4,536,577",-1.33,"7,477,618",1.79,"1,748,414",3.96,"1,931,507",44.74,"615,662",4.15,"32,646",-9.42,"572,182",4.98,"10,834",8.11
2014M04,"27,670,619",6.58,"27,046,121",6.62,"344,559",4.41,"3,256,658",11.09,"7,691,595",8.80,"4,595,989",-0.24,"7,488,847",1.66,"1,706,695",-2.92,"1,961,778",50.27,"624,498",5.15,"36,606",-23.83,"577,448",7.50,"10,444",19.66
2014M05,"27,666,234",6.13,"27,012,081",6.13,"379,437",16.84,"3,140,669",7.88,"7,672,604",6.83,"4,558,254",-0.80,"7,502,023",1.80,"1,745,083",0.08,"2,014,011",51.86,"654,153",6.13,"43,421",-17.40,"600,321",8.13,"10,411",20.53
2014M06,"27,758,787",5.46,"27,098,104",5.44,"349,425",-5.78,"3,263,124",7.72,"7,633,107",6.91,"4,543,351",-1.96,"7,511,348",1.76,"1,793,082",1.98,"2,004,667",44.57,"660,683",6.38,"55,740",14.83,"592,803",5.21,"12,140",33.98
2014M07,"28,057,042",5.92,"27,344,244",5.80,"350,261",2.76,"3,331,095",9.18,"7,762,446",6.79,"4,541,518",-1.26,"7,550,330",2.05,"1,810,651",1.88,"1,997,943",41.67,"712,798",11.08,"35,570",-27.88,"666,466",14.21,"10,762",22.00
