期間,景氣同時指標綜合指數(點)_原始值,景氣同時指標綜合指數(點)_年增率(%),工業生產指數(Index 2011=100)_原始值,工業生產指數(Index 2011=100)_年增率(%),電力(企業)總用電量(十億度)_原始值,電力(企業)總用電量(十億度)_年增率(%),製造業銷售量指數(Index 2011=100)_原始值,製造業銷售量指數(Index 2011=100)_年增率(%),商業營業額(十億元)_原始值,商業營業額(十億元)_年增率(%),非農業部門就業人數(千人)_原始值,非農業部門就業人數(千人)_年增率(%),海關出口值(十億元)_原始值,海關出口值(十億元)_年增率(%),機械及電機設備進口值(十億元)_原始值,機械及電機設備進口值(十億元)_年增率(%)
2000M04,63.77,12.83,60.50,3.33,7.59,7.97,62.95,2.62,755.1,10.08,"8,695",2.11,382.8,25.13,177.8,48.31
2000M05,64.48,13.15,63.61,6.94,8.31,11.25,66.50,9.74,779.7,13.13,"8,722",1.81,411.6,16.69,184.7,40.52
2000M06,65.01,13.37,63.86,8.68,8.52,7.98,66.61,8.96,780.1,11.46,"8,742",1.56,391.0,19.89,172.7,31.42
2000M07,65.29,13.38,62.86,6.38,8.34,6.38,65.04,7.88,803.5,11.65,"8,771",1.50,428.4,31.09,199.3,54.23
2000M08,65.30,12.97,64.36,8.99,8.49,3.66,65.61,10.14,805.0,12.49,"8,798",1.58,405.2,15.86,180.4,29.96
2000M09,65.05,11.96,63.49,14.73,8.33,17.49,67.02,17.21,803.5,13.19,"8,782",1.78,412.7,33.44,186.3,55.55
2000M10,64.48,9.90,64.41,6.64,8.75,18.24,66.49,5.42,785.2,11.61,"8,803",1.46,436.3,17.85,191.1,8.30
2000M11,63.64,7.13,63.17,2.82,7.73,-1.40,64.01,2.07,777.7,9.83,"8,828",1.11,417.1,11.93,176.1,14.75
2000M12,62.63,3.97,62.31,-0.21,7.69,10.17,62.60,-3.01,778.6,5.17,"8,835",1.08,408.8,15.09,154.1,1.05
2001M01,61.50,0.59,53.21,-12.14,6.93,-0.29,54.92,-13.73,733.5,-1.70,"8,781",0.49,330.6,-12.48,140.3,-5.93
2001M02,60.32,-2.78,55.51,12.69,6.87,6.02,57.60,11.43,704.2,-2.43,"8,700",0.53,335.9,18.96,139.5,3.03
2001M03,59.15,-6.01,61.87,-3.21,7.72,1.71,65.03,-5.08,737.2,-2.86,"8,684",0.14,388.2,3.46,144.5,-12.59
2001M04,58.05,-8.98,56.10,-7.27,7.50,-1.19,58.97,-6.32,711.7,-5.76,"8,650",-0.52,365.2,-4.59,156.9,-11.75
2001M05,57.09,-11.46,58.71,-7.70,8.08,-2.77,60.12,-9.59,705.2,-9.56,"8,642",-0.92,341.2,-17.11,126.9,-31.31
2001M06,56.36,-13.31,55.46,-13.15,8.66,1.64,56.75,-14.80,710.4,-8.94,"8,662",-0.92,359.2,-8.14,127.3,-26.32
2001M07,55.81,-14.51,54.96,-12.57,8.86,6.24,56.36,-13.35,719.8,-10.42,"8,663",-1.23,346.1,-19.22,131.7,-33.92
2001M08,55.50,-15.01,58.35,-9.34,8.47,-0.24,60.06,-8.46,736.6,-8.49,"8,674",-1.41,337.6,-16.68,118.6,-34.27
2001M09,55.44,-14.77,53.31,-16.03,8.00,-3.96,55.12,-17.76,691.3,-13.97,"8,640",-1.62,314.6,-23.76,118.2,-36.54
2001M10,55.70,-13.63,59.01,-8.38,8.45,-3.43,60.50,-9.01,727.5,-7.34,"8,649",-1.75,408.5,-6.38,159.0,-16.77
2001M11,56.16,-11.76,57.23,-9.40,7.71,-0.26,60.21,-5.94,737.5,-5.16,"8,677",-1.71,361.5,-13.33,124.5,-29.31
2001M12,56.83,-9.25,56.15,-9.89,7.55,-1.82,57.86,-7.57,760.8,-2.29,"8,698",-1.55,365.6,-10.56,134.0,-13.09
2002M01,57.70,-6.18,57.92,8.85,7.59,9.52,61.19,11.42,732.9,-0.09,"8,729",-0.59,350.4,5.98,128.0,-8.81
2002M02,58.72,-2.66,47.61,-14.23,6.22,-9.46,49.66,-13.78,677.7,-3.77,"8,706",0.07,290.1,-13.65,104.6,-25.00
2002M03,59.76,1.04,61.50,-0.60,7.85,1.68,65.37,0.52,758.3,2.86,"8,708",0.28,416.1,7.20,165.7,14.66
2002M04,60.67,4.52,61.44,9.52,8.08,7.73,64.55,9.46,745.5,4.75,"8,728",0.90,393.1,7.62,153.9,-1.89
2002M05,61.36,7.47,64.74,10.27,9.19,13.74,65.92,9.65,751.1,6.51,"8,742",1.16,394.1,15.50,141.8,11.78
2002M06,61.77,9.61,60.49,9.07,8.57,-1.04,62.20,9.60,753.9,6.13,"8,752",1.04,396.2,10.31,149.4,17.43
2002M07,61.99,11.07,62.82,14.30,9.19,3.72,64.06,13.66,768.8,6.80,"8,768",1.21,386.0,11.53,160.1,21.56
2002M08,62.10,11.89,63.35,8.57,9.29,9.68,64.20,6.89,762.2,3.48,"8,772",1.13,379.8,12.49,129.5,9.23
2002M09,62.17,12.14,60.82,14.09,8.80,10.00,63.00,14.30,779.7,12.80,"8,736",1.11,400.3,27.23,151.9,28.50
2002M10,62.25,11.77,63.96,8.39,8.94,5.80,66.83,10.46,798.9,9.81,"8,741",1.06,415.1,1.63,160.8,1.12
2002M11,62.36,11.04,62.63,9.44,8.52,10.51,65.36,8.55,794.2,7.68,"8,765",1.01,426.9,18.08,144.0,15.68
2002M12,62.48,9.94,63.30,12.73,8.19,8.48,65.59,13.36,811.7,6.69,"8,791",1.07,422.4,15.53,162.1,20.98
2003M01,62.60,8.49,64.68,11.67,7.85,3.43,66.81,9.18,795.9,8.60,"8,819",1.03,362.9,3.57,140.4,9.72
2003M02,62.69,6.76,53.14,11.62,7.03,13.02,54.48,9.71,704.0,3.88,"8,799",1.07,352.7,21.58,127.5,21.89
2003M03,62.74,4.98,65.09,5.84,8.49,8.15,65.85,0.73,784.7,3.48,"8,815",1.23,456.2,9.64,159.6,-3.66
2003M04,62.85,3.59,64.08,4.30,8.54,5.69,65.01,0.71,759.1,1.84,"8,839",1.27,417.4,6.18,147.0,-4.52
2003M05,63.15,2.92,65.32,0.90,8.76,-4.68,64.77,-1.74,721.7,-3.91,"8,828",0.98,406.2,3.07,125.1,-11.80
2003M06,63.78,3.25,64.01,5.82,9.01,5.13,64.74,4.08,749.6,-0.57,"8,843",1.04,418.1,5.52,146.8,-1.77
2003M07,64.69,4.36,68.27,8.68,9.58,4.24,68.49,6.92,793.1,3.17,"8,890",1.39,417.9,8.27,152.3,-4.88
2003M08,65.79,5.95,67.82,7.06,9.64,3.77,67.88,5.73,795.1,4.32,"8,914",1.62,443.8,16.85,151.0,16.58
2003M09,66.96,7.70,67.45,10.90,9.87,12.16,68.54,8.79,815.5,4.58,"8,889",1.75,448.9,12.16,157.7,3.83
2003M10,68.15,9.46,72.03,12.62,9.31,4.14,74.42,11.36,844.0,5.64,"8,922",2.07,460.6,10.95,165.3,2.77
2003M11,69.29,11.11,69.98,11.74,8.83,3.64,71.32,9.12,834.3,5.06,"8,967",2.30,490.2,14.83,183.3,27.30
2003M12,70.31,12.53,75.15,18.72,9.14,11.60,75.66,15.35,873.3,7.59,"9,004",2.42,498.1,17.93,185.3,14.32
2004M01,71.11,13.60,64.07,-0.94,7.95,1.27,66.28,-0.79,838.9,5.41,"9,030",2.39,418.2,15.24,152.3,8.46
2004M02,71.70,14.38,68.04,28.04,7.84,11.52,69.52,27.61,802.5,14.00,"9,026",2.58,461.2,30.76,175.9,37.92
2004M03,72.14,14.99,75.44,15.90,9.49,11.78,76.45,16.10,847.7,8.03,"9,059",2.77,513.6,12.58,198.1,24.09
2004M04,72.49,15.34,72.77,13.56,9.16,7.26,75.40,15.98,844.5,11.24,"9,079",2.72,485.5,16.34,171.5,16.68
2004M05,72.76,15.22,74.65,14.28,9.24,5.48,74.93,15.69,849.0,17.63,"9,116",3.26,547.0,34.66,181.8,45.36
2004M06,72.95,14.38,73.30,14.51,10.29,14.21,74.33,14.81,858.4,14.51,"9,146",3.43,509.7,21.92,186.1,26.76
2004M07,73.05,12.92,73.49,7.65,9.99,4.28,74.64,8.98,864.8,9.04,"9,189",3.36,517.2,23.76,184.1,20.87
2004M08,73.13,11.16,72.47,6.86,10.24,6.22,73.91,8.88,862.2,8.43,"9,201",3.22,526.9,18.73,193.8,28.35
2004M09,73.24,9.37,72.85,8.01,10.35,4.86,73.76,7.62,887.3,8.81,"9,157",3.02,530.0,18.05,195.1,23.70
2004M10,73.33,7.61,74.42,3.32,9.58,2.90,75.20,1.05,911.1,7.96,"9,209",3.22,546.1,18.56,210.9,27.60
2004M11,73.44,5.98,74.46,6.40,9.42,6.68,73.74,3.39,907.3,8.74,"9,248",3.13,540.3,10.23,206.1,12.45
2004M12,73.59,4.67,75.17,0.03,9.74,6.56,74.17,-1.97,919.8,5.32,"9,271",2.97,501.6,0.70,186.4,0.61
2005M01,73.77,3.74,74.13,15.70,8.52,7.17,77.44,16.84,926.3,10.42,"9,296",2.95,516.1,23.41,192.0,26.05
2005M02,73.99,3.20,60.32,-11.35,7.29,-7.02,61.07,-12.15,788.3,-1.77,"9,276",2.77,387.0,-16.07,139.8,-20.52
2005M03,74.27,2.96,76.56,1.48,9.93,4.64,79.72,4.28,929.1,9.60,"9,282",2.46,511.3,-0.45,193.8,-2.16
2005M04,74.57,2.87,74.33,2.14,9.28,1.31,76.30,1.19,899.6,6.53,"9,300",2.43,515.7,6.21,175.0,2.07
2005M05,74.88,2.91,74.95,0.40,10.30,11.47,76.32,1.86,888.8,4.69,"9,313",2.16,534.9,-2.20,189.4,4.20
2005M06,75.23,3.13,75.12,2.48,10.47,1.75,77.75,4.60,909.0,5.89,"9,322",1.92,486.1,-4.64,174.5,-6.23
2005M07,75.68,3.60,73.50,0.01,10.03,0.40,75.60,1.29,909.9,5.21,"9,348",1.73,512.6,-0.88,186.5,1.33
2005M08,76.31,4.34,77.42,6.83,11.17,9.08,80.26,8.59,921.4,6.87,"9,385",2.00,528.6,0.33,181.2,-6.52
2005M09,77.05,5.21,76.75,5.35,10.65,2.90,81.23,10.13,947.5,6.78,"9,366",2.28,551.7,4.10,188.8,-3.21
2005M10,77.81,6.11,78.69,5.74,9.97,4.07,81.39,8.23,956.9,5.02,"9,415",2.24,624.8,14.43,206.0,-2.31
2005M11,78.52,6.93,78.35,5.22,10.43,10.72,82.04,11.26,974.1,7.37,"9,453",2.22,606.6,12.27,207.1,0.49
2005M12,79.13,7.52,79.92,6.32,9.60,-1.44,82.90,11.77,988.0,7.42,"9,469",2.14,599.0,19.41,181.4,-2.65
2006M01,79.61,7.92,76.37,3.02,8.78,3.05,79.61,2.80,965.9,4.28,"9,479",1.97,545.0,5.60,169.2,-11.88
2006M02,79.96,8.06,68.32,13.26,8.52,16.87,70.31,15.13,878.9,11.49,"9,450",1.88,495.8,28.09,191.5,36.97
2006M03,80.15,7.92,82.43,7.67,10.52,5.94,85.27,6.96,977.6,5.22,"9,473",2.06,579.0,13.24,198.2,2.27
2006M04,80.25,7.62,78.33,5.38,9.63,3.77,81.43,6.72,957.6,6.45,"9,492",2.06,610.4,18.37,194.1,10.88
2006M05,80.27,7.20,81.06,8.15,10.50,1.94,83.30,9.15,957.1,7.69,"9,507",2.08,599.8,12.13,197.7,4.37
2006M06,80.27,6.70,78.99,5.15,12.15,16.05,82.29,5.84,993.0,9.24,"9,519",2.11,582.1,19.75,190.6,9.23
2006M07,80.22,6.00,78.70,7.07,9.75,-2.79,80.16,6.03,991.1,8.93,"9,578",2.46,636.8,24.22,221.1,18.56
2006M08,80.27,5.19,81.44,5.19,11.79,5.55,84.36,5.11,976.4,5.97,"9,613",2.43,634.7,20.06,199.3,9.99
2006M09,80.39,4.33,79.31,3.34,10.51,-1.31,80.55,-0.84,"1,002.9",5.85,"9,597",2.47,658.9,19.43,196.6,4.10
2006M10,80.61,3.60,79.57,1.12,10.75,7.82,81.85,0.57,"1,011.6",5.72,"9,630",2.28,654.9,4.82,207.9,0.96
2006M11,80.92,3.05,79.76,1.80,10.72,2.78,82.79,0.91,"1,028.5",5.59,"9,659",2.18,644.2,6.20,212.0,2.34
2006M12,81.26,2.69,78.95,-1.21,9.98,3.96,79.95,-3.56,"1,041.6",5.43,"9,685",2.28,637.8,6.47,185.6,2.28
2007M01,81.65,2.55,80.50,5.41,10.11,15.15,84.12,5.67,"1,039.4",7.61,"9,701",2.34,645.3,18.42,198.6,17.44
2007M02,82.11,2.69,65.86,-3.60,8.40,-1.41,66.79,-5.01,907.8,3.30,"9,703",2.68,488.7,-1.42,146.9,-23.26
2007M03,82.68,3.16,82.36,-0.08,9.99,-5.04,86.48,1.42,"1,023.2",4.67,"9,701",2.41,650.4,12.33,191.8,-3.23
2007M04,83.38,3.91,81.25,3.73,9.99,3.74,84.32,3.55,"1,003.3",4.77,"9,706",2.25,654.8,7.26,208.2,7.30
2007M05,84.18,4.87,86.94,7.25,11.61,10.57,89.38,7.30,"1,025.2",7.11,"9,723",2.27,650.6,8.48,198.9,0.58
2007M06,84.99,5.88,84.97,7.57,10.93,-10.04,87.09,5.83,"1,029.6",3.68,"9,722",2.13,664.2,14.10,196.4,3.03
2007M07,85.86,7.02,88.70,12.71,11.58,18.77,90.99,13.51,"1,072.8",8.24,"9,777",2.08,693.5,8.91,230.5,4.22
2007M08,86.69,8.00,89.05,9.34,11.94,1.27,91.66,8.65,"1,069.0",9.48,"9,806",2.01,700.6,10.40,207.5,4.12
2007M09,87.52,8.87,85.21,7.44,10.92,3.90,89.54,11.16,"1,066.5",6.34,"9,760",1.70,732.5,11.17,202.7,3.10
2007M10,88.39,9.65,92.23,15.91,11.58,7.72,96.65,18.08,"1,109.5",9.67,"9,769",1.44,741.4,13.20,200.6,-3.51
2007M11,89.23,10.28,89.93,12.75,10.91,1.77,93.45,12.88,"1,082.2",5.22,"9,803",1.49,707.3,9.80,192.0,-9.43
2007M12,90.07,10.85,89.45,13.30,10.26,2.81,92.22,15.35,"1,131.5",8.64,"9,839",1.59,758.5,18.93,211.7,14.06
2008M01,90.77,11.18,90.89,12.91,10.86,7.42,95.50,13.53,"1,160.3",11.63,"9,854",1.58,716.2,10.99,216.3,8.90
2008M02,91.22,11.10,76.63,16.35,8.96,6.67,80.56,20.62,984.0,8.39,"9,813",1.13,563.3,15.26,157.5,7.18
2008M03,91.35,10.49,90.71,10.14,10.34,3.50,96.35,11.41,"1,101.3",7.63,"9,841",1.44,749.5,15.23,224.1,16.82
2008M04,91.17,9.34,90.71,11.64,11.46,14.71,95.19,12.89,"1,092.0",8.84,"9,856",1.55,682.3,4.20,198.7,-4.58
2008M05,90.49,7.50,92.06,5.89,11.29,-2.76,95.23,6.55,"1,110.4",8.31,"9,878",1.59,720.0,10.65,172.8,-13.12
2008M06,89.20,4.95,89.37,5.18,12.65,15.74,93.03,6.82,"1,090.9",5.96,"9,881",1.64,738.9,11.26,198.2,0.96
2008M07,87.15,1.50,90.60,2.14,10.62,-8.29,93.44,2.69,"1,107.4",3.23,"9,906",1.32,693.8,0.03,191.8,-16.78
2008M08,84.40,-2.64,90.46,1.58,11.26,-5.70,90.86,-0.87,"1,104.9",3.36,"9,937",1.34,776.2,10.78,194.2,-6.40
2008M09,80.84,-7.63,85.09,-0.14,12.44,13.92,87.39,-2.40,"1,082.2",1.47,"9,874",1.17,693.1,-5.37,191.0,-5.75
2008M10,76.65,-13.28,81.02,-12.15,10.46,-9.67,85.79,-11.24,"1,073.2",-3.26,"9,889",1.23,668.5,-9.83,178.0,-11.27
2008M11,72.41,-18.86,65.38,-27.30,8.97,-17.78,68.91,-26.26,958.9,-11.39,"9,872",0.70,554.4,-21.62,163.6,-14.78
2008M12,69.04,-23.35,61.86,-30.84,9.32,-9.16,67.31,-27.01,944.1,-16.56,"9,811",-0.28,454.1,-40.13,134.5,-36.47
2009M01,67.19,-25.98,54.21,-40.36,6.74,-37.94,61.94,-35.14,938.4,-19.12,"9,763",-0.92,408.9,-42.92,98.5,-54.47
2009M02,67.01,-26.54,58.45,-23.72,9.16,2.23,68.24,-15.29,896.8,-8.87,"9,691",-1.24,424.7,-24.60,128.0,-18.71
2009M03,68.01,-25.55,69.83,-23.02,9.43,-8.80,77.91,-19.14,969.4,-11.98,"9,686",-1.58,539.6,-28.01,148.4,-33.78
2009M04,69.89,-23.34,73.76,-18.69,9.60,-16.23,81.33,-14.56,986.2,-9.69,"9,686",-1.72,499.0,-26.86,141.9,-28.60
2009M05,72.29,-20.12,75.41,-18.09,9.23,-18.25,80.81,-15.14,976.6,-12.06,"9,700",-1.80,536.7,-25.45,138.8,-19.66
2009M06,74.96,-15.96,80.45,-9.98,11.18,-11.62,87.61,-5.83,"1,040.6",-4.61,"9,707",-1.76,553.4,-25.11,167.4,-15.56
2009M07,77.56,-11.00,84.00,-7.28,11.72,10.36,90.68,-2.95,"1,078.6",-2.60,"9,718",-1.90,567.6,-18.20,164.1,-14.43
2009M08,79.91,-5.32,81.25,-10.18,10.62,-5.68,86.45,-4.85,"1,082.7",-2.00,"9,741",-1.97,622.7,-19.78,176.0,-9.37
2009M09,82.07,1.51,85.89,0.94,11.85,-4.74,88.93,1.76,"1,090.9",0.80,"9,730",-1.46,624.8,-9.86,187.6,-1.82
2009M10,83.96,9.54,86.37,6.60,10.85,3.73,89.02,3.77,"1,114.8",3.87,"9,757",-1.33,639.9,-4.27,188.8,6.03
2009M11,85.65,18.29,84.60,29.40,10.09,12.49,89.16,29.39,"1,094.7",14.16,"9,819",-0.54,647.6,16.81,210.9,28.88
2009M12,87.22,26.33,91.13,47.32,10.89,16.85,95.37,41.69,"1,125.1",19.16,"9,832",0.21,644.0,41.80,197.8,47.11
2010M01,88.67,31.97,88.22,62.74,9.66,43.32,91.81,48.22,"1,065.9",13.59,"9,842",0.81,693.8,69.69,200.7,103.83
2010M02,90.09,34.46,76.16,30.30,8.78,-4.15,76.70,12.40,984.9,9.83,"9,823",1.36,534.3,25.80,173.3,35.35
2010M03,91.38,34.37,94.97,36.00,11.54,22.38,98.86,26.89,"1,106.1",14.10,"9,831",1.50,745.3,38.13,241.6,62.87
2010M04,92.51,32.35,95.05,28.86,10.56,10.00,99.45,22.28,"1,110.4",12.60,"9,862",1.82,692.7,38.81,214.3,51.02
2010M05,93.51,29.37,96.88,28.47,11.04,19.61,98.31,21.66,"1,116.0",14.28,"9,905",2.11,802.1,49.44,230.5,66.04
2010M06,94.44,25.98,97.42,21.09,11.90,6.44,98.58,12.52,"1,144.4",9.98,"9,932",2.32,732.3,32.33,226.1,35.07
2010M07,95.36,22.95,100.57,19.73,11.88,1.37,101.08,11.47,"1,172.2",8.68,"9,990",2.80,766.9,35.13,233.4,42.25
2010M08,96.29,20.49,99.45,22.40,12.02,13.18,99.22,14.77,"1,146.7",5.91,"10,026",2.93,767.4,23.23,256.4,45.70
2010M09,97.27,18.53,96.17,11.97,12.41,4.73,96.60,8.62,"1,162.2",6.53,"9,984",2.61,713.8,14.24,249.1,32.81
2010M10,98.33,17.12,98.15,13.64,11.25,3.69,98.36,10.49,"1,193.6",7.07,"10,009",2.58,751.6,17.44,239.3,26.80
2010M11,99.42,16.08,100.15,18.38,11.31,12.09,101.31,13.63,"1,153.9",5.41,"10,052",2.37,738.7,14.06,241.9,14.71
2010M12,100.42,15.13,105.83,16.13,11.78,8.17,105.73,10.86,"1,185.9",5.41,"10,062",2.34,718.0,11.49,229.1,15.83
2011M01,101.17,14.09,103.68,17.52,10.34,7.04,104.69,14.03,"1,202.2",12.78,"10,077",2.39,741.2,6.84,232.1,15.60
2011M02,101.63,12.80,85.43,12.17,9.03,2.85,84.80,10.56,"1,029.2",4.49,"10,059",2.40,617.9,15.65,191.9,10.75
2011M03,101.79,11.38,107.42,13.11,12.08,4.68,109.70,10.97,"1,184.3",7.07,"10,090",2.63,803.2,7.78,244.4,1.13
2011M04,101.68,9.92,102.95,8.31,10.77,1.99,102.84,3.41,"1,160.9",4.55,"10,106",2.47,797.6,15.13,212.0,-1.04
2011M05,101.42,8.46,104.78,8.15,11.96,8.33,102.05,3.80,"1,163.1",4.21,"10,132",2.29,798.6,-0.44,251.3,9.02
2011M06,101.05,7.00,102.28,4.99,12.41,4.29,101.71,3.18,"1,202.8",5.10,"10,156",2.26,723.6,-1.19,225.9,-0.08
2011M07,100.61,5.50,103.72,3.13,11.77,-0.93,103.43,2.32,"1,218.6",3.96,"10,210",2.20,809.9,5.61,220.9,-5.37
2011M08,100.11,3.97,102.84,3.41,13.37,11.23,101.22,2.02,"1,182.7",3.14,"10,241",2.14,743.8,-3.08,211.8,-17.39
2011M09,99.62,2.41,96.76,0.61,11.99,-3.38,98.58,2.05,"1,198.2",3.10,"10,210",2.26,717.9,0.58,202.0,-18.93
2011M10,99.27,0.96,98.56,0.42,11.46,1.87,96.61,-1.78,"1,213.4",1.66,"10,223",2.14,821.3,9.27,220.1,-8.04
2011M11,99.05,-0.37,95.12,-5.02,11.99,6.01,96.65,-4.60,"1,143.0",-0.94,"10,243",1.90,741.7,0.41,208.2,-13.92
2011M12,98.98,-1.43,96.46,-8.85,11.01,-6.54,97.70,-7.59,"1,170.1",-1.33,"10,256",1.93,724.9,0.96,198.5,-13.37
2012M01,99.12,-2.03,86.29,-16.77,10.68,3.29,85.60,-18.23,"1,111.4",-7.55,"10,261",1.83,635.7,-14.24,193.3,-16.72
2012M02,99.39,-2.20,92.63,8.43,9.02,-0.11,93.75,10.55,"1,088.0",5.71,"10,246",1.86,693.9,12.30,185.3,-3.47
2012M03,99.85,-1.90,104.19,-3.01,12.34,2.15,105.73,-3.62,"1,157.0",-2.30,"10,260",1.68,777.2,-3.24,206.8,-15.38
2012M04,100.25,-1.41,100.49,-2.39,11.26,4.55,100.32,-2.45,"1,132.8",-2.43,"10,273",1.65,752.2,-5.69,207.3,-2.24
2012M05,100.52,-0.90,104.60,-0.17,12.97,8.44,103.45,1.37,"1,186.8",2.04,"10,293",1.59,766.4,-4.04,213.2,-15.14
2012M06,100.65,-0.40,99.88,-2.35,11.62,-6.37,98.30,-3.35,"1,187.2",-1.30,"10,311",1.53,725.8,0.30,205.2,-9.17
2012M07,100.81,0.20,103.68,-0.04,12.61,7.14,102.54,-0.86,"1,209.9",-0.71,"10,338",1.25,744.2,-8.12,227.9,3.15
2012M08,100.95,0.84,104.40,1.52,12.87,-3.74,102.94,1.70,"1,186.4",0.31,"10,357",1.13,742.1,-0.23,200.4,-5.41
2012M09,101.05,1.44,99.12,2.44,11.46,-4.42,99.48,0.91,"1,191.0",-0.60,"10,336",1.23,806.3,12.31,197.7,-2.11
2012M10,101.10,1.84,102.45,3.95,12.56,9.60,102.21,5.80,"1,206.9",-0.54,"10,354",1.28,775.0,-5.64,196.3,-10.79
2012M11,101.09,2.05,100.79,5.96,11.43,-4.67,101.20,4.71,"1,168.3",2.22,"10,372",1.26,724.7,-2.30,181.2,-12.99
2012M12,101.09,2.12,98.49,2.10,10.34,-6.09,98.10,0.41,"1,185.1",1.28,"10,386",1.27,756.7,4.40,197.2,-0.64
2013M01,101.14,2.04,102.74,19.06,11.91,11.52,103.72,21.17,"1,204.2",8.35,"10,391",1.27,743.2,16.91,218.2,12.89
2013M02,101.16,1.78,82.23,-11.23,9.13,1.22,79.46,-15.24,"1,024.5",-5.83,"10,372",1.23,580.3,-16.37,159.5,-13.90
2013M03,101.22,1.37,100.84,-3.22,11.21,-9.16,98.33,-7.00,"1,167.6",0.91,"10,377",1.14,806.3,3.75,219.7,6.26
2013M04,101.37,1.11,99.56,-0.93,11.62,3.20,97.85,-2.46,"1,136.1",0.29,"10,384",1.08,746.7,-0.73,201.2,-2.96
2013M05,101.60,1.08,104.15,-0.43,12.52,-3.47,102.25,-1.16,"1,172.6",-1.19,"10,397",1.01,779.5,1.71,214.9,0.79
2013M06,101.83,1.18,99.36,-0.52,13.08,12.56,96.11,-2.23,"1,184.6",-0.21,"10,416",1.02,789.3,8.75,224.7,9.51
2013M07,102.00,1.18,105.83,2.07,12.82,1.67,100.60,-1.89,"1,209.7",-0.02,"10,438",0.97,758.3,1.90,208.8,-8.35
2013M08,102.21,1.25,103.39,-0.97,12.85,-0.16,101.35,-1.54,"1,180.2",-0.52,"10,455",0.95,766.5,3.29,189.0,-5.66
2013M09,102.49,1.43,98.91,-0.21,12.27,7.07,96.42,-3.08,"1,214.4",1.97,"10,437",0.98,752.0,-6.73,212.3,7.40
2013M10,102.84,1.73,103.29,0.82,12.28,-2.23,100.52,-1.65,"1,229.8",1.90,"10,454",0.97,784.8,1.26,200.1,1.92
2013M11,103.24,2.13,100.57,-0.22,11.56,1.14,98.57,-2.60,"1,195.5",2.32,"10,475",0.99,756.5,4.39,190.2,5.00
2013M12,103.64,2.53,103.96,5.55,11.28,9.09,101.86,3.83,"1,243.0",4.89,"10,483",0.93,779.6,3.03,231.8,17.54
2014M01,103.96,2.79,100.87,-1.82,11.12,-6.63,99.63,-3.94,"1,238.0",2.81,"10,487",0.92,728.7,-1.95,189.5,-13.14
2014M02,104.27,3.07,87.85,6.83,9.97,9.20,84.81,6.73,"1,045.2",2.02,"10,472",0.96,644.4,11.05,176.2,10.46
2014M03,104.58,3.33,104.03,3.16,11.38,1.52,101.36,3.08,"1,186.8",1.65,"10,479",0.98,841.1,4.32,243.1,10.65
2014M04,104.98,3.56,104.83,5.29,11.68,0.52,104.25,6.54,"1,192.5",4.97,"10,493",1.05,806.5,8.01,224.4,11.54
2014M05,105.39,3.73,109.79,5.42,12.59,0.56,105.41,3.09,"1,219.1",3.96,"10,508",1.07,804.6,3.22,205.5,-4.37
2014M06,105.83,3.93,107.91,8.61,12.50,-4.43,102.81,6.97,"1,233.7",4.14,"10,516",0.96,805.1,2.00,234.6,4.37
2014M07,106.29,4.21,112.26,6.08,13.14,2.50,107.23,6.59,"1,243.9",2.83,"10,542",1.00,801.8,5.74,218.6,4.69
