期間,合計_原始值,合計_年增率(%),食品及飲料製造業_原始值,食品及飲料製造業_年增率(%),食品及飲料製造業-飲料製造業_原始值,食品及飲料製造業-飲料製造業_年增率(%),菸草製造業_原始值,菸草製造業_年增率(%),紡織業_原始值,紡織業_年增率(%),成衣及服飾品製造業_原始值,成衣及服飾品製造業_年增率(%),皮革、毛皮及其製品製造業_原始值,皮革、毛皮及其製品製造業_年增率(%),木竹製品製造業_原始值,木竹製品製造業_年增率(%),紙漿、紙及紙製品製造業_原始值,紙漿、紙及紙製品製造業_年增率(%),印刷及資料儲存媒體複製業_原始值,印刷及資料儲存媒體複製業_年增率(%),石油及煤製品製造業_原始值,石油及煤製品製造業_年增率(%),化學材料製造業_原始值,化學材料製造業_年增率(%),化學製品製造業_原始值,化學製品製造業_年增率(%),化學製品製造業-藥品製造業_原始值,化學製品製造業-藥品製造業_年增率(%),橡膠製品製造業_原始值,橡膠製品製造業_年增率(%),塑膠製品製造業_原始值,塑膠製品製造業_年增率(%),非金屬礦物製品製造業_原始值,非金屬礦物製品製造業_年增率(%),基本金屬製造業_原始值,基本金屬製造業_年增率(%),金屬製品製造業_原始值,金屬製品製造業_年增率(%),電子零組件製造業_原始值,電子零組件製造業_年增率(%),電腦、電子產品及光學製品製造業_原始值,電腦、電子產品及光學製品製造業_年增率(%),電力設備製造業_原始值,電力設備製造業_年增率(%),機械設備製造業_原始值,機械設備製造業_年增率(%),運輸工具製造業_原始值,運輸工具製造業_年增率(%),運輸工具製造業-汽車及其零件製造業_原始值,運輸工具製造業-汽車及其零件製造業_年增率(%),家具製造業_原始值,家具製造業_年增率(%),其他製造業_原始值,其他製造業_年增率(%),產業用機械設備維修及安裝業_原始值,產業用機械設備維修及安裝業_年增率(%)
2001M03,"2,599,799",5.70,"145,254",-3.56,-,-,"1,058",-7.84,"231,194",-1.70,"25,515",5.10,"19,224",-6.65,"24,737",-5.90,"51,860",-6.42,"29,449",10.88,"151,649",30.19,"75,139",7.35,"94,101",0.84,-,-,"30,131",-0.41,"151,571",1.87,"87,236",20.20,"159,341",-4.63,"273,492",-1.65,"434,811",20.61,"195,392",15.13,"144,692",5.26,"106,719",-1.31,"88,995",4.56,-,-,"14,674",-4.53,"63,565",-4.49,-,-
2001M04,"2,580,003",3.84,"145,033",-4.33,-,-,965,-21.10,"230,142",-3.35,"25,577",2.97,"18,904",-9.76,"24,098",-9.42,"49,946",-9.78,"29,179",10.09,"149,232",31.06,"78,365",10.90,"92,157",0.43,-,-,"30,953",3.28,"152,268",0.94,"87,960",19.40,"156,184",-7.69,"268,047",-4.11,"435,260",16.48,"195,259",11.64,"143,203",4.41,"103,515",-4.80,"90,236",8.81,-,-,"14,700",-4.88,"58,820",-12.31,-,-
2001M05,"2,611,973",4.16,"143,655",-1.77,-,-,"1,190",9.38,"232,453",-3.03,"25,412",0.95,"19,226",-9.89,"23,879",-10.37,"49,531",-12.92,"29,656",8.66,"155,609",32.83,"77,973",7.46,"91,572",3.80,-,-,"30,914",4.66,"154,833",4.00,"87,316",12.05,"153,925",-9.06,"271,595",-3.72,"454,225",19.36,"194,882",6.89,"142,155",0.81,"106,455",-2.18,"92,457",11.49,-,-,"14,593",-5.26,"58,467",-12.14,-,-
2001M06,"2,651,799",4.08,"148,887",0.55,-,-,915,-29.72,"240,880",-1.03,"26,205",2.72,"19,661",-8.15,"24,022",-10.59,"50,408",-12.91,"29,580",7.01,"155,281",28.35,"76,783",-0.68,"95,749",9.22,-,-,"30,990",5.95,"155,624",4.49,"90,768",10.23,"155,630",-8.99,"273,227",-4.43,"467,195",20.03,"191,180",4.62,"146,140",4.05,"106,283",-5.38,"93,206",11.84,-,-,"14,557",-7.82,"58,628",-14.43,-,-
2001M07,"2,641,823",3.65,"145,822",0.10,-,-,"1,107",-9.71,"229,756",-2.92,"25,517",1.51,"18,970",-10.69,"23,569",-8.71,"48,899",-13.08,"29,518",6.57,"155,370",19.42,"83,998",10.72,"96,218",11.11,-,-,"30,752",5.78,"159,246",3.73,"89,513",9.01,"155,364",-10.02,"266,244",-5.54,"470,616",20.89,"194,045",5.25,"145,326",0.80,"107,859",-4.56,"92,006",8.58,-,-,"14,467",-8.31,"57,641",-12.42,-,-
2001M08,"2,610,394",2.44,"141,896",-1.44,-,-,996,-30.69,"228,693",-1.78,"23,934",-4.93,"18,211",-10.04,"22,533",-11.13,"45,859",-18.32,"28,962",5.49,"150,528",27.10,"89,237",18.14,"95,140",8.58,-,-,"29,829",-0.16,"151,373",-2.33,"90,642",7.84,"153,634",-9.64,"258,858",-7.75,"472,975",18.74,"197,350",4.85,"140,883",-6.30,"105,628",-5.37,"93,100",8.92,-,-,"14,015",-11.31,"56,118",-13.03,-,-
2001M09,"2,605,544",0.83,"146,651",0.06,-,-,547,-64.64,"215,718",-8.39,"31,240",25.40,"23,753",17.54,"18,675",-26.06,"43,317",-21.67,"29,218",7.15,"144,792",13.13,"143,770",90.45,"69,723",-20.64,-,-,"24,851",-18.42,"149,236",-3.54,"106,998",25.98,"205,368",18.04,"189,029",-32.11,"440,668",6.25,"228,498",20.53,"119,216",-20.14,"106,226",-6.18,"97,777",12.75,-,-,"17,695",12.94,"52,578",-18.58,-,-
2001M10,"2,580,035",-2.40,"143,772",-7.01,-,-,780,-57.21,"210,716",-11.44,"30,719",16.82,"22,768",11.03,"18,844",-25.62,"43,203",-21.07,"29,864",8.76,"140,408",4.17,"139,036",77.43,"68,600",-21.83,-,-,"23,246",-23.98,"144,590",-7.48,"106,011",22.41,"210,265",21.26,"181,382",-35.95,"437,475",0.38,"238,396",24.31,"115,885",-25.15,"107,301",-5.10,"97,344",9.80,-,-,"17,724",13.38,"51,706",-19.35,-,-
2001M11,"2,570,128",-2.83,"141,586",-3.73,-,-,175,-87.37,"208,413",-11.27,"29,357",9.99,"21,897",9.47,"17,781",-30.07,"42,273",-21.72,"29,942",4.45,"140,619",3.94,"143,782",82.65,"68,362",-24.79,-,-,"22,650",-25.73,"143,067",-9.04,"106,494",23.49,"210,890",23.26,"179,505",-37.23,"435,366",-1.31,"242,820",25.04,"115,836",-21.31,"104,933",-7.30,"98,458",10.45,-,-,"17,733",11.70,"48,189",-31.28,-,-
2001M12,"2,613,982",-2.88,"143,230",-5.37,-,-,262,-78.31,"215,592",-11.45,"29,716",8.27,"23,556",14.97,"18,244",-27.45,"42,262",-23.36,"30,014",3.11,"135,807",-9.52,"151,919",92.31,"68,743",-28.61,-,-,"24,059",-22.92,"142,242",-13.92,"111,909",24.23,"213,742",22.93,"180,436",-37.32,"452,067",2.40,"243,861",29.40,"114,163",-22.85,"105,229",-8.70,"101,436",7.89,-,-,"17,867",16.86,"47,626",-23.16,-,-
2002M01,"2,531,427",-4.67,"139,782",-7.56,-,-,294,-70.03,"205,645",-13.17,"28,151",8.15,"23,426",20.39,"15,970",-34.48,"40,873",-23.14,"26,418",-5.74,"131,095",-17.74,"147,391",90.59,"66,552",-31.41,-,-,"23,284",-26.70,"143,937",-11.67,"105,826",21.87,"206,742",24.06,"172,521",-38.37,"450,308",6.86,"237,931",17.73,"109,035",-27.60,"98,680",-10.55,"94,176",0.76,-,-,"16,937",10.41,"46,453",-23.11,-,-
2002M02,"2,538,571",-2.91,"140,384",-3.08,-,-,404,-54.14,"206,110",-11.15,"28,433",10.77,"23,070",23.78,"15,169",-37.82,"40,459",-22.05,"26,753",-9.76,"130,151",-14.52,"142,487",88.39,"64,037",-32.70,-,-,"23,171",-24.99,"142,993",-7.16,"108,531",24.85,"207,842",27.67,"172,400",-37.42,"453,329",3.97,"243,845",24.54,"111,083",-23.22,"98,416",-9.28,"96,499",5.01,-,-,"17,014",14.91,"45,991",-25.77,-,-
2002M03,"2,523,759",-2.92,"137,782",-5.14,-,-,217,-79.49,"209,412",-9.42,"27,846",9.14,"22,722",18.20,"14,521",-41.30,"39,618",-23.61,"25,605",-13.05,"128,681",-15.15,"140,657",87.20,"64,086",-31.90,-,-,"23,735",-21.23,"140,600",-7.24,"105,190",20.58,"203,890",27.96,"168,427",-38.42,"458,387",5.42,"244,036",24.90,"111,332",-23.06,"98,733",-7.48,"96,576",8.52,-,-,"16,929",15.37,"44,777",-29.56,-,-
2002M04,"2,502,688",-3.00,"139,168",-4.04,-,-,302,-68.70,"206,435",-10.30,"27,769",8.57,"22,272",17.82,"14,154",-41.26,"38,983",-21.95,"27,012",-7.43,"130,628",-12.47,"140,533",79.33,"63,754",-30.82,-,-,"23,447",-24.25,"135,181",-11.22,"103,130",17.25,"204,162",30.72,"166,717",-37.80,"453,171",4.12,"241,458",23.66,"110,235",-23.02,"98,462",-4.88,"95,482",5.81,-,-,"16,474",12.07,"43,759",-25.61,-,-
2002M05,"2,515,267",-3.70,"143,021",-0.44,-,-,267,-77.56,"207,251",-10.84,"28,344",11.54,"22,786",18.52,"14,021",-41.28,"35,133",-29.07,"27,786",-6.31,"144,688",-7.02,"141,199",81.09,"62,739",-31.49,-,-,"24,040",-22.24,"134,723",-12.99,"103,924",19.02,"197,800",28.50,"165,133",-39.20,"456,779",0.56,"244,135",25.27,"110,445",-22.31,"98,107",-7.84,"93,483",1.11,-,-,"16,076",10.16,"43,387",-25.79,-,-
2002M06,"2,536,630",-4.34,"144,082",-3.23,-,-,459,-49.84,"214,174",-11.09,"28,634",9.27,"23,082",17.40,"13,609",-43.35,"35,767",-29.04,"28,424",-3.91,"151,674",-2.32,"140,861",83.45,"63,249",-33.94,-,-,"24,436",-21.15,"135,007",-13.25,"103,635",14.18,"197,387",26.83,"165,539",-39.41,"454,628",-2.69,"248,236",29.84,"112,545",-22.99,"100,167",-5.75,"91,559",-1.77,-,-,"16,243",11.58,"43,233",-26.26,-,-
2002M07,"2,515,170",-4.79,"141,354",-3.06,-,-,206,-81.39,"203,419",-11.46,"28,788",12.82,"22,219",17.13,"13,497",-42.73,"35,362",-27.68,"24,864",-15.77,"155,025",-0.22,"138,747",65.18,"64,728",-32.73,-,-,"24,755",-19.50,"132,315",-16.91,"101,363",13.24,"195,998",26.15,"163,200",-38.70,"454,208",-3.49,"253,989",30.89,"110,434",-24.01,"99,364",-7.88,"91,534",-0.51,-,-,"15,571",7.63,"44,230",-23.27,-,-
2002M08,"2,544,679",-2.52,"144,141",1.58,-,-,351,-64.76,"203,906",-10.84,"28,650",19.70,"21,967",20.62,"13,316",-40.90,"34,709",-24.31,"27,233",-5.97,"157,266",4.48,"141,352",58.40,"65,609",-31.04,-,-,"25,498",-14.52,"131,189",-13.33,"104,962",15.80,"196,992",28.22,"163,527",-36.83,"463,239",-2.06,"256,983",30.22,"110,262",-21.74,"102,967",-2.52,"92,113",-1.06,-,-,"15,562",11.04,"42,885",-23.58,-,-
2002M09,"2,564,720",-1.57,"150,750",2.80,-,-,266,-51.37,"205,945",-4.53,"28,058",-10.19,"21,840",-8.05,"13,445",-28.01,"34,224",-20.99,"27,388",-6.26,"152,712",5.47,"143,705",-0.05,"64,997",-6.78,-,-,"25,059",0.84,"131,008",-12.21,"106,612",-0.36,"195,479",-4.82,"164,680",-12.88,"472,456",7.21,"258,755",13.24,"114,503",-3.95,"103,415",-2.65,"91,498",-6.42,-,-,"15,143",-14.42,"42,782",-18.63,-,-
2002M10,"2,546,943",-1.28,"147,950",2.91,-,-,207,-73.46,"203,113",-3.61,"28,066",-8.64,"21,293",-6.48,"12,831",-31.91,"33,046",-23.51,"26,938",-9.80,"154,966",10.37,"142,888",2.77,"63,837",-6.94,-,-,"24,590",5.78,"131,566",-9.01,"105,296",-0.67,"194,532",-7.48,"166,286",-8.32,"469,147",7.24,"254,955",6.95,"113,319",-2.21,"103,437",-3.60,"91,230",-6.28,-,-,"15,374",-13.26,"42,076",-18.62,-,-
2002M11,"2,515,245",-2.14,"146,193",3.25,-,-,181,3.43,"204,195",-2.02,"28,597",-2.59,"21,285",-2.79,"12,691",-28.63,"32,904",-22.16,"26,570",-11.26,"144,933",3.07,"134,839",-6.22,"62,906",-7.98,-,-,"24,948",10.15,"128,784",-9.98,"104,148",-2.20,"192,953",-8.51,"162,090",-9.70,"468,766",7.67,"258,396",6.41,"108,618",-6.23,"103,522",-1.34,"90,593",-7.99,-,-,"15,257",-13.96,"41,876",-13.10,-,-
2002M12,"2,544,716",-2.65,"148,342",3.57,-,-,417,59.16,"206,141",-4.38,"28,726",-3.33,"21,607",-8.27,"13,312",-27.03,"33,832",-19.95,"25,967",-13.48,"142,799",5.15,"145,589",-4.17,"61,633",-10.34,-,-,"24,778",2.99,"136,063",-4.34,"109,820",-1.87,"193,507",-9.47,"163,276",-9.51,"468,179",3.56,"253,185",3.82,"111,607",-2.24,"105,885",0.62,"91,630",-9.67,-,-,"15,583",-12.78,"42,838",-10.05,-,-
2003M01,"2,492,360",-1.54,"141,044",0.90,-,-,157,-46.60,"196,604",-4.40,"27,618",-1.89,"21,686",-7.43,"12,584",-21.20,"31,178",-23.72,"25,318",-4.16,"136,408",4.05,"139,246",-5.53,"60,521",-9.06,-,-,"25,063",7.64,"136,677",-5.04,"103,157",-2.52,"187,373",-9.37,"159,936",-7.29,"471,454",4.70,"256,741",7.91,"109,654",0.57,"104,037",5.43,"87,759",-6.81,-,-,"15,071",-11.02,"43,074",-7.27,-,-
2003M02,"2,486,416",-2.05,"138,641",-1.24,-,-,439,8.66,"196,462",-4.68,"27,589",-2.97,"21,313",-7.62,"12,458",-17.87,"31,449",-22.27,"25,857",-3.35,"134,082",3.02,"139,549",-2.06,"60,166",-6.04,-,-,"24,826",7.14,"137,872",-3.58,"104,344",-3.86,"187,232",-9.92,"157,886",-8.42,"472,878",4.31,"256,511",5.19,"110,427",-0.59,"102,425",4.07,"85,602",-11.29,-,-,"15,045",-11.57,"43,363",-5.71,-,-
2003M03,"2,483,839",-1.58,"134,970",-2.04,-,-,483,122.58,"199,901",-4.54,"27,364",-1.73,"20,854",-8.22,"12,552",-13.56,"32,161",-18.82,"26,829",4.78,"130,582",1.48,"138,978",-1.19,"59,081",-7.81,-,-,"24,702",4.07,"134,254",-4.51,"102,934",-2.14,"184,098",-9.71,"157,208",-6.66,"480,450",4.81,"257,098",5.35,"112,385",0.95,"102,861",4.18,"86,515",-10.42,-,-,"15,187",-10.29,"42,392",-5.33,-,-
2003M04,"2,503,317",0.03,"134,500",-3.35,-,-,375,24.17,"201,791",-2.25,"27,342",-1.54,"22,557",1.28,"12,472",-11.88,"32,414",-16.85,"26,210",-2.97,"126,700",-3.01,"143,509",2.12,"61,031",-4.27,-,-,"25,181",7.40,"135,233",0.04,"100,837",-2.22,"183,939",-9.91,"157,056",-5.79,"486,392",7.33,"266,431",10.34,"112,879",2.40,"102,383",3.98,"87,396",-8.47,-,-,"15,110",-8.28,"41,579",-4.98,-,-
2003M05,"2,510,494",-0.19,"138,194",-3.38,-,-,495,85.39,"199,204",-3.88,"27,501",-2.97,"23,164",1.66,"12,129",-13.49,"31,502",-10.34,"25,893",-6.81,"126,211",-12.77,"140,576",-0.44,"60,097",-4.21,-,-,"25,408",5.69,"133,315",-1.05,"101,068",-2.75,"184,002",-6.98,"158,966",-3.73,"488,993",7.05,"273,315",11.95,"112,307",1.69,"102,964",4.95,"89,536",-4.22,-,-,"14,956",-6.97,"40,698",-6.20,-,-
2003M06,"2,540,482",0.15,"142,860",-0.85,-,-,453,-1.31,"208,416",-2.69,"28,839",0.72,"19,819",-14.14,"12,107",-11.04,"31,628",-11.57,"26,270",-7.58,"129,960",-14.32,"145,472",3.27,"61,090",-3.41,-,-,"24,829",1.61,"136,636",1.21,"103,930",0.28,"187,480",-5.02,"162,531",-1.82,"486,074",6.92,"263,635",6.20,"114,239",1.51,"108,485",8.30,"88,617",-3.21,-,-,"15,212",-6.35,"41,900",-3.08,-,-
2003M07,"2,487,375",-1.11,"141,390",0.03,-,-,657,218.93,"194,808",-4.23,"27,898",-3.09,"21,017",-5.41,"11,273",-16.48,"31,246",-11.64,"26,960",8.43,"125,353",-19.14,"140,727",1.43,"59,605",-7.91,-,-,"24,573",-0.74,"135,267",2.23,"101,318",-0.04,"185,185",-5.52,"156,727",-3.97,"480,008",5.68,"267,644",5.38,"110,299",-0.12,"105,384",6.06,"84,269",-7.94,-,-,"14,678",-5.74,"41,089",-7.10,-,-
2003M08,"2,493,587",-2.01,"138,526",-3.90,-,-,452,28.77,"192,187",-5.75,"27,608",-3.64,"20,697",-5.78,"11,138",-16.36,"31,006",-10.67,"26,951",-1.04,"125,093",-20.46,"139,602",-1.24,"60,552",-7.71,-,-,"24,131",-5.36,"134,634",2.63,"100,623",-4.13,"185,289",-5.94,"154,850",-5.31,"486,712",5.07,"276,698",7.67,"111,367",1.00,"106,458",3.39,"83,857",-8.96,-,-,"14,834",-4.68,"40,322",-5.98,-,-
2003M09,"2,507,337",-2.24,"139,452",-7.49,-,-,399,50.00,"194,677",-5.47,"27,118",-3.35,"20,195",-7.53,"11,003",-18.16,"31,470",-8.05,"26,501",-3.24,"128,425",-15.90,"139,527",-2.91,"61,689",-5.09,-,-,"24,674",-1.54,"134,704",2.82,"99,580",-6.60,"184,221",-5.76,"155,124",-5.80,"482,814",2.19,"281,068",8.62,"114,206",-0.26,"105,960",2.46,"90,036",-1.60,-,-,"14,744",-2.63,"39,750",-7.09,-,-
2003M10,"2,504,848",-1.65,"138,134",-6.63,-,-,738,256.52,"193,733",-4.62,"28,909",3.00,"19,895",-6.57,"10,997",-14.29,"30,101",-8.91,"27,868",3.45,"134,352",-13.30,"143,000",0.08,"57,253",-10.31,-,-,"24,055",-2.18,"132,987",1.08,"96,645",-8.22,"186,758",-4.00,"155,417",-6.54,"474,676",1.18,"292,092",14.57,"112,452",-0.77,"104,176",0.71,"86,438",-5.25,-,-,"14,769",-3.94,"39,403",-6.35,-,-
2003M11,"2,512,114",-0.12,"138,717",-5.11,-,-,219,20.99,"190,521",-6.70,"28,405",-0.67,"19,410",-8.81,"11,044",-12.98,"29,503",-10.34,"28,533",7.39,"129,887",-10.38,"136,420",1.17,"56,288",-10.52,-,-,"23,985",-3.86,"131,948",2.46,"97,617",-6.27,"191,329",-0.84,"157,472",-2.85,"484,695",3.40,"293,858",13.72,"112,455",3.53,"105,367",1.78,"89,532",-1.17,-,-,"14,635",-4.08,"40,274",-3.83,-,-
2003M12,"2,533,431",-0.44,"140,534",-5.26,-,-,222,-46.76,"194,461",-5.67,"29,718",3.45,"20,537",-4.95,"11,530",-13.39,"30,963",-8.48,"26,643",2.60,"121,105",-15.19,"138,036",-5.19,"58,111",-5.71,-,-,"24,623",-0.63,"139,015",2.17,"100,904",-8.12,"203,419",5.12,"160,592",-1.64,"480,618",2.66,"275,640",8.87,"113,424",1.63,"111,142",4.96,"93,809",2.38,-,-,"15,767",1.18,"42,618",-0.51,-,-
2004M01,"2,525,832",1.34,"135,758",-3.75,-,-,215,36.94,"189,584",-3.57,"29,212",5.77,"20,074",-7.43,"10,678",-15.15,"29,905",-4.08,"27,730",9.53,"125,807",-7.77,"134,665",-3.29,"57,386",-5.18,-,-,"23,751",-5.23,"134,946",-1.27,"97,494",-5.49,"196,937",5.10,"158,854",-0.68,"499,800",6.01,"283,931",10.59,"107,985",-1.52,"108,925",4.70,"92,746",5.68,-,-,"15,126",0.36,"44,323",2.90,-,-
2004M02,"2,549,905",2.55,"132,174",-4.66,-,-,150,-65.83,"187,017",-4.81,"29,255",6.04,"21,331",0.08,"10,159",-18.45,"30,038",-4.49,"28,484",10.16,"128,821",-3.92,"137,532",-1.45,"55,566",-7.65,-,-,"24,149",-2.73,"134,344",-2.56,"98,498",-5.60,"205,708",9.87,"150,886",-4.43,"510,405",7.94,"295,965",15.38,"105,712",-4.27,"110,804",8.18,"95,185",11.19,-,-,"15,422",2.51,"42,300",-2.45,-,-
2004M03,"2,569,318",3.44,"129,028",-4.40,-,-,358,-25.88,"187,225",-6.34,"29,188",6.67,"20,570",-1.36,"10,288",-18.04,"30,966",-3.72,"28,775",7.25,"124,944",-4.32,"146,013",5.06,"55,535",-6.00,-,-,"24,088",-2.49,"132,629",-1.21,"95,540",-7.18,"214,060",16.28,"152,726",-2.85,"522,286",8.71,"296,150",15.19,"102,036",-9.21,"112,775",9.64,"98,009",13.29,-,-,"15,602",2.73,"40,527",-4.40,-,-
2004M04,"2,608,494",4.20,"130,416",-3.04,-,-,365,-2.67,"187,164",-7.25,"29,267",7.04,"18,397",-18.44,"10,456",-16.16,"31,239",-3.62,"31,153",18.86,"131,034",3.42,"142,832",-0.47,"56,143",-8.01,-,-,"23,990",-4.73,"134,270",-0.71,"93,719",-7.06,"226,400",23.08,"156,180",-0.56,"523,569",7.64,"308,780",15.89,"101,624",-9.97,"113,953",11.30,"100,088",14.52,-,-,"16,049",6.21,"41,406",-0.42,-,-
2004M05,"2,666,557",6.22,"134,416",-2.73,-,-,369,-25.45,"181,011",-9.13,"30,866",12.24,"18,639",-19.53,"10,893",-10.19,"32,512",3.21,"32,562",25.76,"127,729",1.20,"145,526",3.52,"62,674",4.29,-,-,"24,780",-2.47,"137,291",2.98,"93,814",-7.18,"235,563",28.02,"159,114",0.09,"531,804",8.75,"324,243",18.63,"105,633",-5.94,"116,690",13.33,"101,270",13.11,-,-,"17,091",14.28,"42,067",3.36,-,-
2004M06,"2,662,965",4.82,"137,292",-3.90,-,-,396,-12.58,"185,239",-11.12,"31,410",8.92,"19,054",-3.86,"11,391",-5.91,"31,266",-1.14,"32,301",22.96,"120,273",-7.45,"146,328",0.59,"63,043",3.20,-,-,"24,572",-1.04,"139,322",1.97,"91,322",-12.13,"237,150",26.49,"162,064",-0.29,"531,226",9.29,"309,726",17.48,"107,386",-6.00,"117,986",8.76,"104,241",17.63,-,-,"17,562",15.45,"42,415",1.23,-,-
2004M07,"2,662,410",7.04,"148,705",5.17,-,-,425,-35.31,"178,370",-8.44,"30,641",9.83,"18,556",-11.71,"11,350",0.68,"31,171",-0.24,"33,829",25.48,"116,528",-7.04,"143,224",1.77,"61,582",3.32,-,-,"24,372",-0.82,"137,972",2.00,"85,267",-15.84,"236,464",27.69,"162,870",3.92,"542,043",12.92,"317,919",18.78,"105,598",-4.26,"118,138",12.10,"98,789",17.23,-,-,"17,716",20.70,"40,881",-0.51,-,-
2004M08,"2,663,248",6.80,"141,861",2.41,-,-,402,-11.06,"175,104",-8.89,"30,261",9.61,"18,415",-11.03,"11,198",0.54,"32,817",5.84,"34,505",28.03,"109,571",-12.41,"140,044",0.32,"60,217",-0.55,-,-,"23,929",-0.84,"136,105",1.09,"85,107",-15.42,"246,286",32.92,"163,908",5.85,"540,044",10.96,"326,352",17.95,"105,023",-5.70,"119,866",12.59,"101,887",21.50,-,-,"17,253",16.31,"43,093",6.87,-,-
2004M09,"2,663,221",6.22,"136,826",-1.88,-,-,386,-3.26,"176,262",-9.46,"30,285",11.68,"17,866",-11.53,"11,104",0.92,"32,768",4.12,"31,634",19.37,"113,471",-11.64,"143,269",2.68,"56,607",-8.24,-,-,"23,923",-3.04,"135,329",0.46,"84,367",-15.28,"242,058",31.40,"164,596",6.11,"545,208",12.92,"324,029",15.28,"106,126",-7.07,"124,003",17.03,"103,771",15.26,-,-,"17,357",17.72,"41,976",5.60,-,-
2004M10,"2,655,307",6.01,"132,280",-4.24,-,-,359,-51.36,"172,188",-11.12,"30,102",4.13,"18,054",-9.25,"10,468",-4.81,"32,185",6.92,"32,671",17.23,"110,681",-17.62,"138,647",-3.04,"56,536",-1.25,-,-,"24,413",1.49,"133,804",0.61,"82,821",-14.30,"232,177",24.32,"164,347",5.75,"561,056",18.20,"330,997",13.32,"104,523",-7.05,"124,418",19.43,"103,720",19.99,-,-,"16,904",14.46,"41,956",6.48,-,-
2004M11,"2,693,046",7.20,"131,502",-5.20,-,-,386,76.26,"173,439",-8.97,"30,745",8.24,"17,937",-7.59,"10,405",-5.79,"31,735",7.57,"32,335",13.32,"111,808",-13.92,"136,171",-0.18,"57,210",1.64,-,-,"24,022",0.15,"134,955",2.28,"82,945",-15.03,"228,360",19.35,"166,242",5.57,"588,834",21.49,"334,961",13.99,"104,011",-7.51,"128,597",22.05,"104,814",17.07,-,-,"17,363",18.64,"44,269",9.92,-,-
2004M12,"2,710,121",6.97,"135,115",-3.86,-,-,412,85.59,"179,394",-7.75,"30,714",3.35,"18,585",-9.50,"10,516",-8.79,"33,146",7.05,"32,086",20.43,"106,005",-12.47,"135,594",-1.77,"58,253",0.24,-,-,"24,142",-1.95,"136,693",-1.67,"85,576",-15.19,"233,129",14.61,"167,543",4.33,"608,455",26.60,"310,377",12.60,"103,545",-8.71,"129,552",16.56,"109,891",17.14,-,-,"17,753",12.60,"43,645",2.41,-,-
2005M01,"2,691,118",6.54,"131,980",-2.78,-,-,256,19.07,"182,157",-3.92,"30,674",5.00,"17,479",-12.93,"10,035",-6.02,"32,696",9.33,"30,863",11.30,"100,434",-20.17,"136,912",1.67,"57,427",0.07,-,-,"24,342",2.49,"132,463",-1.84,"84,461",-13.37,"229,738",16.66,"162,030",2.00,"612,866",22.62,"319,130",12.40,"103,210",-4.42,"126,624",16.25,"104,837",13.04,-,-,"17,019",12.51,"43,485",-1.89,-,-
2005M02,"2,685,222",5.31,"130,382",-1.36,-,-,263,75.33,"175,571",-6.12,"29,837",1.99,"19,579",-8.21,"9,805",-3.48,"33,706",12.21,"31,317",9.95,"108,341",-15.90,"134,819",-1.97,"57,056",2.68,-,-,"22,777",-5.68,"131,323",-2.25,"84,593",-14.12,"223,243",8.52,"163,938",8.65,"617,061",20.90,"315,124",6.47,"104,075",-1.55,"125,951",13.67,"105,622",10.96,-,-,"16,850",9.26,"43,989",3.99,-,-
2005M03,"2,717,775",5.78,"129,891",0.67,-,-,249,-30.45,"175,945",-6.02,"29,818",2.16,"18,152",-11.75,"9,858",-4.18,"33,086",6.85,"30,436",5.77,"98,247",-21.37,"135,083",-7.49,"56,521",1.78,-,-,"24,615",2.19,"130,608",-1.52,"82,772",-13.36,"227,828",6.43,"164,050",7.41,"655,156",25.44,"314,761",6.28,"107,971",5.82,"127,659",13.20,"104,935",7.07,-,-,"16,883",8.21,"43,251",6.72,-,-
2005M04,"2,697,448",3.41,"127,713",-2.07,-,-,235,-35.62,"173,554",-7.27,"29,812",1.86,"18,309",-0.48,"9,787",-6.40,"32,925",5.40,"29,822",-4.27,"99,824",-23.82,"132,076",-7.53,"55,708",-0.77,-,-,"24,438",1.87,"130,321",-2.94,"81,916",-12.59,"225,621",-0.34,"164,426",5.28,"662,318",26.50,"306,231",-0.83,"101,199",-0.42,"127,028",11.47,"103,649",3.56,-,-,"16,736",4.28,"43,800",5.78,-,-
2005M05,"2,743,554",2.89,"126,813",-5.66,-,-,324,-12.20,"176,532",-2.47,"29,347",-4.92,"18,828",1.01,"9,845",-9.62,"32,447",-0.20,"29,543",-9.27,"95,899",-24.92,"135,226",-7.08,"54,793",-12.57,-,-,"24,694",-0.35,"129,422",-5.73,"80,771",-13.90,"236,970",0.60,"167,167",5.06,"682,295",28.30,"312,908",-3.50,"105,017",-0.58,"128,023",9.71,"105,006",3.69,-,-,"16,847",-1.43,"44,837",6.58,-,-
2005M06,"2,767,856",3.94,"131,079",-4.53,-,-,289,-27.02,"179,090",-3.32,"29,878",-4.88,"18,885",-0.89,"10,049",-11.78,"33,452",6.99,"29,125",-9.83,"83,957",-30.19,"135,850",-7.16,"55,615",-11.78,-,-,"24,692",0.49,"131,002",-5.97,"83,852",-8.18,"244,149",2.95,"170,596",5.26,"689,087",29.72,"309,891",0.05,"107,247",-0.13,"130,801",10.86,"105,786",1.48,-,-,"17,285",-1.58,"46,199",8.92,-,-
