期間,總指數_原始值,總指數_年增率(%),第 1 類動物產品_原始值,第 1 類動物產品_年增率(%),03魚、甲殼及軟體類動物_原始值,03魚、甲殼及軟體類動物_年增率(%),第 4 類調製食品、飲料、酒及菸類_原始值,第 4 類調製食品、飲料、酒及菸類_年增率(%),第 5 類礦產品_原始值,第 5 類礦產品_年增率(%),27能源礦產品_原始值,27能源礦產品_年增率(%),第 6 類化學或有關工業產品_原始值,第 6 類化學或有關工業產品_年增率(%),28無機化學產品及貴金屬化合物_原始值,28無機化學產品及貴金屬化合物_年增率(%),29有機化學產品_原始值,29有機化學產品_年增率(%),32著色料、漆類及油墨_原始值,32著色料、漆類及油墨_年增率(%),38雜項化學產品_原始值,38雜項化學產品_年增率(%),第 7 類塑、橡膠及其製品_原始值,第 7 類塑、橡膠及其製品_年增率(%),39塑膠及其製品_原始值,39塑膠及其製品_年增率(%),40橡膠及其製品_原始值,40橡膠及其製品_年增率(%),第10類木漿、紙及其製品_原始值,第10類木漿、紙及其製品_年增率(%),48紙、紙板及其製品_原始值,48紙、紙板及其製品_年增率(%),第11類紡織及其製品_原始值,第11類紡織及其製品_年增率(%),54人造纖維絲、絲紗及其梭織物_原始值,54人造纖維絲、絲紗及其梭織物_年增率(%),55人造纖維棉_原始值,55人造纖維棉_年增率(%),58花邊及窄幅梭織物_原始值,58花邊及窄幅梭織物_年增率(%),59浸漬、塗佈或黏合織物及工業用織物_原始值,59浸漬、塗佈或黏合織物及工業用織物_年增率(%),60針織品或鉤針織品_原始值,60針織品或鉤針織品_年增率(%),第13類石料製品、玻璃及玻璃器_原始值,第13類石料製品、玻璃及玻璃器_年增率(%),70玻璃及玻璃器_原始值,70玻璃及玻璃器_年增率(%),第15類基本金屬及其製品_原始值,第15類基本金屬及其製品_年增率(%),72鋼鐵_原始值,72鋼鐵_年增率(%),73鋼鐵製品_原始值,73鋼鐵製品_年增率(%),74銅及其製品_原始值,74銅及其製品_年增率(%),76鋁及其製品_原始值,76鋁及其製品_年增率(%),82基本金屬製工具及其零件_原始值,82基本金屬製工具及其零件_年增率(%),83基本金屬雜項製品_原始值,83基本金屬雜項製品_年增率(%),第16類機器、電機、電視影像及聲音記錄機等設備_原始值,第16類機器、電機、電視影像及聲音記錄機等設備_年增率(%),84鍋爐、機器、機械用具及其零件_原始值,84鍋爐、機器、機械用具及其零件_年增率(%),85電機、電視影像、聲音記錄等設備及其零件_原始值,85電機、電視影像、聲音記錄等設備及其零件_年增率(%),第17類運輸工具_原始值,第17類運輸工具_年增率(%),87運輸工具_原始值,87運輸工具_年增率(%),第18類光學、計量、醫療儀器、樂器及其零件_原始值,第18類光學、計量、醫療儀器、樂器及其零件_年增率(%),90光學、計量、檢查、醫療儀器及其零件_原始值,90光學、計量、檢查、醫療儀器及其零件_年增率(%),第20類雜項製品_原始值,第20類雜項製品_年增率(%),94座物、家具、燈具及其零件_原始值,94座物、家具、燈具及其零件_年增率(%)
2006M02,99.99,-0.35,61.02,-0.49,61.11,-2.11,73.66,9.92,62.84,40.42,62.14,41.48,75.17,-4.70,-,-,63.47,-11.65,100.78,2.97,94.37,5.62,79.18,-1.38,81.19,-1.93,67.65,2.64,81.60,3.58,81.60,3.58,79.40,2.06,75.74,2.35,71.08,-0.85,99.78,4.01,83.80,2.51,80.52,1.87,86.21,-22.72,86.21,-22.72,78.98,-6.48,69.10,-21.90,86.32,-2.75,69.25,33.89,111.45,13.03,103.78,2.88,102.51,1.40,128.24,-1.13,126.58,-2.70,127.35,0.35,90.02,-2.09,90.02,-2.09,134.84,-0.70,135.48,-0.86,98.97,3.55,93.01,0.61
2006M03,100.68,0.82,62.29,3.27,62.54,2.93,74.08,2.45,65.44,25.53,64.70,25.80,75.59,-4.11,-,-,63.73,-12.34,101.15,4.45,94.27,9.08,78.30,-3.50,79.95,-4.71,68.72,5.21,81.73,4.26,81.73,4.26,79.08,1.91,74.34,0.55,71.53,-0.72,100.15,2.29,83.13,1.18,80.80,3.29,87.78,-20.47,87.78,-20.47,80.46,-3.82,70.88,-19.30,87.17,0.29,71.48,36.67,113.65,15.83,104.08,4.01,102.89,2.86,129.14,1.37,127.21,-0.38,128.49,3.02,90.37,-1.32,90.37,-1.32,134.80,1.06,135.41,0.91,99.39,5.02,93.47,2.02
2006M04,101.17,0.95,63.34,4.59,63.80,4.76,73.31,0.53,68.48,30.64,67.81,31.14,76.37,-2.87,-,-,64.57,-9.26,100.59,1.72,97.12,7.96,79.15,-0.74,80.97,-1.26,68.69,2.83,81.48,1.12,81.48,1.12,79.06,0.93,74.73,0.21,71.03,-2.35,99.60,0.54,83.50,0.72,80.61,1.84,92.64,-13.14,92.64,-13.14,83.72,-1.92,75.70,-16.16,87.93,-0.05,77.03,43.50,118.91,20.15,103.63,2.63,102.31,0.88,128.12,0.94,125.82,-1.78,127.83,3.53,90.21,-6.13,90.21,-6.13,130.92,-1.93,131.36,-2.15,98.80,3.16,92.87,0.56
2006M05,101.48,2.83,66.55,9.31,67.52,9.75,72.90,0.89,69.27,34.61,68.65,35.27,76.40,4.41,-,-,65.92,5.74,99.04,0.89,93.69,5.01,80.53,5.68,82.62,6.11,68.54,2.93,80.41,0.11,80.41,0.11,77.64,0.12,73.16,-0.83,70.74,-0.10,97.90,-0.46,81.74,-1.08,78.75,0.37,91.06,-10.36,91.06,-10.36,87.89,4.06,80.57,-9.01,87.98,-0.15,90.51,70.04,123.02,26.11,102.28,1.86,100.57,-0.11,127.06,0.91,123.68,-3.02,127.78,4.68,89.82,-3.29,89.82,-3.29,128.15,-3.57,128.55,-3.81,97.74,2.58,93.03,1.15
2006M06,103.94,5.31,69.69,17.38,70.84,19.24,74.40,3.82,71.37,27.88,70.74,28.27,79.49,11.16,-,-,70.42,18.33,101.12,2.77,95.08,6.56,84.27,9.87,86.63,10.44,70.75,6.20,82.24,2.51,82.24,2.51,79.58,3.40,74.78,2.38,73.34,6.52,100.12,1.57,83.98,2.05,80.54,2.94,92.97,-5.46,92.97,-5.46,92.19,10.90,84.79,-1.49,90.10,3.14,100.84,91.20,123.54,27.27,104.05,3.45,104.45,3.52,128.26,1.50,123.73,-3.03,130.01,5.83,92.09,-0.41,92.09,-0.41,128.59,-3.40,128.87,-3.74,99.36,4.06,93.83,1.82
2006M07,104.77,4.77,70.58,18.36,71.50,19.93,74.79,3.12,73.26,22.73,72.65,22.99,82.23,11.85,-,-,74.57,19.95,101.24,1.16,96.12,6.73,85.18,7.78,87.48,8.03,71.92,6.03,82.62,1.14,82.62,1.14,80.34,2.61,75.56,1.46,75.55,7.62,100.59,0.32,83.77,0.37,80.98,1.78,93.40,2.58,93.40,2.58,94.09,13.66,89.06,7.00,91.32,3.08,99.04,81.13,123.14,24.69,104.42,2.43,104.94,2.24,128.01,0.13,122.40,-5.00,130.75,5.01,93.10,2.40,93.10,2.40,127.83,-5.06,128.03,-5.42,99.71,3.10,94.02,0.97
2006M08,106.23,5.78,68.76,11.37,69.18,11.17,75.46,5.24,73.51,21.32,72.90,21.66,85.79,15.90,-,-,80.01,27.65,102.65,1.82,96.88,7.56,87.48,10.18,89.97,10.72,73.22,6.66,84.34,2.98,84.34,2.98,81.01,3.36,76.46,3.25,77.78,11.19,101.08,0.25,83.26,-0.06,81.61,1.62,93.86,4.63,93.86,4.63,97.09,18.37,91.73,13.39,95.36,7.79,103.48,84.69,124.56,26.02,104.82,2.38,105.77,2.47,128.84,0.16,122.36,-5.96,132.38,6.01,93.45,1.91,93.45,1.91,130.02,-3.85,130.30,-4.15,100.12,1.28,94.19,0.34
2006M09,106.97,3.96,64.87,3.02,64.65,1.60,75.72,2.08,70.71,8.09,70.04,8.14,86.78,12.98,-,-,81.05,22.97,103.20,-0.39,98.32,7.02,87.74,6.24,90.08,6.38,74.32,5.31,84.78,0.90,84.78,0.90,82.11,2.61,78.12,3.91,79.23,10.03,101.45,-1.93,84.76,0.80,82.15,-0.32,93.95,7.31,93.95,7.31,99.01,18.28,94.67,14.85,97.98,9.79,103.92,75.39,120.93,20.33,105.12,0.68,106.16,0.25,129.82,-0.89,122.60,-7.28,134.02,5.20,93.62,0.95,93.62,0.95,133.25,-5.02,133.68,-5.27,100.89,-0.21,95.42,-0.36
2006M10,106.95,2.99,63.82,-1.85,63.22,-4.17,76.30,0.81,68.97,-0.46,68.26,-0.61,84.07,7.26,-,-,75.90,11.60,103.91,-0.55,99.45,6.45,87.38,5.68,89.53,5.92,74.98,4.15,85.56,-0.19,85.56,-0.19,82.72,1.67,78.66,2.42,78.44,6.00,101.73,-3.36,87.22,3.26,82.59,-1.27,94.63,6.49,94.63,6.49,100.74,21.61,97.25,24.04,99.63,10.88,103.80,69.64,124.26,18.61,105.86,-0.71,107.13,-0.59,129.26,-2.14,123.09,-7.41,132.50,2.86,95.33,1.85,95.33,1.85,134.35,-5.32,134.79,-5.54,101.37,-1.24,95.32,-2.19
2006M11,105.60,2.31,63.63,0.13,63.11,-2.09,75.73,0.07,65.99,5.70,65.24,5.75,83.55,7.82,-,-,75.55,13.66,102.69,-1.78,98.60,5.38,86.63,6.82,88.78,7.30,74.25,3.64,83.88,-0.50,83.88,-0.50,81.91,0.33,78.26,0.57,76.31,3.53,99.54,-5.67,87.21,3.30,81.32,-2.79,93.52,6.60,93.52,6.60,99.80,21.37,96.53,26.12,98.37,9.90,102.60,64.16,123.38,16.23,105.55,-1.18,105.87,-1.97,127.56,-3.79,121.64,-8.47,130.61,0.61,94.02,0.74,94.02,0.74,131.77,-7.33,132.14,-7.58,100.15,-2.12,94.27,-2.25
2006M12,104.42,2.35,62.61,-0.27,62.03,-1.35,75.41,0.28,65.17,5.03,64.43,5.07,83.40,12.13,-,-,75.83,22.31,101.75,-1.86,97.87,5.38,86.14,8.00,88.67,8.73,71.63,3.21,83.35,-0.31,83.35,-0.31,81.36,1.52,77.44,3.21,75.32,5.61,98.62,-5.16,87.82,4.42,80.53,-2.87,92.66,6.99,92.66,6.99,98.52,21.54,95.27,29.67,98.30,10.70,98.17,51.87,125.53,15.39,104.81,-1.23,104.90,-2.04,125.79,-4.65,120.58,-8.36,128.22,-1.19,93.53,2.94,93.53,2.94,127.89,-9.30,128.12,-9.63,99.29,-2.16,93.53,-2.24
2007M01,104.45,5.21,62.31,1.23,61.52,-0.45,75.96,3.78,63.09,2.62,62.37,2.67,85.18,16.40,-,-,78.29,27.30,102.99,2.99,98.32,9.05,85.78,8.91,88.27,9.20,71.49,6.92,84.43,4.69,84.43,4.69,81.76,4.27,77.52,3.76,76.03,9.92,99.38,-0.92,87.44,5.25,81.32,1.64,93.87,9.61,93.87,9.61,98.15,26.34,95.53,39.95,99.20,15.64,93.06,43.02,125.15,15.85,105.43,2.20,105.71,2.34,125.90,-1.86,121.04,-4.54,127.99,0.59,93.67,6.36,93.67,6.36,128.87,-4.19,129.10,-4.49,99.64,1.20,93.34,-0.21
2007M02,104.87,4.88,62.62,2.62,61.56,0.74,79.43,7.83,64.96,3.37,64.26,3.41,85.57,13.84,-,-,78.38,23.49,103.62,2.82,100.01,5.98,86.02,8.64,88.45,8.94,72.01,6.44,85.08,4.26,85.08,4.26,82.62,4.06,78.12,3.14,76.47,7.58,99.99,0.21,88.31,5.38,82.16,2.04,94.44,9.55,94.44,9.55,99.26,25.68,97.37,40.91,102.56,18.81,88.38,27.62,126.08,13.13,107.05,3.15,106.35,3.75,125.37,-2.24,121.45,-4.05,126.61,-0.58,95.30,5.87,95.30,5.87,127.48,-5.46,127.59,-5.82,100.16,1.20,93.72,0.76
2007M03,105.57,4.86,64.18,3.03,63.07,0.85,83.20,12.31,66.86,2.17,66.20,2.32,86.67,14.66,-,-,79.59,24.89,103.75,2.57,102.15,8.36,86.54,10.52,89.04,11.37,72.15,4.99,85.61,4.75,85.61,4.75,82.84,4.75,78.14,5.11,77.05,7.72,100.11,-0.04,88.47,6.42,82.44,2.03,94.40,7.54,94.40,7.54,100.89,25.39,100.56,41.87,103.60,18.85,88.21,23.41,126.35,11.17,107.15,2.95,106.48,3.49,125.58,-2.76,121.10,-4.80,127.35,-0.89,96.01,6.24,96.01,6.24,125.63,-6.80,125.63,-7.22,100.70,1.32,94.74,1.36
2007M04,107.09,5.85,63.22,-0.19,62.03,-2.77,83.64,14.09,70.38,2.77,69.77,2.89,88.06,15.31,-,-,81.48,26.19,104.19,3.58,103.50,6.57,87.00,9.92,89.53,10.57,72.46,5.49,85.97,5.51,85.97,5.51,83.53,5.65,78.15,4.58,78.99,11.21,100.54,0.94,89.27,6.91,83.18,3.19,94.80,2.33,94.80,2.33,105.58,26.11,106.42,40.58,105.93,20.47,97.33,26.35,127.67,7.37,107.50,3.73,108.24,5.80,126.27,-1.44,121.26,-3.62,128.51,0.53,97.08,7.62,97.08,7.62,122.99,-6.06,122.82,-6.50,101.01,2.24,94.88,2.16
2007M05,108.44,6.86,62.50,-6.09,61.54,-8.86,85.17,16.83,74.71,7.85,74.16,8.03,89.92,17.70,-,-,84.04,27.49,104.57,5.58,105.07,12.15,89.16,10.72,92.07,11.44,72.46,5.72,87.32,8.59,87.32,8.59,83.89,8.05,77.77,6.30,80.62,13.97,100.90,3.06,90.00,10.11,83.18,5.63,95.57,4.95,95.57,4.95,108.48,23.43,109.85,36.34,107.22,21.87,104.17,15.09,127.64,3.76,107.80,5.40,108.64,8.02,126.53,-0.42,121.18,-2.02,129.07,1.01,97.13,8.14,97.13,8.14,126.56,-1.24,126.56,-1.55,101.25,3.59,94.95,2.06
2007M06,107.70,3.62,61.60,-11.61,60.60,-14.46,84.03,12.94,76.73,7.51,76.24,7.78,90.92,14.38,-,-,86.10,22.27,103.56,2.41,104.07,9.46,88.73,5.29,91.60,5.74,72.26,2.13,87.06,5.86,87.06,5.86,83.74,5.23,78.21,4.59,81.40,10.99,100.87,0.75,89.93,7.08,82.23,2.10,95.88,3.13,95.88,3.13,108.34,17.52,110.12,29.87,106.79,18.52,103.24,2.38,125.77,1.81,107.00,2.84,111.28,6.54,124.39,-3.02,119.61,-3.33,126.43,-2.75,95.52,3.72,95.52,3.72,128.54,-0.04,128.72,-0.12,100.23,0.88,93.94,0.12
2007M07,106.94,2.07,61.77,-12.48,60.89,-14.84,84.00,12.31,79.33,8.29,78.89,8.59,89.31,8.61,-,-,83.96,12.59,102.51,1.25,102.65,6.79,88.98,4.46,91.99,5.16,71.76,-0.22,87.31,5.68,87.31,5.68,83.59,4.05,78.10,3.36,81.60,8.01,100.41,-0.18,89.89,7.31,82.15,1.44,96.66,3.49,96.66,3.49,104.58,11.15,102.56,15.16,104.57,14.51,102.87,3.87,125.98,2.31,106.63,2.12,113.91,8.55,123.67,-3.39,119.01,-2.77,125.63,-3.92,95.24,2.30,95.24,2.30,131.31,2.72,131.67,2.84,100.16,0.45,94.35,0.35
2007M08,108.17,1.83,63.18,-8.12,62.27,-9.99,85.56,13.38,79.66,8.37,79.21,8.66,89.16,3.93,-,-,83.18,3.96,103.01,0.35,104.28,7.64,91.07,4.10,94.40,4.92,72.02,-1.64,88.59,5.04,88.59,5.04,84.52,4.33,78.58,2.77,84.06,8.07,100.90,-0.18,91.59,10.00,82.70,1.34,98.31,4.74,98.31,4.74,104.99,8.14,102.41,11.64,104.24,9.31,106.04,2.47,123.10,-1.17,107.95,2.99,115.50,9.20,125.37,-2.69,119.27,-2.53,128.62,-2.84,96.46,3.22,96.46,3.22,134.51,3.45,135.00,3.61,100.89,0.77,95.35,1.23
2007M09,108.90,1.80,64.14,-1.13,63.01,-2.54,86.11,13.72,84.53,19.54,84.16,20.16,90.70,4.52,-,-,85.87,5.95,103.13,-0.07,102.89,4.65,91.60,4.40,94.87,5.32,72.90,-1.91,89.16,5.17,89.16,5.17,85.20,3.76,78.95,1.06,84.31,6.41,101.02,-0.42,93.10,9.84,84.06,2.32,98.43,4.77,98.43,4.77,104.92,5.97,102.87,8.66,104.18,6.33,104.88,0.92,122.97,1.69,108.05,2.79,113.93,7.32,125.70,-3.17,119.18,-2.79,129.33,-3.50,96.96,3.57,96.96,3.57,134.40,0.86,134.88,0.90,101.10,0.21,95.67,0.26
2007M10,108.00,0.98,63.19,-0.99,61.90,-2.09,85.47,12.02,88.33,28.07,88.05,28.99,91.38,8.70,-,-,87.17,14.85,101.72,-2.11,101.90,2.46,90.52,3.59,93.77,4.74,71.93,-4.07,88.07,2.93,88.07,2.93,84.94,2.68,78.96,0.38,83.67,6.67,99.64,-2.05,93.86,7.61,83.58,1.20,98.26,3.84,98.26,3.84,104.13,3.37,102.00,4.88,103.46,3.84,104.51,0.68,121.18,-2.48,106.92,1.00,113.23,5.69,123.57,-4.40,117.66,-4.41,126.67,-4.40,95.48,0.16,95.48,0.16,133.76,-0.44,134.31,-0.36,100.20,-1.15,94.45,-0.91
2007M11,107.83,2.11,65.35,2.70,64.12,1.60,85.38,12.74,92.86,40.72,92.67,42.04,93.26,11.62,-,-,89.96,19.07,101.04,-1.61,104.00,5.48,91.12,5.18,94.28,6.20,73.07,-1.59,88.58,5.60,88.58,5.60,84.99,3.76,79.37,1.42,83.95,10.01,98.97,-0.57,93.67,7.41,84.32,3.69,95.97,2.62,95.97,2.62,103.78,3.99,102.39,6.07,103.12,4.83,102.58,-0.02,118.63,-3.85,106.46,0.86,113.17,6.90,121.81,-4.51,116.57,-4.17,124.33,-4.81,95.95,2.05,95.95,2.05,132.72,0.72,133.25,0.84,99.85,-0.30,94.53,0.28
2007M12,107.70,3.14,65.97,5.37,64.72,4.34,85.54,13.43,91.49,40.39,91.27,41.66,94.73,13.59,-,-,91.78,21.03,101.32,-0.42,105.77,8.07,92.15,6.98,94.80,6.91,76.92,7.39,90.39,8.45,90.39,8.45,85.53,5.13,80.36,3.77,84.50,12.19,99.24,0.63,93.33,6.27,85.67,6.38,96.45,4.09,96.45,4.09,102.99,4.54,102.71,7.81,103.15,4.93,96.03,-2.18,120.23,-4.22,106.69,1.79,113.49,8.19,121.11,-3.72,116.72,-3.20,122.86,-4.18,95.97,2.61,95.97,2.61,133.26,4.20,133.80,4.43,100.02,0.74,94.58,1.12
2008M01,107.14,2.58,67.91,8.99,67.15,9.15,84.46,11.19,91.40,44.87,91.18,46.19,93.01,9.19,125.58,-,89.70,14.57,102.15,-0.82,103.21,4.97,93.42,8.91,95.82,8.55,79.62,11.37,92.80,9.91,92.80,9.91,85.60,4.70,80.85,4.30,84.08,10.59,99.18,-0.20,93.81,7.28,85.21,4.78,95.84,2.10,95.84,2.10,102.86,4.80,102.75,7.56,102.99,3.82,95.51,2.63,119.29,-4.68,107.55,2.01,113.76,7.62,120.42,-4.35,116.23,-3.97,122.10,-4.60,96.49,3.01,96.49,3.01,128.20,-0.52,128.67,-0.33,99.95,0.31,94.59,1.34
2008M02,105.10,0.22,68.08,8.72,67.68,9.94,84.94,6.94,90.55,39.39,90.24,40.43,90.73,6.03,128.58,-,87.05,11.06,101.00,-2.53,100.56,0.55,92.64,7.70,95.13,7.55,78.34,8.79,93.96,10.44,93.96,10.44,84.21,1.92,78.75,0.81,82.97,8.50,97.41,-2.58,93.01,5.32,84.38,2.70,93.17,-1.34,93.17,-1.34,102.97,3.74,104.20,7.01,101.99,-0.56,96.06,8.69,118.23,-6.23,105.14,-1.78,111.05,4.42,117.17,-6.54,113.50,-6.55,118.63,-6.30,94.60,-0.73,94.60,-0.73,125.31,-1.70,125.75,-1.44,96.84,-3.31,92.69,-1.10
2008M03,102.97,-2.46,68.54,6.79,68.50,8.61,84.51,1.57,92.38,38.17,92.15,39.20,90.19,4.06,128.96,-,86.96,9.26,99.38,-4.21,98.94,-3.14,91.76,6.03,94.28,5.88,77.34,7.19,95.47,11.52,95.47,11.52,82.93,0.11,77.73,-0.52,81.48,5.75,95.93,-4.18,91.65,3.59,83.05,0.74,92.34,-2.18,92.34,-2.18,103.37,2.46,104.80,4.22,102.96,-0.62,97.76,10.83,118.65,-6.09,102.21,-4.61,107.50,0.96,112.96,-10.05,110.67,-8.61,113.88,-10.58,92.27,-3.90,92.27,-3.90,120.99,-3.69,121.42,-3.35,94.39,-6.27,91.16,-3.78
2008M04,103.74,-3.13,68.55,8.43,68.48,10.40,84.92,1.53,98.92,40.55,98.75,41.54,90.72,3.02,126.78,-,88.01,8.01,100.15,-3.88,97.42,-5.87,92.36,6.16,94.68,5.75,79.01,9.04,98.14,14.16,98.14,14.16,81.96,-1.88,76.57,-2.02,79.63,0.81,95.42,-5.09,91.01,1.95,82.36,-0.99,92.99,-1.91,92.99,-1.91,106.56,0.93,111.23,4.52,102.80,-2.95,99.78,2.52,123.06,-3.61,102.07,-5.05,107.67,-0.53,112.47,-10.93,110.99,-8.47,113.06,-12.02,92.94,-4.26,92.94,-4.26,120.66,-1.89,121.10,-1.40,94.06,-6.88,91.29,-3.78
2008M05,106.14,-2.12,73.85,18.16,75.51,22.70,85.62,0.53,112.22,50.21,112.21,51.31,92.63,3.01,120.84,-,90.45,7.63,101.54,-2.90,98.07,-6.66,95.17,6.74,97.44,5.83,82.11,13.32,100.59,15.20,100.59,15.20,82.53,-1.62,76.72,-1.35,79.68,-1.17,95.58,-5.27,93.01,3.34,83.12,-0.07,94.48,-1.14,94.48,-1.14,111.31,2.61,121.39,10.51,103.50,-3.47,101.21,-2.84,122.38,-4.12,102.82,-4.62,108.99,0.32,112.78,-10.87,111.13,-8.29,113.45,-12.10,93.78,-3.45,93.78,-3.45,120.27,-4.97,120.69,-4.64,98.04,-3.17,92.73,-2.34
2008M06,106.72,-0.91,77.25,25.41,79.87,31.80,87.01,3.55,123.34,60.75,123.50,61.99,96.23,5.84,114.35,-,95.85,11.32,101.52,-1.97,98.16,-5.68,99.05,11.63,101.32,10.61,85.99,19.00,99.23,13.98,99.23,13.98,82.75,-1.18,76.65,-1.99,80.75,-0.80,94.70,-6.12,94.32,4.88,83.02,0.96,92.90,-3.11,92.90,-3.11,110.75,2.22,120.90,9.79,103.63,-2.96,99.02,-4.09,122.94,-2.25,102.03,-4.64,109.71,-1.41,111.24,-10.57,109.93,-8.09,111.76,-11.60,93.27,-2.36,93.27,-2.36,116.93,-9.03,117.30,-8.87,98.61,-1.62,94.85,0.97
2008M07,107.24,0.28,79.60,28.87,83.01,36.33,88.81,5.73,129.63,63.41,129.86,64.61,100.32,12.33,111.57,-,101.09,20.40,103.65,1.11,99.81,-2.77,102.11,14.76,103.09,12.07,96.49,34.46,97.40,11.56,97.40,11.56,83.76,0.20,77.38,-0.92,82.26,0.81,94.81,-5.58,97.10,8.02,83.37,1.49,93.03,-3.76,93.03,-3.76,111.61,6.72,123.19,20.12,102.60,-1.88,99.39,-3.38,122.02,-3.14,104.28,-2.20,110.45,-3.04,110.03,-11.03,109.18,-8.26,110.37,-12.15,93.97,-1.33,93.97,-1.33,112.90,-14.02,113.21,-14.02,99.11,-1.05,95.76,1.49
2008M08,107.10,-0.99,80.12,26.81,83.34,33.84,91.18,6.57,118.20,48.38,118.22,49.25,98.63,10.62,111.45,-,97.22,16.88,106.65,3.53,102.29,-1.91,102.73,12.80,103.14,9.26,100.40,39.41,99.28,12.07,99.28,12.07,85.98,1.73,80.69,2.69,83.55,-0.61,97.59,-3.28,98.28,7.30,85.25,3.08,95.31,-3.05,95.31,-3.05,114.94,9.48,129.21,26.17,104.23,-0.01,99.46,-6.21,125.21,1.71,106.54,-1.31,112.30,-2.77,111.17,-11.33,109.43,-8.25,111.86,-13.03,95.68,-0.81,95.68,-0.81,107.33,-20.21,107.50,-20.37,101.70,0.80,98.20,2.99
2008M09,107.47,-1.31,82.32,28.34,85.66,35.95,93.44,8.51,110.27,30.45,110.13,30.86,94.76,4.48,108.39,-,90.26,5.11,109.04,5.73,103.60,0.69,101.06,10.33,101.06,6.52,101.06,38.63,99.68,11.80,99.68,11.80,87.57,2.78,82.48,4.47,84.33,0.02,99.82,-1.19,99.97,7.38,86.82,3.28,96.01,-2.46,96.01,-2.46,115.80,10.37,130.97,27.32,105.15,0.93,97.72,-6.83,124.71,1.42,108.79,0.68,115.07,1.00,113.32,-9.85,111.98,-6.04,113.86,-11.96,96.74,-0.23,96.74,-0.23,109.64,-18.42,109.82,-18.58,104.89,3.75,102.09,6.71
2008M10,105.64,-2.19,82.10,29.93,85.31,37.82,102.75,20.22,99.34,12.46,99.02,12.46,87.19,-4.59,103.19,-,78.25,-10.23,109.14,7.29,104.36,2.41,94.41,4.30,93.40,-0.39,100.18,39.27,97.62,10.84,97.62,10.84,88.58,4.29,85.37,8.12,81.89,-2.13,101.84,2.21,100.28,6.84,88.10,5.41,97.01,-1.27,97.01,-1.27,111.53,7.11,126.34,23.86,103.06,-0.39,87.23,-16.53,120.13,-0.87,110.69,3.53,116.84,3.19,114.58,-7.28,112.04,-4.78,115.59,-8.75,98.25,2.90,98.25,2.90,109.75,-17.95,109.81,-18.24,107.42,7.21,104.83,10.99
2008M11,100.91,-6.42,78.32,19.85,81.18,26.61,104.10,21.93,78.30,-15.68,77.68,-16.18,75.16,-19.41,87.46,-,60.09,-33.20,109.55,8.42,104.29,0.28,86.97,-4.55,86.61,-8.14,89.05,21.87,91.18,2.94,91.18,2.94,86.88,2.22,82.06,3.39,76.06,-9.40,102.62,3.69,100.66,7.46,88.97,5.51,97.93,2.04,97.93,2.04,101.27,-2.42,110.70,8.12,96.76,-6.17,75.26,-26.63,113.49,-4.33,111.96,5.17,118.05,4.31,114.18,-6.26,110.22,-5.45,115.77,-6.88,101.57,5.86,101.57,5.86,109.23,-17.70,109.25,-18.01,108.73,8.89,106.16,12.30
2008M12,97.93,-9.07,79.49,20.49,82.68,27.75,104.29,21.92,61.18,-33.13,60.34,-33.89,71.23,-24.81,64.09,-,54.98,-40.10,106.98,5.59,104.24,-1.45,82.72,-10.23,82.77,-12.69,82.45,7.19,85.68,-5.21,85.68,-5.21,85.25,-0.33,79.88,-0.60,71.11,-15.85,102.34,3.12,100.81,8.01,89.03,3.92,94.56,-1.96,94.56,-1.96,93.94,-8.79,99.16,-3.46,92.95,-9.89,67.49,-29.72,108.25,-9.96,112.47,5.42,116.71,2.84,114.00,-5.87,110.50,-5.33,115.40,-6.07,105.44,9.87,105.44,9.87,110.52,-17.06,110.56,-17.37,108.99,8.97,106.49,12.59
2009M01,97.09,-9.38,71.77,5.68,73.82,9.93,103.09,22.06,60.23,-34.10,59.43,-34.82,71.48,-23.15,64.31,-48.79,56.24,-37.30,105.69,3.47,102.69,-0.50,80.97,-13.33,81.42,-15.03,78.34,-1.61,83.87,-9.62,83.87,-9.62,84.72,-1.03,78.60,-2.78,69.14,-17.77,102.41,3.26,100.98,7.64,89.99,5.61,92.34,-3.65,92.34,-3.65,89.99,-12.51,94.42,-8.11,88.94,-13.64,63.13,-33.90,103.00,-13.66,111.25,3.44,117.42,3.22,114.19,-5.17,111.37,-4.18,115.31,-5.56,104.05,7.84,104.05,7.84,110.86,-13.53,110.89,-13.82,108.93,8.98,106.03,12.09
2009M02,98.96,-5.84,72.93,7.12,75.02,10.85,109.50,28.91,61.74,-31.82,60.99,-32.41,74.71,-17.66,62.76,-51.19,60.32,-30.71,107.49,6.43,105.21,4.62,83.09,-10.31,84.19,-11.50,76.77,-2.00,85.05,-9.48,85.05,-9.48,87.23,3.59,81.83,3.91,71.28,-14.09,104.27,7.04,103.38,11.15,92.58,9.72,92.83,-0.36,92.83,-0.36,88.67,-13.89,89.57,-14.04,90.14,-11.62,63.85,-33.53,99.87,-15.53,114.17,8.59,120.95,8.91,116.66,-0.44,115.01,1.33,117.32,-1.10,104.14,10.08,104.14,10.08,114.02,-9.01,114.05,-9.30,111.83,15.48,108.37,16.92
